NIVEL	CODIGO	DESTINO	POP ATENDIDA	Physicians	Nurses	OtherCadres	CommunityBased	Beds	CTScanner	MRIUnit	Mammography	Radiotherapy
2	220030	Alto_Longa	18602.00	31.07	22.32	46.69	0.00	49.67	0.12	0.09	0.06	0.01
2	220040	Altos	52277.00	87.30	62.73	131.22	0.00	139.58	0.35	0.26	0.16	0.02
2	220100	Arraial	9823.00	16.40	11.79	24.66	0.00	26.23	0.06	0.05	0.03	0.00
2	220110	Avelino_Lopes	12136.00	20.27	14.56	30.46	0.00	32.40	0.08	0.06	0.04	0.00
2	220115	Baixa_Grande_Do_Ribeiro	12400.00	20.71	14.88	31.12	0.00	33.11	0.08	0.06	0.04	0.00
2	220120	Barras	76160.00	127.19	91.39	191.16	0.00	203.35	0.50	0.38	0.24	0.02
2	220140	Barro_Duro	8939.00	14.93	10.73	22.44	0.00	23.87	0.06	0.04	0.03	0.00
2	220160	Beneditinos	11284.00	18.84	13.54	28.32	0.00	30.13	0.07	0.06	0.03	0.00
2	220170	Bertolinia	14818.00	24.75	17.78	37.19	0.00	39.56	0.10	0.07	0.05	0.00
2	220190	Bom_Jesus	64654.00	107.97	77.58	162.28	0.00	172.63	0.43	0.32	0.20	0.02
2	220200	Buriti_Dos_Lopes	49297.00	82.33	59.16	123.74	0.00	131.62	0.33	0.25	0.15	0.01
2	220210	Campinas_Do_Piaui	24408.00	40.76	29.29	61.26	0.00	65.17	0.16	0.12	0.08	0.01
2	220211	Campo_Alegre_Do_Fidalgo	30689.00	51.25	36.83	77.03	0.00	81.94	0.20	0.15	0.10	0.01
2	220220	Campo_Maior	60936.00	101.76	73.12	152.95	0.00	162.70	0.40	0.30	0.19	0.02
2	220230	Canto_Do_Buriti	33754.00	56.37	40.50	84.72	0.00	90.12	0.22	0.17	0.10	0.01
2	220250	Caracol	11720.00	19.57	14.06	29.42	0.00	31.29	0.08	0.06	0.04	0.00
2	220260	Castelo_Do_Piaui	27166.00	45.37	32.60	68.19	0.00	72.53	0.18	0.14	0.08	0.01
2	220270	Cocal	36525.00	61.00	43.83	91.68	0.00	97.52	0.24	0.18	0.11	0.01
2	220290	Corrente	75831.00	126.64	91.00	190.34	0.00	202.47	0.50	0.38	0.24	0.02
2	220320	Curimata	29901.00	49.93	35.88	75.05	0.00	79.84	0.20	0.15	0.09	0.01
2	220330	Demerval_Lobao	44620.00	74.52	53.54	112.00	0.00	119.14	0.29	0.22	0.14	0.01
2	220345	Dom_Inocencio	10296.00	17.19	12.36	25.84	0.00	27.49	0.07	0.05	0.03	0.00
2	220350	Elesbao_Veloso	42750.00	71.39	51.30	107.30	0.00	114.14	0.28	0.21	0.13	0.01
2	220360	Eliseu_Martins	23827.00	39.79	28.59	59.81	0.00	63.62	0.16	0.12	0.07	0.01
2	220370	Esperantina	87519.00	146.16	105.02	219.67	0.00	233.68	0.58	0.44	0.27	0.03
2	220375	Fartura_Do_Piaui	5711.00	9.54	6.85	14.33	0.00	15.25	0.04	0.03	0.02	0.00
2	220390	Floriano	64540.00	107.78	77.45	162.00	0.00	172.32	0.43	0.32	0.20	0.02
2	220430	Fronteiras	12500.00	20.88	15.00	31.38	0.00	33.38	0.08	0.06	0.04	0.00
2	220450	Guadalupe	11325.00	18.91	13.59	28.43	0.00	30.24	0.07	0.06	0.04	0.00
2	220455	Guaribas	4914.00	8.21	5.90	12.33	0.00	13.12	0.03	0.02	0.02	0.00
2	220510	Itaueira	32415.00	54.13	38.90	81.36	0.00	86.55	0.21	0.16	0.10	0.01
2	220520	Jaicos	45570.00	76.10	54.68	114.38	0.00	121.67	0.30	0.23	0.14	0.01
2	220527	Jatoba_Do_Piaui	16047.00	26.80	19.26	40.28	0.00	42.85	0.11	0.08	0.05	0.00
2	220550	Jose_De_Freitas	42141.00	70.38	50.57	105.77	0.00	112.52	0.28	0.21	0.13	0.01
2	220560	Landri_Sales	18350.00	30.64	22.02	46.06	0.00	48.99	0.12	0.09	0.06	0.01
2	220570	Luis_Correia	40753.00	68.06	48.90	102.29	0.00	108.81	0.27	0.20	0.13	0.01
2	220580	Luzilandia	57696.00	96.35	69.24	144.82	0.00	154.05	0.38	0.29	0.18	0.02
2	220665	Morro_Cabeca_No_Tempo	4889.00	8.16	5.87	12.27	0.00	13.05	0.03	0.02	0.02	0.00
2	220670	Nazare_Do_Piaui	14864.00	24.82	17.84	37.31	0.00	39.69	0.10	0.07	0.05	0.00
2	220700	Oeiras	70257.00	117.33	84.31	176.35	0.00	187.59	0.46	0.35	0.22	0.02
2	220750	Palmeirais	15626.00	26.10	18.75	39.22	0.00	41.72	0.10	0.08	0.05	0.00
2	220770	Parnaiba	174776.00	291.88	209.73	438.69	0.00	466.65	1.15	0.87	0.54	0.05
2	220780	Paulistana	42611.00	71.16	51.13	106.95	0.00	113.77	0.28	0.21	0.13	0.01
2	220790	Pedro_Ii	60846.00	101.61	73.02	152.72	0.00	162.46	0.40	0.30	0.19	0.02
2	220800	Picos	129098.00	215.59	154.92	324.04	0.00	344.69	0.85	0.65	0.40	0.04
2	220820	Pio_Ix	19833.00	33.12	23.80	49.78	0.00	52.95	0.13	0.10	0.06	0.01
2	220830	Piracuruca	52170.00	87.12	62.60	130.95	0.00	139.29	0.34	0.26	0.16	0.02
2	220840	Piripiri	80980.00	135.24	97.18	203.26	0.00	216.22	0.53	0.40	0.25	0.02
2	220850	Porto	78765.00	131.54	94.52	197.70	0.00	210.30	0.52	0.39	0.24	0.02
2	220880	Regeneracao	112404.00	187.71	134.88	282.13	0.00	300.12	0.74	0.56	0.35	0.03
2	220890	Ribeiro_Goncalves	7879.00	13.16	9.45	19.78	0.00	21.04	0.05	0.04	0.02	0.00
2	220920	Santa_Filomena	6743.00	11.26	8.09	16.92	0.00	18.00	0.04	0.03	0.02	0.00
2	220990	Sao_Joao_Da_Serra	10960.00	18.30	13.15	27.51	0.00	29.26	0.07	0.05	0.03	0.00
2	221000	Sao_Joao_Do_Piaui	28124.00	46.97	33.75	70.59	0.00	75.09	0.19	0.14	0.09	0.01
2	221030	Sao_Juliao	55211.00	92.20	66.25	138.58	0.00	147.41	0.36	0.28	0.17	0.02
2	221040	Sao_Miguel_Do_Tapuio	36387.00	60.77	43.66	91.33	0.00	97.15	0.24	0.18	0.11	0.01
