name,lat,lon
Lorient,47.75,-3.36,
Lanester,47.7647,-3.3422,
Ploemeur,47.7358,-3.4311,
Hennebont,47.8042,-3.2789,
Quimperlé,47.8728,-3.5497,
Guidel,47.7906,-3.4886,
Quéven,47.7886,-3.4153,
Larmor-Plage,47.7064,-3.3842,
Languidic,47.8333,-3.1578,
Caudan,47.8089,-3.3425,
Kervignac,47.7633,-3.2389,
Riantec,47.7108,-3.3106,
Plouhinec,47.6975,-3.2511,
Clohars-Carnoët,47.7958,-3.5858,
Locmiquélic,47.7253,-3.3408,
Landévant,47.7647,-3.1217,
Pont-Scorff,47.8342,-3.4031,
Erdeven,47.6422,-3.1567,
Belz,47.6758,-3.17,
Cléguer,47.8542,-3.3839,
Merlevenez,47.7367,-3.2336,
Gestel,47.8033,-3.4442,
Port-Louis,47.7067,-3.3533,
Landaul,47.7483,-3.0761,
Étel,47.6578,-3.2008,
Nostang,47.7497,-3.1878,
Brandérion,47.7936,-3.1947,
Arzano,47.9011,-3.4403,
Calan,47.8758,-3.3219,
Fougères,48.3525,-1.1986,
Saint-Aubin-du-Cormier,48.2594,-1.3986,
Louvigné-du-Désert,48.4817,-1.1242,
Lécousse,48.3675,-1.2178,
Saint-Brice-en-Coglès,48.4106,-1.3669,
Romagné,48.3422,-1.2772,
Balazé,48.1689,-1.1917,
Javené,48.3192,-1.2158,
Saint-Germain-en-Coglès,48.4058,-1.2633,
Saint-Étienne-en-Coglès,48.4036,-1.325,
Mézières-sur-Couesnon,48.2956,-1.4328,
Livré-sur-Changeon,48.2189,-1.3433,
Châtillon-en-Vendelais,48.225,-1.1786,
Saint-Marc-le-Blanc,48.3644,-1.4094,
Saint-Sauveur-des-Landes,48.3425,-1.3136,
Saint-Georges-de-Reintembault,48.5083,-1.2433,
La Chapelle-Janson,48.3475,-1.1019,
Beaucé,48.3381,-1.1569,
Saint-M’Hervé,48.1786,-1.1161,
Parigné,48.4281,-1.1917,
Saint-Ouen-des-Alleux,48.3283,-1.4258,
Luitré,48.2833,-1.1186,
Saint-Jean-sur-Couesnon,48.2906,-1.3672,
Landéan,48.4131,-1.1525,
Laignelet,48.3708,-1.1503,
Montours,48.4428,-1.3089,
La Bazouge-du-Désert,48.4431,-1.105,
Billé,48.2878,-1.2464,
Lannion,48.7325,-3.4553,
Perros-Guirec,48.8133,-3.4433,
Bégard,48.6281,-3.3008,
Pleumeur-Bodou,48.7731,-3.5178,
Ploubezre,48.7044,-3.4489,
Trébeurden,48.7694,-3.5681,
Plestin-les-Grèves,48.6569,-3.6311,
Louannec,48.7939,-3.4106,
Penvénan,48.8114,-3.2947,
Trégastel,48.8169,-3.5136,
Ploumilliau,48.68,-3.5239,
Tréguier,48.785,-3.2325,
Louargat,48.5656,-3.3389,
Plouaret,48.6119,-3.4725,
Pédernec,48.5969,-3.27,
Rospez,48.7294,-3.3839,
Plouguiel,48.7972,-3.2408,
Ploulec’h,48.7181,-3.5044,
Cavan,48.6719,-3.3447,
Locquirec,48.6908,-3.6483,
Plounévez-Moëdec,48.5564,-3.4447,
Trévou-Tréguignec,48.815,-3.3586,
Le Vieux-Marché,48.6069,-3.4481,
Saint-Quay-Perros,48.7925,-3.4478,
Minihy-Tréguier,48.7753,-3.2281,
Trélévern,48.8083,-3.3717,
Ploëzal,48.7164,-3.2028,
Pommerit-Jaudy,48.7319,-3.2422,
Tonquédec,48.6692,-3.3953,
Plougrescant,48.8403,-3.2286,
Langoat,48.7506,-3.2808,
Plouëc-du-Trieux,48.6739,-3.1919,
Prat,48.6769,-3.2975,
La Roche-Derrien,48.7464,-3.26,
Trédarzec,48.7869,-3.2003,
Plouégat-Guérand,48.6211,-3.6753,
Kermaria-Sulard,48.7717,-3.3708,
