# ======================================================
# Model: Hierarchical health care design : 3 levels (brown field)
# Joao Flavio F. Almeida <joao.flavio@dep.ufmg.br >
# Fabricio Oliveira <fabricio.oliveira@aalto.fi >
# Data   : 19/02/2022
# Versao: 1.0:
# Region: 12: Pays de la Loire (PL)
# =========================================================
data;

# param Distmax:=
# 1 80  # 80
# 2 120 # + 120
# 3 250; # + 200

# Minimal population on destination municipality (j) 
param POPmin:=
1	0
# 2	7000
# 3	20000
# 2	2000
# 3	4000
2	1472	# Q1
3	2223	# Q2 
;

param DurUpper:=
1 0.51 
# 2 1.1 
# 3 1.5;
2 0.51 
3 1.1; 

# Municipios selecionados que já possuem infraestrutura de nível 3
set S3:=
3037656	#	'Angers' : Angers University Hospital (in partnership with University of Angers) Angers
2990969	#	'Nantes' : Nantes University Hospital 
;

# CODIGO	REGIAO (code)	LAT	LONG	POPULACAO 2030	INFR	MUNICIPIO	
 param: I :	RE	lat	lng	POP	INFR	Mun 	:=
2990969	12	47.2181	-1.55280	633690	0	'Nantes'	
3037656	12	47.4736	-0.55420	152960	0	'Angers'	
6508863	12	48.0077	0.19840	142946	0	'Le Mans'	
6434534	12	47.2806	-2.20860	69993	0	'Saint-Nazaire'	
3006767	12	46.6705	-1.42600	54372	0	'La Roche-sur-Yon'	
3025053	12	47.06	-0.87830	53917	0	'Cholet'	
3005866	12	48.0733	-0.76890	49492	0	'Laval'	
2979590	12	47.2122	-1.64970	46268	0	'Saint-Herblain'	
6498004	12	46.4972	-1.78330	44017	1	'Les Sables-d’Olonne'	
8292991	12	47.1833	-1.55000	41411	1	'Rezé'	
2976984	12	47.2081	-1.50140	26838	0	'Saint-Sébastien-sur-Loire'	
2975758	12	47.26	-0.07690	26734	0	'Saumur'	
2989170	12	47.2717	-1.62250	26355	0	'Orvault'	
2969612	12	47.1689	-1.46970	24219	0	'Vertou'	
6449087	12	47.2156	-1.72280	21372	1	'Couëron'	
3027513	12	46.8467	-1.87810	20662	0	'Challans'	
3028535	12	47.2969	-1.49280	20032	0	'Carquefou'	
6492231	12	47.1775	-1.62140	19658	0	'Bouguenais'	
3010237	12	47.2989	-1.55280	19526	1	'La Chapelle-sur-Erdre'	
6456561	12	46.8711	-1.01360	16135	1	'Les Herbiers'	
3033114	12	47.2858	-2.39220	16117	1	'Escoublac'	
3014392	12	47.3281	-2.42920	16107	0	'Guérande'	
2986060	12	47.1156	-2.10330	15570	0	'Pornic'	
6434524	12	47.2494	-1.48670	15238	1	'Sainte-Luce-sur-Loire'	
2989572	12	46.5361	-1.77280	15061	1	'Olonne-sur-Mer'	
3009443	12	47.6997	-0.07610	14902	1	'La Flèche'	
2971896	12	47.4461	-0.46640	14759	0	'Trélazé'	
