NIVEL,CODIGO,DESTINO,COD_ESP,RECURSO,POP ATENDIDA,ATEND_FTE
1,8297635,Limoges,1,Physicians,246539,32.05
1,8297635,Limoges,2,Nurses,246539,155.32
1,8297635,Limoges,3,OtherCadres,246539,88.75
1,8297635,Limoges,4,CommunityBased,246539,86.29
1,8297635,Limoges,5,Beds,246539,0.00
1,8297635,Limoges,6,CTScanner,246539,0.00
1,8297635,Limoges,7,MRIUnit,246539,0.00
1,8297635,Limoges,8,Mammography,246539,0.00
1,8297635,Limoges,9,Radiotherapy,246539,0.00
1,3029974,Brive-la-Gaillarde,1,Physicians,106636,13.86
1,3029974,Brive-la-Gaillarde,2,Nurses,106636,67.18
1,3029974,Brive-la-Gaillarde,3,OtherCadres,106636,38.39
1,3029974,Brive-la-Gaillarde,4,CommunityBased,106636,37.32
1,3029974,Brive-la-Gaillarde,5,Beds,106636,0.00
1,3029974,Brive-la-Gaillarde,6,CTScanner,106636,0.00
1,3029974,Brive-la-Gaillarde,7,MRIUnit,106636,0.00
1,3029974,Brive-la-Gaillarde,8,Mammography,106636,0.00
1,3029974,Brive-la-Gaillarde,9,Radiotherapy,106636,0.00
1,2973495,Talence,1,Physicians,949745,123.47
1,2973495,Talence,2,Nurses,949745,598.34
1,2973495,Talence,3,OtherCadres,949745,341.91
1,2973495,Talence,4,CommunityBased,949745,332.41
1,2973495,Talence,5,Beds,949745,0.00
1,2973495,Talence,6,CTScanner,949745,0.00
1,2973495,Talence,7,MRIUnit,949745,0.00
1,2973495,Talence,8,Mammography,949745,0.00
1,2973495,Talence,9,Radiotherapy,949745,0.00
1,3026141,Châtellerault,1,Physicians,85223,11.08
1,3026141,Châtellerault,2,Nurses,85223,53.69
1,3026141,Châtellerault,3,OtherCadres,85223,30.68
1,3026141,Châtellerault,4,CommunityBased,85223,29.83
1,3026141,Châtellerault,5,Beds,85223,0.00
1,3026141,Châtellerault,6,CTScanner,85223,0.00
1,3026141,Châtellerault,7,MRIUnit,85223,0.00
1,3026141,Châtellerault,8,Mammography,85223,0.00
1,3026141,Châtellerault,9,Radiotherapy,85223,0.00
1,2992771,Mont-de-Marsan,1,Physicians,58876,7.65
1,2992771,Mont-de-Marsan,2,Nurses,58876,37.09
1,2992771,Mont-de-Marsan,3,OtherCadres,58876,21.20
1,2992771,Mont-de-Marsan,4,CommunityBased,58876,20.61
1,2992771,Mont-de-Marsan,5,Beds,58876,0.00
1,2992771,Mont-de-Marsan,6,CTScanner,58876,0.00
1,2992771,Mont-de-Marsan,7,MRIUnit,58876,0.00
1,2992771,Mont-de-Marsan,8,Mammography,58876,0.00
1,2992771,Mont-de-Marsan,9,Radiotherapy,58876,0.00
1,6453739,Saintes,1,Physicians,75054,9.76
1,6453739,Saintes,2,Nurses,75054,47.28
1,6453739,Saintes,3,OtherCadres,75054,27.02
1,6453739,Saintes,4,CommunityBased,75054,26.27
1,6453739,Saintes,5,Beds,75054,0.00
1,6453739,Saintes,6,CTScanner,75054,0.00
1,6453739,Saintes,7,MRIUnit,75054,0.00
1,6453739,Saintes,8,Mammography,75054,0.00
1,6453739,Saintes,9,Radiotherapy,75054,0.00
1,2995642,Marmande,1,Physicians,32212,4.19
1,2995642,Marmande,2,Nurses,32212,20.29
1,2995642,Marmande,3,OtherCadres,32212,11.60
1,2995642,Marmande,4,CommunityBased,32212,11.27
1,2995642,Marmande,5,Beds,32212,0.00
1,2995642,Marmande,6,CTScanner,32212,0.00
1,2995642,Marmande,7,MRIUnit,32212,0.00
1,2995642,Marmande,8,Mammography,32212,0.00
1,2995642,Marmande,9,Radiotherapy,32212,0.00
1,3014383,Guéret,1,Physicians,26199,3.41
1,3014383,Guéret,2,Nurses,26199,16.51
1,3014383,Guéret,3,OtherCadres,26199,9.43
1,3014383,Guéret,4,CommunityBased,26199,9.17
1,3014383,Guéret,5,Beds,26199,0.00
1,3014383,Guéret,6,CTScanner,26199,0.00
1,3014383,Guéret,7,MRIUnit,26199,0.00
1,3014383,Guéret,8,Mammography,26199,0.00
1,3014383,Guéret,9,Radiotherapy,26199,0.00
1,2989187,Orthez,1,Physicians,34700,4.51
1,2989187,Orthez,2,Nurses,34700,21.86
1,2989187,Orthez,3,OtherCadres,34700,12.49
1,2989187,Orthez,4,CommunityBased,34700,12.14
1,2989187,Orthez,5,Beds,34700,0.00
1,2989187,Orthez,6,CTScanner,34700,0.00
1,2989187,Orthez,7,MRIUnit,34700,0.00
1,2989187,Orthez,8,Mammography,34700,0.00
1,2989187,Orthez,9,Radiotherapy,34700,0.00
1,2988447,Parthenay,1,Physicians,33073,4.30
1,2988447,Parthenay,2,Nurses,33073,20.84
1,2988447,Parthenay,3,OtherCadres,33073,11.91
1,2988447,Parthenay,4,CommunityBased,33073,11.58
1,2988447,Parthenay,5,Beds,33073,0.00
1,2988447,Parthenay,6,CTScanner,33073,0.00
1,2988447,Parthenay,7,MRIUnit,33073,0.00
1,2988447,Parthenay,8,Mammography,33073,0.00
1,2988447,Parthenay,9,Radiotherapy,33073,0.00
1,2971298,Ussel,1,Physicians,11877,1.54
1,2971298,Ussel,2,Nurses,11877,7.48
1,2971298,Ussel,3,OtherCadres,11877,4.28
1,2971298,Ussel,4,CommunityBased,11877,4.16
1,2971298,Ussel,5,Beds,11877,0.00
1,2971298,Ussel,6,CTScanner,11877,0.00
1,2971298,Ussel,7,MRIUnit,11877,0.00
1,2971298,Ussel,8,Mammography,11877,0.00
1,2971298,Ussel,9,Radiotherapy,11877,0.00
1,2976600,Saint-Vincent-de-Tyrosse,1,Physicians,57191,7.43
1,2976600,Saint-Vincent-de-Tyrosse,2,Nurses,57191,36.03
1,2976600,Saint-Vincent-de-Tyrosse,3,OtherCadres,57191,20.59
1,2976600,Saint-Vincent-de-Tyrosse,4,CommunityBased,57191,20.02
1,2976600,Saint-Vincent-de-Tyrosse,5,Beds,57191,0.00
1,2976600,Saint-Vincent-de-Tyrosse,6,CTScanner,57191,0.00
1,2976600,Saint-Vincent-de-Tyrosse,7,MRIUnit,57191,0.00
1,2976600,Saint-Vincent-de-Tyrosse,8,Mammography,57191,0.00
1,2976600,Saint-Vincent-de-Tyrosse,9,Radiotherapy,57191,0.00
1,6429352,Coulounieix,1,Physicians,104953,13.64
1,6429352,Coulounieix,2,Nurses,104953,66.12
1,6429352,Coulounieix,3,OtherCadres,104953,37.78
1,6429352,Coulounieix,4,CommunityBased,104953,36.73
1,6429352,Coulounieix,5,Beds,104953,0.00
1,6429352,Coulounieix,6,CTScanner,104953,0.00
1,6429352,Coulounieix,7,MRIUnit,104953,0.00
1,6429352,Coulounieix,8,Mammography,104953,0.00
1,6429352,Coulounieix,9,Radiotherapy,104953,0.00
1,2976542,Saint-Yrieix-sur-Charente,1,Physicians,45253,5.88
1,2976542,Saint-Yrieix-sur-Charente,2,Nurses,45253,28.51
1,2976542,Saint-Yrieix-sur-Charente,3,OtherCadres,45253,16.29
