lat_departure,lon_departure,lat_arrival,lon_arrival
-7.62762,-72.6756,-7.62762,-72.6756
-8.26323,-72.7537,-7.62762,-72.6756
-8.17054,-70.351,-8.17054,-70.351
-8.83291,-69.2679,-8.17054,-70.351
-9.97499,-67.8243,-9.97499,-67.8243
-10.6516,-68.4969,-9.97499,-67.8243
-9.75487,-36.6615,-9.75487,-36.6615
-9.32001,-36.4692,-9.75487,-36.6615
-9.23342,-36.0162,-9.66599,-35.735
-9.27281,-35.7139,-9.66599,-35.735
-10.0133,-36.0142,-9.66599,-35.735
-9.66599,-35.735,-9.66599,-35.735
-9.24511,-35.4745,-9.66599,-35.735
-9.25634,-37.9988,-9.55768,-37.3831
-9.55768,-37.3831,-9.55768,-37.3831
-3.58574,-59.1256,-3.58574,-59.1256
-5.12593,-60.3732,-3.58574,-59.1256
-2.79886,-57.0679,-2.79886,-57.0679
-8.74232,-67.3919,-8.74232,-67.3919
-4.39154,-59.5874,-4.39154,-59.5874
-6.52582,-64.3953,-4.88161,-66.9086
-4.88161,-66.9086,-4.88161,-66.9086
-2.75814,-66.7595,-4.88161,-66.9086
-7.71311,-66.992,-4.88161,-66.9086
-2.86582,-67.7919,-4.88161,-66.9086
-4.09412,-63.1441,-4.09412,-63.1441
-3.56697,-61.3963,-3.83053,-62.0658
-3.74603,-61.6575,-3.83053,-62.0658
-3.89874,-61.3616,-3.83053,-62.0658
-3.83053,-62.0658,-3.83053,-62.0658
-6.65677,-69.8662,-6.65677,-69.8662
-7.43789,-70.0281,-6.65677,-69.8662
-7.19409,-59.896,-7.51171,-63.0327
-7.51171,-63.0327,-7.51171,-63.0327
-7.53797,-72.5907,-7.04791,-71.6934
-7.04791,-71.6934,-7.04791,-71.6934
-3.13861,-58.4449,-3.13861,-58.4449
-2.55915,-57.8731,-3.13861,-58.4449
-3.12841,-58.1496,-3.13861,-58.4449
-7.26413,-64.7948,-7.26413,-64.7948
-3.31537,-61.2206,-3.44078,-60.4612
-3.44078,-60.4612,-3.44078,-60.4612
-3.11866,-60.0212,-3.11866,-60.0212
-2.63637,-60.9434,-3.11866,-60.0212
-5.80462,-61.2895,-5.80462,-61.2895
-2.97409,-57.5873,-3.39289,-57.7067
-3.39289,-57.7067,-3.39289,-57.7067
-3.90037,-59.094,-3.90037,-59.094
-2.20793,-56.7112,-2.63741,-56.729
-2.63741,-56.729,-2.63741,-56.729
-0.410824,-65.0092,-0.11909,-67.084
-0.11909,-67.084,-0.11909,-67.084
-3.37455,-68.2005,-3.47292,-68.9646
-3.09544,-67.9463,-3.47292,-68.9646
-3.47292,-68.9646,-3.47292,-68.9646
