name,lat,lon
Nevers,46.9933,3.1572,
Fourchambault,47.0186,3.0847,
Garchizy,47.0472,3.0953,
Marzy,46.9808,3.0933,
Coulanges-lès-Nevers,47.0053,3.1867,
Imphy,46.9283,3.2611,
Guérigny,47.0878,3.1947,
Pougues-les-Eaux,47.0744,3.1014,
Saint-Éloi,46.9808,3.22,
Urzy,47.0617,3.2047,
Challuy,46.9503,3.1483,
Sermoise,46.9517,3.185,
Sauvigny-les-Bois,46.9686,3.2725,
Magny-Cours,46.8844,3.15,
Saint-Parize-le-Châtel,46.8542,3.1817,
Sens,48.1975,3.2877,
Villeneuve-sur-Yonne,48.0814,3.2967,
Paron,48.1894,3.2639,
Pont-sur-Yonne,48.2858,3.2031,
Saint-Clément,48.2178,3.2928,
Saint-Julien-du-Sault,48.0319,3.295,
Champigny-sur-Yonne,48.3194,3.1275,
Véron,48.1289,3.3072,
Saint-Valérien,48.1792,3.095,
Soucy,48.2494,3.3242,
Vinneuf,48.3506,3.135,
Malay-le-Grand,48.1747,3.3411,
Thorigny-sur-Oreuse,48.2925,3.4017,
Égriselles-le-Bocage,48.1203,3.1822,
Nailly,48.2236,3.2231,
Sergines,48.3422,3.2614,
Gron,48.1575,3.2633,
Maillot,48.1744,3.3083,
Villeneuve-l’Archevêque,48.2356,3.5558,
Rosoy,48.1506,3.3119,
Michery,48.3094,3.2347,
Dole,47.0931,5.4906,
Auxonne,47.1939,5.3878,
Tavaux,47.0436,5.4119,
Damparis,47.0742,5.4131,
Foucherans,47.0819,5.4536,
Saint-Aubin,47.0322,5.3306,
Losne,47.0983,5.2631,
Chaussin,46.9647,5.41,
Champvans,47.105,5.4356,
Saint-Usage,47.1092,5.2617,
Mont-sous-Vaudrey,46.9803,5.6022,
Sampans,47.1258,5.4569,
Dampierre,47.155,5.7417,
Villers-lès-Pots,47.2108,5.3539,
Orchamps,47.1483,5.6575,
Choisey,47.0628,5.4594,
Le Deschaux,46.9528,5.5019,
Vesoul,47.6222,6.1553,
Échenoz-la-Méline,47.6019,6.1372,
Port-sur-Saône,47.6883,6.0444,
Vaivre-et-Montoille,47.6306,6.1047,
Noidans-lès-Vesoul,47.6144,6.1256,
Navenne,47.6072,6.165,
Scey-sur-Saône-et-Saint-Albin,47.6667,5.9703,
Pusey,47.6528,6.1264,
Quincey,47.6128,6.1853,
Frotey-lès-Vesoul,47.6219,6.1853,
Chalon-sur-Saône,46.7806,4.8528,
Saint-Rémy,47.137347,4.783643,
Châtenoy-le-Royal,46.7942,4.8164,
Saint-Marcel,46.7756,4.8894,
Chagny,46.9106,4.7533,
Givry,46.7822,4.7431,
Sennecey-le-Grand,46.6425,4.8703,
Ouroux-sur-Saône,46.7219,4.9542,
Champforgeuil,46.8194,4.8342,
Gergy,46.8769,4.9467,
Crissey,46.8183,4.8825,
Varennes-le-Grand,46.7114,4.8772,
Saint-Germain-du-Plain,46.7006,4.9844,
Buxy,46.7117,4.6967,
Saint-Martin-en-Bresse,46.8169,5.0606,
Fontaines,46.8503,4.7722,
Demigny,46.9272,4.8339,
Simandre,46.6231,4.9883,
Épervans,46.7506,4.9019,
Sassenay,46.8308,4.9217,
Saint-Léger-sur-Dheune,46.8458,4.6364,
Rully,46.8753,4.7403,
Dracy-le-Fort,46.7983,4.7603,
Virey,46.8428,4.8658,
Mellecey,46.8108,4.7283,
Sevrey,46.7383,4.8406,
L’Abergement-Sainte-Colombe,46.7525,5.0069,
Oslon,46.7836,4.9225,
Saint-Loup-de-Varenne,46.7278,4.8606,
Allériot,46.8144,4.9442,
Châtenoy-en-Bresse,46.7917,4.9133,
Verdun-sur-le-Doubs,46.8961,5.0233,
Saint-Christophe-en-Bresse,46.7525,4.9883,
Fragnes,46.8342,4.8461,
Laives,46.6453,4.8456,
Avallon,47.49,3.9083,
Joux-la-Ville,47.6225,3.8625,
Louhans,46.6264,5.2247,
Branges,46.645,5.1744,
Sornay,46.6267,5.1789,
Saint-Germain-du-Bois,46.7531,5.2425,
Cuiseaux,46.4942,5.3878,
Romenay,46.5028,5.0678,
Cuisery,46.5589,5.0014,
Mervans,46.7981,5.1867,
Cousance-du-Jura,46.5319,5.3906,
Sagy,46.6014,5.3089,
Simard,46.7211,5.1808,
Savigny-en-Revermont,46.6342,5.4211,
Varennes-Saint-Sauveur,46.4822,5.2431,
Courlaoux,46.6675,5.4617,
Châtillon-sur-Seine,47.8583,4.5742,
Bourbon-Lancy,46.6194,3.7733,
La Motte-Saint-Jean,46.495,3.9639,
Montbard,47.6231,4.3369,
Semur-en-Auxios,47.4908,4.3328,
Venarey-les-Laumes,47.5419,4.4453,
Vitteaux,47.3978,4.5417,
Paray-le-Monial,46.4511,4.1194,
Charolles,46.4344,4.2753,
Ciry-le-Noble,46.6053,4.3006,
Génelard,46.5819,4.2369,
Saint-Yan,46.4119,4.0383,
Saulieu,47.28,4.2286,
Morteau,47.0581,6.6061,
Le Valdahon,47.1497,6.3447,
Villers-le-Lac,47.0608,6.6703,
Les Fins,47.0808,6.6283,
Le Russey,47.1628,6.73,
Orchamps-Vennes,47.1342,6.5253,
Montlebon,47.0417,6.6075,
Gilley,47.0475,6.4844,
Vercel-Villedieu-le-Camp,47.1839,6.3992,
Étalans,47.1514,6.2683,
La Grand’Combe-Châteleu,47.0261,6.57,
Pierrefontaine-les-Varans,47.2153,6.5386,
Saint-Claude,46.3872,5.8633,
Lavans-lès-Saint-Claude,46.3861,5.7822,
Moirans-en-Montagne,46.4317,5.7256,
Saint-Lupicin,46.3994,5.7919,
Orgelet,46.5222,5.6103,
Clairvaux-les-Lacs,46.575,5.7492,
Prémanon,46.4619,6.0314,
Longchaumois,46.4606,5.9325,
Arinthod,46.3931,5.5667,
Autun,46.9511,4.2986,
Luzy,46.7894,3.97,
Étang-sur-Arroux,46.8661,4.1894,
Curgy,46.9847,4.3836,
Chauffailles,46.2064,4.34,
Marcigny,46.2747,4.0414,
La Clayette,46.2897,4.3047,
Matour,46.3072,4.4828,
Jussey,47.8256,5.9006,
Saint-Vallier,46.6419,4.3711,
Digoin,46.4819,3.9806,
