name,lat,lon
Limoges,45.8353,1.2625,
Panazol,45.8389,1.31,
Couzeix,45.8761,1.2386,
Isle,45.8042,1.2264,
Feytiat,45.8094,1.3317,
Le Palais-sur-Vienne,45.8642,1.3231,
Aixe-sur-Vienne,45.7964,1.1361,
Ambazac,45.9578,1.4,
Condat-sur-Vienne,45.7931,1.2317,
Verneuil-sur-Vienne,45.8489,1.1267,
Rilhac-Rancon,45.8969,1.3186,
Saint-Léonard-de-Noblat,45.8375,1.4906,
Boisseuil,45.77,1.3314,
Saint-Priest-Taurion,45.8867,1.4,
Saint-Just-le-Martel,45.8625,1.3878,
Nexon,45.6783,1.1872,
Le Vigen,45.7514,1.2889,
Saint-Gence,45.9217,1.1378,
Chaptelat,45.9089,1.2594,
Veyrac,45.8961,1.1058,
Séreilhac,45.7692,1.0819,
Compreignac,45.9919,1.2747,
Saint-Priest-sous-Aixe,45.8172,1.1,
Saint-Victurnien,45.8778,1.0133,
Bonnac-la-Côte,45.9414,1.2847,
Saint-Jouvent,45.9575,1.2047,
Nieul,45.9244,1.1714,
Nantiat,46.0092,1.1733,
Solignac,45.7553,1.275,
Eyjeaux,45.7769,1.3925,
Peyrilhac,45.9497,1.1358,
Cognac-la-Forêt,45.8339,1.0103,
Pierre-Buffière,45.6947,1.3592,
Jourgnac,45.7192,1.2144,
Flavignac,45.7044,1.0922,
Saint-Maurice-les-Brousses,45.6994,1.2361,
Aureil,45.8058,1.3922,
Brive-la-Gaillarde,45.1583,1.5321,
Malemort-sur-Corrèze,45.1708,1.5639,
Terrasson-Lavilledieu,45.13,1.3014,
Saint-Pantaléon-de-Larche,45.1411,1.4464,
Ussac,45.1925,1.5092,
Allassac,45.2583,1.4756,
Objat,45.2631,1.4083,
Cosnac,45.1342,1.5856,
Donzenac,45.2272,1.5239,
Varetz,45.1939,1.4506,
Sainte-Féréole,45.2294,1.5825,
Saint-Viance,45.2175,1.4525,
Sainte-Fortunade,45.2069,1.7711,
Cublac,45.1461,1.3044,
Larche,45.1206,1.4156,
Chameyrat,45.2342,1.6981,
Mansac,45.1683,1.3833,
