NIVEL,CODIGO,DESTINO,COD_ESP,RECURSO,POP ATENDIDA,ATEND_FTE
1,3007794,Lanester,1,Physicians,232399,30.21
1,3007794,Lanester,2,Nurses,232399,146.41
1,3007794,Lanester,3,OtherCadres,232399,83.66
1,3007794,Lanester,4,CommunityBased,232399,81.34
1,3007794,Lanester,5,Beds,232399,0.00
1,3007794,Lanester,6,CTScanner,232399,0.00
1,3007794,Lanester,7,MRIUnit,232399,0.00
1,3007794,Lanester,8,Mammography,232399,0.00
1,3007794,Lanester,9,Radiotherapy,232399,0.00
1,3017609,Fougères,1,Physicians,69354,9.02
1,3017609,Fougères,2,Nurses,69354,43.69
1,3017609,Fougères,3,OtherCadres,69354,24.97
1,3017609,Fougères,4,CommunityBased,69354,24.27
1,3017609,Fougères,5,Beds,69354,0.00
1,3017609,Fougères,6,CTScanner,69354,0.00
1,3017609,Fougères,7,MRIUnit,69354,0.00
1,3017609,Fougères,8,Mammography,69354,0.00
1,3017609,Fougères,9,Radiotherapy,69354,0.00
1,3007609,Lannion,1,Physicians,94603,12.30
1,3007609,Lannion,2,Nurses,94603,59.60
1,3007609,Lannion,3,OtherCadres,94603,34.06
1,3007609,Lannion,4,CommunityBased,94603,33.11
1,3007609,Lannion,5,Beds,94603,0.00
1,3007609,Lannion,6,CTScanner,94603,0.00
1,3007609,Lannion,7,MRIUnit,94603,0.00
1,3007609,Lannion,8,Mammography,94603,0.00
1,3007609,Lannion,9,Radiotherapy,94603,0.00
1,6437369,Saint-Avé,1,Physicians,213263,27.72
1,6437369,Saint-Avé,2,Nurses,213263,134.36
1,6437369,Saint-Avé,3,OtherCadres,213263,76.77
1,6437369,Saint-Avé,4,CommunityBased,213263,74.64
1,6437369,Saint-Avé,5,Beds,213263,0.00
1,6437369,Saint-Avé,6,CTScanner,213263,0.00
1,6437369,Saint-Avé,7,MRIUnit,213263,0.00
1,6437369,Saint-Avé,8,Mammography,213263,0.00
1,6437369,Saint-Avé,9,Radiotherapy,213263,0.00
1,2979619,Saint-Grégoire,1,Physicians,535722,69.64
1,2979619,Saint-Grégoire,2,Nurses,535722,337.50
1,2979619,Saint-Grégoire,3,OtherCadres,535722,192.86
1,2979619,Saint-Grégoire,4,CommunityBased,535722,187.50
1,2979619,Saint-Grégoire,5,Beds,535722,0.00
1,2979619,Saint-Grégoire,6,CTScanner,535722,0.00
1,2979619,Saint-Grégoire,7,MRIUnit,535722,0.00
1,2979619,Saint-Grégoire,8,Mammography,535722,0.00
1,2979619,Saint-Grégoire,9,Radiotherapy,535722,0.00
1,3007842,Landivisiau,1,Physicians,89956,11.69
1,3007842,Landivisiau,2,Nurses,89956,56.67
1,3007842,Landivisiau,3,OtherCadres,89956,32.38
1,3007842,Landivisiau,4,CommunityBased,89956,31.48
1,3007842,Landivisiau,5,Beds,89956,0.00
1,3007842,Landivisiau,6,CTScanner,89956,0.00
1,3007842,Landivisiau,7,MRIUnit,89956,0.00
1,3007842,Landivisiau,8,Mammography,89956,0.00
1,3007842,Landivisiau,9,Radiotherapy,89956,0.00
1,2971931,Trégueux,1,Physicians,178658,23.23
1,2971931,Trégueux,2,Nurses,178658,112.55
1,2971931,Trégueux,3,OtherCadres,178658,64.32
1,2971931,Trégueux,4,CommunityBased,178658,62.53
1,2971931,Trégueux,5,Beds,178658,0.00
1,2971931,Trégueux,6,CTScanner,178658,0.00
1,2971931,Trégueux,7,MRIUnit,178658,0.00
1,2971931,Trégueux,8,Mammography,178658,0.00
1,2971931,Trégueux,9,Radiotherapy,178658,0.00
1,3019920,Ergué-Gabéric,1,Physicians,175540,22.82
1,3019920,Ergué-Gabéric,2,Nurses,175540,110.59
1,3019920,Ergué-Gabéric,3,OtherCadres,175540,63.19
1,3019920,Ergué-Gabéric,4,CommunityBased,175540,61.44
1,3019920,Ergué-Gabéric,5,Beds,175540,0.00
1,3019920,Ergué-Gabéric,6,CTScanner,175540,0.00
1,3019920,Ergué-Gabéric,7,MRIUnit,175540,0.00
