name,lat,lon
Montluçon,46.3408,2.6033,
Domérat,46.3603,2.5344,
Commentry,46.2889,2.7417,
Désertines,46.3544,2.6192,
Huriel,46.3731,2.4767,
Néris-les-Bains,46.2878,2.6614,
Prémilhat,46.3133,2.5356,
Saint-Victor,46.395,2.6081,
Quinssaines,46.3272,2.5103,
Larequille,46.2519,2.7017,
Villebret,46.2669,2.6386,
Villefranche-d’Allier,46.3964,2.8572,
Doyet,46.3356,2.7972,
Lavault-Sainte-Anne,46.31,2.6003,
Vaux,46.4267,2.5972,
Estivareilles,46.4253,2.6186,
Chamblet,46.3328,2.7025,
Thonon-les-Bains,46.3627,6.475,
Évian-les-Bains,46.4006,6.59,
Publier,46.3878,6.5442,
Sciez,46.3319,6.3739,
Douvaine,46.305,6.3036,
Bons-en-Chablais,46.2644,6.3703,
Allinges,46.335,6.4633,
Veigy,46.2719,6.2589,
Saint-Cergues,46.2358,6.3214,
Neuvecelle,46.395,6.6125,
Chens-sur-Léman,46.3281,6.2686,
Lugrin,46.4025,6.6653,
Saint-Paul-en-Chablais,46.3786,6.6303,
Anthy-sur-Léman,46.355,6.4269,
Margencel,46.3381,6.4322,
Messery,46.3511,6.2917,
Perrignier,46.3042,6.4428,
Boëge,46.2089,6.4047,
Marin,46.3764,6.5292,
Lyaud,46.3372,6.5219,
Saint-Jean-d’Aulps,46.2347,6.6556,
Massongy,46.3161,6.3336,
Ballaison,46.2992,6.3292,
Habère-Poche,46.2489,6.4725,
Maxilly-sur-Léman,46.3994,6.6331,
Larringes,46.3686,6.5728,
Féternes,46.3533,6.5631,
Bernex,46.3614,6.675,
Armoy,46.3483,6.52,
Bellevaux,46.2569,6.5311,
Cervens,46.2858,6.4414,
Excenevex,46.3536,6.3539,
Bogève,46.1925,6.4297,
Champanges,46.3711,6.5531,
Brenthonne,46.2733,6.3939,
Orcier,46.3125,6.4919,
Yvoire,46.37,6.3267,
Romans-sur-Isère,45.0464,5.0517,
Tournon-sur-Rhône,45.0672,4.8328,
Bourg-de-Péage,45.0378,5.05,
Tain-l’Hermitage,45.0706,4.8425,
Chatuzange-le-Goubet,45.0067,5.0908,
Saint-Donat-sur-l’Herbasse,45.1231,4.9828,
Châteauneuf-sur-Isère,45.0139,4.9347,
Mours-Saint-Eusèbe,45.0714,5.0514,
Saint-Jean-en-Royans,45.0186,5.2922,
Peyrins,45.0931,5.0472,
Saint-Jean-de-Muzols,45.0817,4.8139,
Génissieux,45.0836,5.0847,
Cornas,44.9639,4.8483,
Mercurol,45.0761,4.8908,
Clérieux,45.0781,4.9594,
Saint-Hilaire-du-Rosier,45.1008,5.2481,
Saint-Barthélemy-de-Vals,45.1692,4.8719,
Saint-Paul-lès-Romans,45.0675,5.1328,
Charpey,44.9383,5.0928,
Saint-Lattier,45.0878,5.2011,
Châtillon-Saint-Jean,45.0881,5.1308,
Chantemerle-les-Blés,45.1106,4.8969,
Saint-Just-de-Claix,45.0747,5.2839,
Saint-Antoine l’Abbaye,45.175,5.2167,
Mauves,45.0383,4.8294,
Margès,45.1469,5.0358,
Larnage,45.0969,4.8639,
Eymeux,45.0781,5.1783,
Rochefort-Samson,44.9731,5.1517,
Vienne,45.5242,4.8781,
Mions,45.6631,4.9531,
Roussillon,45.3719,4.8117,
Le Péage-de-Roussillon,45.3731,4.7975,
Saint-Maurice-l’Exil,45.3969,4.7747,
Mornant,45.6189,4.6722,
Pont-Évêque,45.5303,4.9111,
Heyrieux,45.6292,5.0633,
Saint-Jean-de-Bournay,45.5022,5.1378,
Charly,45.6489,4.7947,
Salaise-sur-Sanne,45.3444,4.8192,
Condrieu,45.4631,4.7678,
Saint-Clair-du-Rhône,45.44,4.7731,
Pélussin,45.4183,4.6808,
Estrablin,45.5169,4.9647,
Saint-Georges-d’Espéranche,45.5558,5.0775,
Chavanay,45.4147,4.7311,
Diémoz,45.5886,5.0942,
Ampuis,45.4892,4.81,
Saint-Just-Chaleyssin,45.585,4.9992,
Loire-sur-Rhône,45.5606,4.8061,
Eyzin-Pinet,45.4731,4.9989,
Jardin,45.4964,4.9083,
Saint-Laurent-d’Agny,45.6414,4.6856,
Septème,45.5522,5.0042,
Les Côtes-d’Arey,45.4558,4.8669,
Seyssuel,45.56,4.8456,
Reventin-Vaugris,45.4681,4.8408,
Charantonnay,45.5369,5.1081,
Saint-Romain-en-Gal,45.5325,4.8619,
Les Roches-de-Condrieu,45.4531,4.7678,
Moidieu,45.5119,5.0161,
Sainte-Colombe,45.5253,4.8667,
Saint-Andéol-le-Château,45.5858,4.695,
Échalas,45.5519,4.7156,
Saint-Pierre-de-Bœuf,45.3828,4.7494,
Chonas-l’Amballan,45.4608,4.8117,
Oytier-Saint-Oblas,45.5611,5.0208,
Châteauneuf,45.5219,4.6247,
Assieu,45.4072,4.8681,
Auberives-sur-Varèze,45.4244,4.8181,
Clonas-sur-Varèze,45.4142,4.7908,
Saint-Prim,45.4436,4.7933,
Vernioz,45.4219,4.9053,
Chassagny,45.6064,4.7322,
Saint-Cyr-sur-le-Rhône,45.5158,4.8525,
Sonnay,45.3547,4.9069,
Ville-sous-Anjou,45.3619,4.8636,
Villeneuve-de-Marc,45.4758,5.1022,
Agnin,45.34,4.8572,
Beauvoir-de-Marc,45.5186,5.0792,
Cheyssieu,45.4289,4.8397,
Anjou,45.3469,4.8819,
Aurillac,44.9261,2.4406,
Arpajon-sur-Cère,44.9039,2.4567,
Ytrac,44.9119,2.3625,
Naucelles,44.9589,2.4189,
Jussac,44.9875,2.4231,
Vic-sur-Cère,44.98,2.625,
Saint-Paul-des-Landes,44.9436,2.3144,
Sansac-de-Marmiesse,44.8836,2.3478,
Vézac,44.8931,2.5194,
Polminhac,44.9517,2.5775,
Saint-Simon,44.9631,2.49,
Reilhac,44.9736,2.4211,
Roannes-Saint-Mary,44.8569,2.3906,
Lyon,45.76,4.84,
Villeurbanne,45.7667,4.8803,
Vénissieux,45.6978,4.8867,
Vaulx-en-Velin,45.7768,4.9186,
Saint-Priest,45.6972,4.9447,
Caluire-et-Cuire,45.7953,4.8472,
Bron,45.7394,4.9139,
Meyzieu,45.7667,5.0036,
Rillieux-la-Pape,45.8214,4.8983,
Décines-Charpieu,45.7694,4.9594,
Oullins,45.715,4.8083,
Tassin-la-Demi-Lune,45.764,4.78,
Sainte-Foy-lès-Lyon,45.73,4.8,
Saint-Genis-Laval,45.696,4.793,
Givors,45.5906,4.7689,
Saint-Fons,45.7086,4.8533,
Écully,45.7744,4.7775,
Francheville,45.7364,4.7636,
Genas,45.7314,5.0022,
Brignais,45.6739,4.7542,
Craponne,45.7453,4.7233,
Corbas,45.6681,4.9019,
Chassieu,45.7444,4.9664,
Pierre-Bénite,45.7036,4.8242,
Miribel,45.8244,4.9531,
Feyzin,45.6728,4.8589,
Chaponost,45.7103,4.7422,
Irigny,45.6731,4.8225,
Fontaines-sur-Saône,45.8358,4.845,
Saint-Didier-au-Mont-d’Or,45.8106,4.7986,
Saint-Bonnet-de-Mure,45.6906,5.0292,
La Mulatière,45.7281,4.8122,
Brindas,45.7211,4.6936,
Sathonay-Camp,45.8247,4.8744,
Chasse-sur-Rhône,45.5806,4.8,
Vaugneray,45.7378,4.6564,
Grézieu-la-Varenne,45.7472,4.6903,
Saint-Symphorien-d’Ozon,45.6328,4.8564,
Saint-Cyr-au-Mont-d’Or,45.8144,4.8181,
Champagne-au-Mont-d’Or,45.7947,4.7908,
Ternay,45.6022,4.8106,
Saint-Laurent-de-Mure,45.6856,5.0447,
Charbonnières-les-Bains,45.7806,4.7464,
Saint-Genis-les-Ollières,45.7572,4.7264,
Vernaison,45.6478,4.8114,
Soucieu-en-Jarrest,45.6778,4.7039,
Saint-Pierre-de-Chandieu,45.6464,5.0147,
Chaponnay,45.6275,4.9361,
Millery,45.6322,4.7819,
Communay,45.6044,4.835,
Collonges-au-Mont-d’Or,45.8239,4.8403,
Saint-Maurice-de-Beynost,45.8303,4.9753,
Saint-Martin-en-Haut,45.6597,4.5617,
Marcy-l’Étoile,45.7811,4.7061,
Vourles,45.6589,4.7733,
Messimy,45.6981,4.6742,
Toussieu,45.6544,4.985,
Thurins,45.6817,4.6408,
Montagny,45.6281,4.7478,
Solaize,45.6397,4.8403,
Cailloux-sur-Fontaines,45.8525,4.8747,
Valencin,45.6119,5.0147,
Pollionnay,45.7647,4.6611,
Lozanne,45.8572,4.6808,
Sérézin-du-Rhône,45.6286,4.8239,
Saint-Pierre-la-Palud,45.7908,4.6117,
Neyron,45.8147,4.9322,
Taluyers,45.6397,4.7219,
Orliénas,45.6589,4.7183,
Sathonay-Village,45.8333,4.8783,
Sain-Bel,45.8103,4.5981,
Saint-Maurice-sur-Dargoire,45.5822,4.6311,
Luzinay,45.5889,4.9539,
Bessenay,45.7767,4.5544,
Chuzelles,45.5856,4.8775,
Sourcieux-les-Mines,45.8061,4.6225,
Serpaize,45.5589,4.9181,
Sainte-Consorce,45.7758,4.6903,
Villette-de-Vienne,45.5886,4.9144,
Simandres,45.6194,4.8731,
Saint-Didier-sous-Riverie,45.5967,4.6083,
Éveux,45.8264,4.6231,
Rontalon,45.6603,4.6319,
Courzieu,45.7428,4.5708,
Chaussan,45.6336,4.6394,
Yzeron,45.7081,4.5911,
Clermont-Ferrand,45.7831,3.0824,
Cournon-d’Auvergne,45.7422,3.1972,
Riom,45.8936,3.1125,
Chamalières,45.7736,3.0669,
Pont-du-Château,45.7983,3.2483,
Beaumont,45.7517,3.0831,
Aubière,45.7508,3.1108,
Gerzat,45.8258,3.1447,
Cébazat,45.8314,3.1,
Lempdes,45.7711,3.1936,
Romagnat,45.7294,3.1006,
Ceyrat,45.7328,3.0633,
Châtel-Guyon,45.9225,3.0642,
Le Cendre,45.7225,3.1872,
Volvic,45.8703,3.0369,
Royat,45.765,3.05,
Aulnat,45.7992,3.1675,
Mozac,45.8939,3.095,
Blanzat,45.8297,3.0781,
Orcines,45.7825,3.0122,
Vertaizon,45.7697,3.2864,
Maringues,45.9217,3.3303,
Châteaugay,45.8511,3.0847,
Aigueperse,46.0225,3.2022,
Pérignat-lès-Sarliève,45.7367,3.1397,
Ennezat,45.8978,3.2236,
Sayat,45.8264,3.0525,
Nohanent,45.8081,3.055,
Saint-Beauzire,45.8497,3.1794,
Combronde,45.9811,3.0881,
Les Martres-d’Artière,45.835,3.2614,
Saint-Bonnet-près-Riom,45.9297,3.1131,
Durtol,45.7961,3.0517,
Mezel,45.755,3.2422,
Charbonnières-les-Varennes,45.9078,2.9997,
Saint-Ours,45.8503,2.8917,
Chappes,45.8686,3.2206,
Ménétrol,45.8717,3.1242,
Beauregard-l’Évêque,45.8108,3.2994,
Enval,45.8992,3.0497,
Dallet,45.7706,3.2389,
Marsat,45.8764,3.0817,
Manzat,45.9617,2.9414,
Loubeyrat,45.9358,3.0106,
