NIVEL	CODIGO	DESTINO	POP ATENDIDA	Physicians	Nurses	OtherCadres	CommunityBased	MRIUnit	Mammography	Radiotherapy
1,49,Espoo,1046510.00,136.05,659.30,376.74,366.28,0.00,0.00,0.00,0.00,0.00
1,92,Vantaa,424536.00,55.19,267.46,152.83,148.59,0.00,0.00,0.00,0.00,0.00
1,638,Porvoo,57163.00,7.43,36.01,20.58,20.01,0.00,0.00,0.00,0.00,0.00
1,444,Lohja,43691.00,5.68,27.53,15.73,15.29,0.00,0.00,0.00,0.00,0.00
1,106,Hyvinkää,47409.00,6.16,29.87,17.07,16.59,0.00,0.00,0.00,0.00,0.00
1,543,Nurmijärvi,47039.00,6.12,29.63,16.93,16.46,0.00,0.00,0.00,0.00,0.00
1,257,Kirkkonummi,43050.00,5.60,27.12,15.50,15.07,0.00,0.00,0.00,0.00,0.00
1,710,Raasepori,26057.00,3.39,16.42,9.38,9.12,0.00,0.00,0.00,0.00,0.00
1,224,Karkkila,37816.00,4.92,23.82,13.61,13.24,0.00,0.00,0.00,0.00,0.00
1,78,Hanko,6829.00,0.89,4.30,2.46,2.39,0.00,0.00,0.00,0.00,0.00
1,149,Ingå,11287.00,1.47,7.11,4.06,3.95,0.00,0.00,0.00,0.00,0.00
1,407,Lapinjärvi,18020.00,2.34,11.35,6.49,6.31,0.00,0.00,0.00,0.00,0.00
1,616,Pukkila,27409.00,3.56,17.27,9.87,9.59,0.00,0.00,0.00,0.00,0.00
