NIVEL,CODIGO,DESTINO,COD_ESP,RECURSO,POP ATENDIDA,ATEND_FTE
1,6453634,Troyes,1,Physicians,150652,19.58
1,6453634,Troyes,2,Nurses,150652,94.91
1,6453634,Troyes,3,OtherCadres,150652,54.23
1,6453634,Troyes,4,CommunityBased,150652,52.73
1,6453634,Troyes,5,Beds,150652,0.00
1,6453634,Troyes,6,CTScanner,150652,0.00
1,6453634,Troyes,7,MRIUnit,150652,0.00
1,6453634,Troyes,8,Mammography,150652,0.00
1,6453634,Troyes,9,Radiotherapy,150652,0.00
1,2994020,Charleville-Mézières,1,Physicians,116268,15.11
1,2994020,Charleville-Mézières,2,Nurses,116268,73.25
1,2994020,Charleville-Mézières,3,OtherCadres,116268,41.86
1,2994020,Charleville-Mézières,4,CommunityBased,116268,40.69
1,2994020,Charleville-Mézières,5,Beds,116268,0.00
1,2994020,Charleville-Mézières,6,CTScanner,116268,0.00
1,2994020,Charleville-Mézières,7,MRIUnit,116268,0.00
1,2994020,Charleville-Mézières,8,Mammography,116268,0.00
1,2994020,Charleville-Mézières,9,Radiotherapy,116268,0.00
1,2970797,Vandœuvre-lès-Nancy,1,Physicians,372303,48.40
1,2970797,Vandœuvre-lès-Nancy,2,Nurses,372303,234.55
1,2970797,Vandœuvre-lès-Nancy,3,OtherCadres,372303,134.03
1,2970797,Vandœuvre-lès-Nancy,4,CommunityBased,372303,130.31
1,2970797,Vandœuvre-lès-Nancy,5,Beds,372303,0.00
1,2970797,Vandœuvre-lès-Nancy,6,CTScanner,372303,0.00
1,2970797,Vandœuvre-lès-Nancy,7,MRIUnit,372303,0.00
1,2970797,Vandœuvre-lès-Nancy,8,Mammography,372303,0.00
1,2970797,Vandœuvre-lès-Nancy,9,Radiotherapy,372303,0.00
1,3020062,Épernay,1,Physicians,38886,5.06
1,3020062,Épernay,2,Nurses,38886,24.50
1,3020062,Épernay,3,OtherCadres,38886,14.00
1,3020062,Épernay,4,CommunityBased,38886,13.61
1,3020062,Épernay,5,Beds,38886,0.00
1,3020062,Épernay,6,CTScanner,38886,0.00
1,3020062,Épernay,7,MRIUnit,38886,0.00
1,3020062,Épernay,8,Mammography,38886,0.00
1,3020062,Épernay,9,Radiotherapy,38886,0.00
1,3025892,Chaumont,1,Physicians,28794,3.74
1,3025892,Chaumont,2,Nurses,28794,18.14
1,3025892,Chaumont,3,OtherCadres,28794,10.37
1,3025892,Chaumont,4,CommunityBased,28794,10.08
1,3025892,Chaumont,5,Beds,28794,0.00
1,3025892,Chaumont,6,CTScanner,28794,0.00
1,3025892,Chaumont,7,MRIUnit,28794,0.00
1,3025892,Chaumont,8,Mammography,28794,0.00
1,3025892,Chaumont,9,Radiotherapy,28794,0.00
1,6441606,Saint-Louis,1,Physicians,78144,10.16
1,6441606,Saint-Louis,2,Nurses,78144,49.23
1,6441606,Saint-Louis,3,OtherCadres,78144,28.13
1,6441606,Saint-Louis,4,CommunityBased,78144,27.35
1,6441606,Saint-Louis,5,Beds,78144,0.00
1,6441606,Saint-Louis,6,CTScanner,78144,0.00
1,6441606,Saint-Louis,7,MRIUnit,78144,0.00
1,6441606,Saint-Louis,8,Mammography,78144,0.00
1,6441606,Saint-Louis,9,Radiotherapy,78144,0.00
1,2975964,Sarreguemines,1,Physicians,150315,19.54
1,2975964,Sarreguemines,2,Nurses,150315,94.70
1,2975964,Sarreguemines,3,OtherCadres,150315,54.11
1,2975964,Sarreguemines,4,CommunityBased,150315,52.61
1,2975964,Sarreguemines,5,Beds,150315,0.00
1,2975964,Sarreguemines,6,CTScanner,150315,0.00
1,2975964,Sarreguemines,7,MRIUnit,150315,0.00
1,2975964,Sarreguemines,8,Mammography,150315,0.00
1,2975964,Sarreguemines,9,Radiotherapy,150315,0.00
1,2967856,Vitry-le-François,1,Physicians,15719,2.04
1,2967856,Vitry-le-François,2,Nurses,15719,9.90
1,2967856,Vitry-le-François,3,OtherCadres,15719,5.66
1,2967856,Vitry-le-François,4,CommunityBased,15719,5.50
1,2967856,Vitry-le-François,5,Beds,15719,0.00
1,2967856,Vitry-le-François,6,CTScanner,15719,0.00
1,2967856,Vitry-le-François,7,MRIUnit,15719,0.00
1,2967856,Vitry-le-François,8,Mammography,15719,0.00
1,2967856,Vitry-le-François,9,Radiotherapy,15719,0.00
1,2975588,Saverne,1,Physicians,39496,5.13
1,2975588,Saverne,2,Nurses,39496,24.88
1,2975588,Saverne,3,OtherCadres,39496,14.22
1,2975588,Saverne,4,CommunityBased,39496,13.82
1,2975588,Saverne,5,Beds,39496,0.00
1,2975588,Saverne,6,CTScanner,39496,0.00
1,2975588,Saverne,7,MRIUnit,39496,0.00
1,2975588,Saverne,8,Mammography,39496,0.00
1,2975588,Saverne,9,Radiotherapy,39496,0.00
1,3019865,Erstein,1,Physicians,524575,68.19
1,3019865,Erstein,2,Nurses,524575,330.48
1,3019865,Erstein,3,OtherCadres,524575,188.85
1,3019865,Erstein,4,CommunityBased,524575,183.60
1,3019865,Erstein,5,Beds,524575,0.00
1,3019865,Erstein,6,CTScanner,524575,0.00
1,3019865,Erstein,7,MRIUnit,524575,0.00
1,3019865,Erstein,8,Mammography,524575,0.00
1,3019865,Erstein,9,Radiotherapy,524575,0.00
1,3029771,Brumath,1,Physicians,266155,34.60
1,3029771,Brumath,2,Nurses,266155,167.68
1,3029771,Brumath,3,OtherCadres,266155,95.82
1,3029771,Brumath,4,CommunityBased,266155,93.15
1,3029771,Brumath,5,Beds,266155,0.00
1,3029771,Brumath,6,CTScanner,266155,0.00
1,3029771,Brumath,7,MRIUnit,266155,0.00
1,3029771,Brumath,8,Mammography,266155,0.00
1,3029771,Brumath,9,Radiotherapy,266155,0.00
1,3012467,Jarny,1,Physicians,72528,9.43
1,3012467,Jarny,2,Nurses,72528,45.69
1,3012467,Jarny,3,OtherCadres,72528,26.11
1,3012467,Jarny,4,CommunityBased,72528,25.38
1,3012467,Jarny,5,Beds,72528,0.00
1,3012467,Jarny,6,CTScanner,72528,0.00
1,3012467,Jarny,7,MRIUnit,72528,0.00
1,3012467,Jarny,8,Mammography,72528,0.00
1,3012467,Jarny,9,Radiotherapy,72528,0.00
1,3007680,Langres,1,Physicians,16371,2.13
1,3007680,Langres,2,Nurses,16371,10.31
1,3007680,Langres,3,OtherCadres,16371,5.89
1,3007680,Langres,4,CommunityBased,16371,5.73
1,3007680,Langres,5,Beds,16371,0.00
1,3007680,Langres,6,CTScanner,16371,0.00
1,3007680,Langres,7,MRIUnit,16371,0.00
1,3007680,Langres,8,Mammography,16371,0.00
1,3007680,Langres,9,Radiotherapy,16371,0.00
1,2973008,Thaon-les-Vosges,1,Physicians,20026,2.60
1,2973008,Thaon-les-Vosges,2,Nurses,20026,12.62
1,2973008,Thaon-les-Vosges,3,OtherCadres,20026,7.21
1,2973008,Thaon-les-Vosges,4,CommunityBased,20026,7.01
1,2973008,Thaon-les-Vosges,5,Beds,20026,0.00
1,2973008,Thaon-les-Vosges,6,CTScanner,20026,0.00
1,2973008,Thaon-les-Vosges,7,MRIUnit,20026,0.00
1,2973008,Thaon-les-Vosges,8,Mammography,20026,0.00
1,2973008,Thaon-les-Vosges,9,Radiotherapy,20026,0.00
1,2982636,Rouffach,1,Physicians,299169,38.89
1,2982636,Rouffach,2,Nurses,299169,188.48
1,2982636,Rouffach,3,OtherCadres,299169,107.70
1,2982636,Rouffach,4,CommunityBased,299169,104.71
1,2982636,Rouffach,5,Beds,299169,0.00
1,2982636,Rouffach,6,CTScanner,299169,0.00
1,2982636,Rouffach,7,MRIUnit,299169,0.00
1,2982636,Rouffach,8,Mammography,299169,0.00
1,2982636,Rouffach,9,Radiotherapy,299169,0.00
1,2980400,Sainte-Menehould,1,Physicians,5616,0.73
1,2980400,Sainte-Menehould,2,Nurses,5616,3.54
1,2980400,Sainte-Menehould,3,OtherCadres,5616,2.02
1,2980400,Sainte-Menehould,4,CommunityBased,5616,1.97
1,2980400,Sainte-Menehould,5,Beds,5616,0.00
1,2980400,Sainte-Menehould,6,CTScanner,5616,0.00
