NIVEL	CODIGO	DESTINO	POP ATENDIDA	Physicians	Nurses	OtherCadres	CommunityBased	MRIUnit	Mammography	Radiotherapy
1	6453634.00	0.00	150652.00	19.58	94.91	54.23	52.73	0.00	0.00	0.00
1	2994020.00	0.00	116268.00	15.11	73.25	41.86	40.69	0.00	0.00	0.00
1	2970797.00	0.00	372303.00	48.40	234.55	134.03	130.31	0.00	0.00	0.00
1	3020062.00	0.00	38886.00	5.06	24.50	14.00	13.61	0.00	0.00	0.00
1	3025892.00	0.00	28794.00	3.74	18.14	10.37	10.08	0.00	0.00	0.00
1	6441606.00	0.00	78144.00	10.16	49.23	28.13	27.35	0.00	0.00	0.00
1	2975964.00	0.00	150315.00	19.54	94.70	54.11	52.61	0.00	0.00	0.00
1	2967856.00	0.00	15719.00	2.04	9.90	5.66	5.50	0.00	0.00	0.00
1	2975588.00	0.00	39496.00	5.13	24.88	14.22	13.82	0.00	0.00	0.00
1	3019865.00	0.00	524575.00	68.19	330.48	188.85	183.60	0.00	0.00	0.00
1	3029771.00	0.00	266155.00	34.60	167.68	95.82	93.15	0.00	0.00	0.00
1	3012467.00	0.00	72528.00	9.43	45.69	26.11	25.38	0.00	0.00	0.00
1	3007680.00	0.00	16371.00	2.13	10.31	5.89	5.73	0.00	0.00	0.00
1	2973008.00	0.00	20026.00	2.60	12.62	7.21	7.01	0.00	0.00	0.00
1	2982636.00	0.00	299169.00	38.89	188.48	107.70	104.71	0.00	0.00	0.00
1	2980400.00	0.00	5616.00	0.73	3.54	2.02	1.97	0.00	0.00	0.00
1	3030093.00	0.00	7065.00	0.92	4.45	2.54	2.47	0.00	0.00	0.00
1	3018694.00	0.00	12134.00	1.58	7.64	4.37	4.25	0.00	0.00	0.00
1	2998425.00	0.00	8776.00	1.14	5.53	3.16	3.07	0.00	0.00	0.00
1	3031086.00	0.00	2025.00	0.26	1.28	0.73	0.71	0.00	0.00	0.00
1	2970546.00	0.00	13991.00	1.82	8.81	5.04	4.90	0.00	0.00	0.00
1	3029499.00	0.00	222356.00	28.91	140.08	80.05	77.82	0.00	0.00	0.00
1	3019548.00	0.00	8143.00	1.06	5.13	2.93	2.85	0.00	0.00	0.00
1	3024899.00	0.00	22654.00	2.94	14.27	8.16	7.93	0.00	0.00	0.00
1	6437253.00	0.00	5636.00	0.73	3.55	2.03	1.97	0.00	0.00	0.00
1	6455322.00	0.00	9684.00	1.26	6.10	3.49	3.39	0.00	0.00	0.00
1	2973530.00	0.00	50633.00	6.58	31.90	18.23	17.72	0.00	0.00	0.00
1	3016973.00	0.00	4522.00	0.59	2.85	1.63	1.58	0.00	0.00	0.00
1	3013410.00	0.00	237921.00	30.93	149.89	85.65	83.27	0.00	0.00	0.00
1	3016264.00	0.00	33490.00	4.35	21.10	12.06	11.72	0.00	0.00	0.00
1	3018824.00	0.00	1311.00	0.17	0.83	0.47	0.46	0.00	0.00	0.00
1	3020710.00	0.00	26135.00	3.40	16.46	9.41	9.15	0.00	0.00	0.00
1	2969364.00	0.00	12283.00	1.60	7.74	4.42	4.30	0.00	0.00	0.00
1	3011431.00	0.00	40723.00	5.29	25.66	14.66	14.25	0.00	0.00	0.00
1	2984412.00	0.00	87622.00	11.39	55.20	31.54	30.67	0.00	0.00	0.00
1	3014738.00	0.00	26749.00	3.48	16.85	9.63	9.36	0.00	0.00	0.00
1	6451767.00	0.00	31266.00	4.06	19.70	11.26	10.94	0.00	0.00	0.00
1	3007106.00	0.00	248510.00	32.31	156.56	89.46	86.98	0.00	0.00	0.00
1	6435885.00	0.00	6968.00	0.91	4.39	2.51	2.44	0.00	0.00	0.00
1	2986094.00	0.00	23963.00	3.12	15.10	8.63	8.39	0.00	0.00	0.00
1	3032468.00	0.00	16662.00	2.17	10.50	6.00	5.83	0.00	0.00	0.00
1	2997719.00	0.00	28617.00	3.72	18.03	10.30	10.02	0.00	0.00	0.00
1	2990415.00	0.00	10172.00	1.32	6.41	3.66	3.56	0.00	0.00	0.00
1	2973773.00	0.00	262032.00	34.06	165.08	94.33	91.71	0.00	0.00	0.00
1	3021149.00	0.00	27698.00	3.60	17.45	9.97	9.69	0.00	0.00	0.00
1	3036444.00	0.00	16129.00	2.10	10.16	5.81	5.65	0.00	0.00	0.00
1	3013221.00	0.00	52693.00	6.85	33.20	18.97	18.44	0.00	0.00	0.00
1	6616951.00	0.00	33293.00	4.33	20.97	11.99	11.65	0.00	0.00	0.00
1	2992967.00	0.00	32895.00	4.28	20.72	11.84	11.51	0.00	0.00	0.00
1	3026965.00	0.00	35445.00	4.61	22.33	12.76	12.41	0.00	0.00	0.00
1	6616928.00	0.00	8579.00	1.12	5.40	3.09	3.00	0.00	0.00	0.00
1	2967349.00	0.00	27640.00	3.59	17.41	9.95	9.67	0.00	0.00	0.00
1	3021403.00	0.00	79870.00	10.38	50.32	28.75	27.95	0.00	0.00	0.00
1	3003464.00	0.00	39871.00	5.18	25.12	14.35	13.95	0.00	0.00	0.00
1	3016992.00	0.00	16311.00	2.12	10.28	5.87	5.71	0.00	0.00	0.00
1	3021973.00	0.00	99512.00	12.94	62.69	35.82	34.83	0.00	0.00	0.00
1	2995151.00	0.00	5919.00	0.77	3.73	2.13	2.07	0.00	0.00	0.00
1	2984201.00	0.00	49716.00	6.46	31.32	17.90	17.40	0.00	0.00	0.00
1	2967137.00	0.00	2978.00	0.39	1.88	1.07	1.04	0.00	0.00	0.00
1	2991095.00	0.00	5237.00	0.68	3.30	1.89	1.83	0.00	0.00	0.00
1	2988824.00	0.00	11637.00	1.51	7.33	4.19	4.07	0.00	0.00	0.00
1	2968293.00	0.00	5857.00	0.76	3.69	2.11	2.05	0.00	0.00	0.00
1	6446911.00	0.00	5657.00	0.74	3.56	2.04	1.98	0.00	0.00	0.00
1	2975582.00	0.00	8623.00	1.12	5.43	3.10	3.02	0.00	0.00	0.00
