NIVEL,CODIGO,DESTINO,COD_ESP,RECURSO,POP ATENDIDA,ATEND_FTE
1,6508863,Le Mans,1,Physicians,295375,38.40
1,6508863,Le Mans,2,Nurses,295375,186.09
1,6508863,Le Mans,3,OtherCadres,295375,106.34
1,6508863,Le Mans,4,CommunityBased,295375,103.38
1,6508863,Le Mans,5,Beds,295375,0.00
1,6508863,Le Mans,6,CTScanner,295375,0.00
1,6508863,Le Mans,7,MRIUnit,295375,0.00
1,6508863,Le Mans,8,Mammography,295375,0.00
1,6508863,Le Mans,9,Radiotherapy,295375,0.00
1,3025053,Cholet,1,Physicians,173721,22.58
1,3025053,Cholet,2,Nurses,173721,109.44
1,3025053,Cholet,3,OtherCadres,173721,62.54
1,3025053,Cholet,4,CommunityBased,173721,60.80
1,3025053,Cholet,5,Beds,173721,0.00
1,3025053,Cholet,6,CTScanner,173721,0.00
1,3025053,Cholet,7,MRIUnit,173721,0.00
1,3025053,Cholet,8,Mammography,173721,0.00
1,3025053,Cholet,9,Radiotherapy,173721,0.00
1,2979590,Saint-Herblain,1,Physicians,761798,99.03
1,2979590,Saint-Herblain,2,Nurses,761798,479.93
1,2979590,Saint-Herblain,3,OtherCadres,761798,274.25
1,2979590,Saint-Herblain,4,CommunityBased,761798,266.63
1,2979590,Saint-Herblain,5,Beds,761798,0.00
1,2979590,Saint-Herblain,6,CTScanner,761798,0.00
1,2979590,Saint-Herblain,7,MRIUnit,761798,0.00
1,2979590,Saint-Herblain,8,Mammography,761798,0.00
1,2979590,Saint-Herblain,9,Radiotherapy,761798,0.00
1,2999908,Les Ponts-de-Cé,1,Physicians,341977,44.46
1,2999908,Les Ponts-de-Cé,2,Nurses,341977,215.45
1,2999908,Les Ponts-de-Cé,3,OtherCadres,341977,123.11
1,2999908,Les Ponts-de-Cé,4,CommunityBased,341977,119.69
1,2999908,Les Ponts-de-Cé,5,Beds,341977,0.00
1,2999908,Les Ponts-de-Cé,6,CTScanner,341977,0.00
