name,lat,lon
Joué-lés-Tours,47.3514,0.6625,
Langeais,47.3256,0.4061,
Ambillou,47.4514,0.4475,
Mazières-de-Touraine,47.3831,0.4258,
Rouziers-de-Touraine,47.5175,0.6489,
Villaines-les-Rochers,47.2211,0.4969,
Dreux,48.7372,1.3664,
Vernouillet,48.7208,1.3606,
Saint-Rémy-sur-Avre,48.7614,1.2422,
Nogent-le-Roi,48.6486,1.5286,
Saint-Lubin-des-Joncherets,48.7667,1.1931,
Anet,48.855,1.4394,
Châteauneuf-en-Thymerais,48.5806,1.2411,
Abondant,48.7847,1.4392,
Bû,48.7964,1.4953,
Chérisy,48.7467,1.4219,
Sorel-Moussel,48.8411,1.3819,
Chaudon,48.6617,1.4969,
Villemeux-sur-Eure,48.6733,1.4619,
Luray,48.7211,1.3969,
Tréon,48.6761,1.3247,
Coulombs,48.6528,1.5442,
Villiers-le-Morhier,48.6211,1.5622,
Oulins,48.8653,1.4708,
La Chaussée-d’Ivry,48.8822,1.4792,
Saussay,48.8569,1.4086,
Sainte-Gemme-Moronval,48.7381,1.4147,
Mézières-en-Drouais,48.7239,1.4253,
Vierzon,47.2225,2.0694,
Mehun-sur-Yèvre,47.1453,2.2158,
Châtres-sur-Cher,47.265,1.9061,
Allouis,47.1658,2.2269,
Saint-Jean-de-Braye,47.9128,1.9719,
Saint-Jean-le-Blanc,47.8919,1.9172,
Artenay,48.0822,1.8783,
Huisseau-sur-Mauves,47.8931,1.7031,
Cercottes,47.9853,1.8828,
Tours,47.2436,0.6892,
Saint-Cyr-sur-Loire,47.4028,0.6781,
Saint-Pierre-des-Corps,47.3908,0.7281,
Saint-Avertin,47.3667,0.7267,
Chambray-lès-Tours,47.3375,0.7139,
Montlouis-sur-Loire,47.3883,0.8272,
Fondettes,47.4042,0.5989,
La Riche,47.3892,0.6606,
Ballan-Miré,47.3417,0.6131,
Monts,47.2747,0.6428,
Veigné,47.2875,0.7375,
Esvres,47.2844,0.7861,
La Ville-aux-Dames,47.3958,0.7644,
Luynes,47.3847,0.5544,
Véretz,47.3597,0.8056,
Monnaie,47.5006,0.7853,
Montbazon,47.2872,0.7136,
Notre-Dame-d’Oé,47.4578,0.7081,
Cinq-Mars-la-Pile,47.3475,0.4617,
Chanceaux-sur-Choisille,47.4708,0.7033,
Azay-le-Rideau,47.2614,0.4661,
La Membrolle-sur-Choisille,47.4381,0.6394,
Vouvray,47.4122,0.7992,
Saint-Martin-le-Beau,47.3558,0.9097,
Savonnières,47.3478,0.5483,
Rochecorbon,47.4144,0.755,
Azay-sur-Cher,47.3492,0.8461,
Vernou-sur-Brenne,47.4211,0.8456,
Athée-sur-Cher,47.3208,0.9156,
Sorigny,47.2417,0.6953,
Artannes-sur-Indre,47.2733,0.5992,
Saint-Branchs,47.2269,0.7722,
Larçay,47.3681,0.78,
Truyes,47.2728,0.85,
Parçay-Meslay,47.4417,0.7456,
Semblançay,47.4989,0.5803,
Mettray,47.4525,0.6483,
Cormery,47.2672,0.8367,
Thilouze,47.2231,0.5803,
Saint-Antoine-du-Rocher,47.4961,0.63,
Reugny,47.4819,0.8842,
Saint-Étienne-de-Chigny,47.37,0.5161,
Tauxigny,47.2139,0.8344,
Saché,47.2469,0.5431,
Pernay,47.4436,0.4994,
Charentilly,47.4694,0.6092,
Vallères,47.3117,0.4742,
Reignac-sur-Indre,47.2322,0.9167,
Saint-Roch,47.4453,0.5792,
Cerelles,47.4994,0.6819,
Pont-de-Ruan,47.2606,0.5756,
Chançay,47.4522,0.8736,
Noizay,47.4214,0.8917,
Villandry,47.3394,0.5111,
Villeperdue,47.2008,0.6322,
Saint-Genouph,47.3783,0.5986,
Saint-Doulchard,47.0997,2.3728,
Saint-Germain-du-Puy,47.0992,2.4811,
Trouy,47.0103,2.3578,
Vignoux-sur-Barangeon,47.2017,2.1717,
Foëcy,47.1769,2.1617,
Plaimpied-Givaudins,46.9986,2.4542,
Marmagne,47.1014,2.2836,
Lunery,46.9353,2.2711,
Levet,46.9258,2.4086,
Le Subdray,47.0108,2.2944,
Chécy,47.8936,2.0269,
Châteauneuf-sur-Loire,47.8653,2.2222,
Sully-sur-Loire,47.765,2.3753,
Jargeau,47.8647,2.125,
Sandillon,47.8453,2.0325,
Fay-aux-Loges,47.9289,2.1394,
Traînou,47.9731,2.105,
Mardié,47.8869,2.0567,
Donnery,47.9131,2.1042,
Loury,48.0014,2.085,
Tigy,47.795,2.1983,
Vitry-aux-Loges,47.94,2.2661,
Saint-Benoît-sur-Loire,47.8106,2.3061,
Vienne-en-Val,47.8008,2.1361,
Les Bordes,47.8125,2.4022,
