name,lat,lon
Narbonne,43.1836,3.0042,
Lézignan-Corbières,43.2006,2.7578,
Coursan,43.2325,3.0589,
Port-la-Nouvelle,43.0206,3.0433,
Sigean,43.0281,2.9778,
Gruissan,43.1069,3.0883,
Cuxac-d’Aude,43.2458,2.9992,
Nissan-lez-Enserune,43.2883,3.1286,
Montady,43.3306,3.1208,
Fleury,43.2294,3.1344,
Lespignan,43.2736,3.1717,
Capestang,43.3289,3.0444,
Salles-d’Aude,43.2383,3.1197,
Sallèles-d’Aude,43.2592,2.9458,
Vendres,43.2694,3.2242,
Vinassan,43.2036,3.0739,
Colombiers,43.3131,3.1406,
Ouveillan,43.2886,2.9714,
Argeliers,43.3117,2.9103,
Saint-Nazaire-d’Aude,43.2442,2.8942,
Saint-Marcel-sur-Aude,43.2439,2.9225,
Moussan,43.2314,2.9503,
Quarante,43.3467,2.9625,
Bizanet,43.1642,2.8697,
Armissan,43.1872,3.0967,
Montredon-des-Corbières,43.1914,2.9258,
Ginestas,43.2681,2.8717,
Saint-André-de-Roquelongue,43.1139,2.8369,
Portel-des-Corbières,43.0544,2.9219,
Marcorignan,43.2256,2.9214,
Névian,43.2119,2.9031,
Bize-Minervois,43.3186,2.8711,
Ornaisons,43.1808,2.8375,
Luc-sur-Orbieu,43.1767,2.7858,
Peyriac-de-Mer,43.0872,2.9578,
Tarbes,43.23,0.07,
Lourdes,43.095,-0.0453,
Aureilhan,43.2439,0.0967,
Bagnères-de-Bigorre,43.0642,0.1497,
Bordères-sur-l’Échez,43.2592,0.0492,
Séméac,43.2281,0.1067,
Vic-en-Bigorre,43.3856,0.0531,
Juillan,43.2014,0.0233,
Barbazan-Debat,43.195,0.1194,
Odos,43.1958,0.0578,
Soues,43.205,0.0992,
Ibos,43.2331,0.0017,
Ossun,43.1839,-0.0264,
Orleix,43.2794,0.1206,
Laloubère,43.2067,0.0728,
Bazet,43.29,0.0764,
Rabastens-de-Bigorre,43.3869,0.1506,
Andrest,43.3167,0.0611,
Horgues,43.1881,0.0883,
Oursbelille,43.2869,0.0375,
Pouzac,43.0861,0.1353,
Louey,43.1753,0.02,
Muret,43.4611,1.3267,
Auterive,43.3503,1.4747,
Escalquens,43.5178,1.5608,
Labarthe-sur-Lèze,43.4517,1.4,
Eaunes,43.4217,1.3544,
Carbonne,43.2972,1.2192,
Labège,43.5292,1.53,
Lherm,43.43,1.2219,
Rieumes,43.4125,1.1178,
Lavernose-Lacasse,43.3961,1.2603,
Lagardelle-sur-Lèze,43.4119,1.3886,
Longages,43.355,1.24,
Bérat,43.3778,1.1758,
Vernet,43.4328,1.4317,
Noé,43.3539,1.2744,
Labastidette,43.4614,1.2453,
Venerque,43.4336,1.4439,
Miremont,43.3703,1.4172,
Montgiscard,43.4578,1.5736,
Saint-Sulpice-sur-Lèze,43.3289,1.3219,
Péchabou,43.5011,1.5083,
Pompertuzat,43.4906,1.5169,
Sainte-Foy-de-Peyrolières,43.4931,1.145,
Le Fauga,43.3964,1.2942,
Montaudran,43.4883,1.5711,
Beaumont-sur-Lèze,43.3806,1.3578,
Saint-Clar-de-Rivière,43.4661,1.2153,
Mauzac,43.3753,1.2914,
Saint-Hilaire,43.4228,1.2781,
Saint-Léon,43.4003,1.5608,
Deyme,43.4794,1.5269,
Donneville,43.4728,1.5489,
Rodez,44.3506,2.575,
Onet Village,44.3656,2.5936,
La Primaube,44.3139,2.535,
Olemps,44.3461,2.5528,
Sébazac-Concourès,44.4031,2.6,
Baraqueville,44.2769,2.4328,
Bozouls,44.4706,2.7206,
Druelle,44.3444,2.4931,
Flavin,44.2889,2.6061,
Le Monastère,44.3428,2.5783,
Salles-la-Source,44.4353,2.5133,
Sainte-Radegonde,44.3372,2.6267,
Marcillac-Vallon,44.4736,2.4644,
Laissac,44.3811,2.8225,
Montrozier,44.3931,2.7061,
Valady,44.4553,2.4264,
La Loubière,44.4056,2.6303,
Saint-Christophe-Vallon,44.4708,2.4119,
Carcenac-Peyralès,44.2651,2.4227,
Moyrazès,44.3433,2.4394,
Agen-d’Aveyron,44.3569,2.6792,
Rodelle,44.4906,2.6264,
Bertholène,44.3944,2.7786,
Millau,44.0986,3.0783,
La Cavalerie,44.0089,3.1594,
Saint-Georges-de-Luzençon,44.0644,2.9856,
Creissels,44.0872,3.0653,
Rivière-sur-Tarn,44.1883,3.1308,
Auch,43.6465,0.5855,
Pavie,43.61,0.5919,
Preignan,43.7125,0.6297,
Jegun,43.7572,0.4594,
Aubiet,43.6461,0.7836,
Montpellier,43.6119,3.8772,
Lunel,43.6778,4.1361,
Castelnau-le-Lez,43.6369,3.9019,
Mauguio,43.6164,4.0075,
Lattes,43.5678,3.9021,
Juvignac,43.6131,3.8097,
Saint-Jean-de-Védas,43.5764,3.8239,
Villeneuve-lès-Maguelone,43.5322,3.8608,
Saint-Gély-du-Fesc,43.6922,3.8061,
Le Crès,43.6472,3.9392,
Pérols,43.565,3.9506,
La Grande-Motte,43.5606,4.085,
Grabels,43.6481,3.8017,
Baillargues,43.6611,4.0128,
Pignan,43.5842,3.7619,
Fabrègues,43.5503,3.7761,
Jacou,43.6608,3.9103,
Vendargues,43.6578,3.9694,
Cournonterral,43.5578,3.7189,
Castries,43.6789,3.9814,
Palavas-les-Flots,43.5294,3.9306,
Prades-le-Lez,43.6989,3.8647,
Saint-Georges-d’Orques,43.6103,3.7806,
Clapiers,43.6575,3.8883,
