NIVEL	CODIGO	DESTINO	POP ATENDIDA	Physicians	Nurses	OtherCadres	CommunityBased	MRIUnit	Mammography	Radiotherapy
1,478,Mariehamn,12047.00,4.94,30.48,15.06,58.79,0.00,0.00,0.00,0.00,0.00
1,170,Jomala,6521.00,2.67,16.50,8.15,31.82,0.00,0.00,0.00,0.00,0.00
1,43,Eckerö,1016.00,0.42,2.57,1.27,4.96,0.00,0.00,0.00,0.00,0.00
1,35,Brändö,461.00,0.19,1.17,0.58,2.25,0.00,0.00,0.00,0.00,0.00
1,941,Vårdö,518.00,0.21,1.31,0.65,2.53,0.00,0.00,0.00,0.00,0.00
1,766,Sottunga,426.00,0.17,1.08,0.53,2.08,0.00,0.00,0.00,0.00,0.00
1,60,Finström,8646.00,3.54,21.87,10.81,42.19,0.00,0.00,0.00,0.00,0.00
1,736,Saltvik,1790.00,0.73,4.53,2.24,8.74,0.00,0.00,0.00,0.00,0.00
1,62,Föglö,546.00,0.22,1.38,0.68,2.66,0.00,0.00,0.00,0.00,0.00
1,318,Kökar,226.00,0.09,0.57,0.28,1.10,0.00,0.00,0.00,0.00,0.00
