NIVEL	CODIGO	DESTINO	POP ATENDIDA	Physicians	Nurses	OtherCadres	CommunityBased	Beds	CTScanner	MRIUnit	Mammography	Radiotherapy
3	260005	Abreu_E_Lima	107447.00	213.82	964.87	269.69	0.00	195.55	2.14	1.81	1.68	1.10
3	260030	Agrestina	484221.00	963.60	4348.30	1215.39	0.00	881.28	9.64	8.13	7.55	4.94
3	260050	Aguas_Belas	118448.00	235.71	1063.66	297.30	0.00	215.58	2.36	1.99	1.85	1.21
3	260070	Alianca	301917.00	600.81	2711.21	757.81	0.00	549.49	6.01	5.07	4.71	3.08
3	260110	Araripina	90559.00	180.21	813.22	227.30	0.00	164.82	1.80	1.52	1.41	0.92
3	260200	Bodoco	106392.00	211.72	955.40	267.04	0.00	193.63	2.12	1.79	1.66	1.09
3	260210	Bom_Conselho	86605.00	172.34	777.71	217.38	0.00	157.62	1.72	1.45	1.35	0.88
3	260300	Cabrobo	36599.00	72.83	328.66	91.86	0.00	66.61	0.73	0.61	0.57	0.37
3	260370	Canhotinho	364856.00	726.06	3276.41	915.79	0.00	664.04	7.26	6.13	5.69	3.72
3	260410	Caruaru	1044805.00	2079.16	9382.35	2622.46	0.00	1901.55	20.79	17.55	16.30	10.66
3	260570	Floresta	62720.00	124.81	563.23	157.43	0.00	114.15	1.25	1.05	0.98	0.64
3	260660	Ibimirim	55971.00	111.38	502.62	140.49	0.00	101.87	1.11	0.94	0.87	0.57
3	260875	Lagoa_Grande	68530.00	136.37	615.40	172.01	0.00	124.72	1.36	1.15	1.07	0.70
3	260960	Olinda	2491083.00	4957.26	22369.93	6252.62	0.00	4533.77	49.57	41.85	38.86	25.41
3	260970	Orobo	626608.00	1246.95	5626.94	1572.79	0.00	1140.43	12.47	10.53	9.78	6.39
3	260990	Ouricuri	160870.00	320.13	1444.61	403.78	0.00	292.78	3.20	2.70	2.51	1.64
3	261090	Pesqueira	505873.00	1006.69	4542.74	1269.74	0.00	920.69	10.07	8.50	7.89	5.16
3	261100	Petrolandia	82340.00	163.86	739.41	206.67	0.00	149.86	1.64	1.38	1.28	0.84
3	261110	Petrolina	370875.00	738.04	3330.46	930.90	0.00	674.99	7.38	6.23	5.79	3.78
3	261160	Recife	2092292.00	4163.66	18788.78	5251.65	0.00	3807.97	41.64	35.15	32.64	21.34
3	261220	Salgueiro	173660.00	345.58	1559.47	435.89	0.00	316.06	3.46	2.92	2.71	1.77
3	261260	Santa_Maria_Da_Boa_Vista	61031.00	121.45	548.06	153.19	0.00	111.08	1.21	1.03	0.95	0.62
3	261360	Sao_Jose_Do_Egito	204344.00	406.64	1835.01	512.90	0.00	371.91	4.07	3.43	3.19	2.08
3	261390	Serra_Talhada	189661.00	377.43	1703.16	476.05	0.00	345.18	3.77	3.19	2.96	1.93
3	261410	Sertania	91971.00	183.02	825.90	230.85	0.00	167.39	1.83	1.55	1.43	0.94
3	261420	Sirinhaem	167718.00	333.76	1506.11	420.97	0.00	305.25	3.34	2.82	2.62	1.71
3	261580	Tupanatinga	91544.00	182.17	822.07	229.78	0.00	166.61	1.82	1.54	1.43	0.93
