NIVEL,CODIGO,DESTINO,COD_ESP,RECURSO,POP ATENDIDA,ATEND_FTE
1,6433030,Joué-lés-Tours,1,Physicians,48051,6.25
1,6433030,Joué-lés-Tours,2,Nurses,48051,30.27
1,6433030,Joué-lés-Tours,3,OtherCadres,48051,17.30
1,6433030,Joué-lés-Tours,4,CommunityBased,48051,16.82
1,6433030,Joué-lés-Tours,5,Beds,48051,0.00
1,6433030,Joué-lés-Tours,6,CTScanner,48051,0.00
1,6433030,Joué-lés-Tours,7,MRIUnit,48051,0.00
1,6433030,Joué-lés-Tours,8,Mammography,48051,0.00
1,6433030,Joué-lés-Tours,9,Radiotherapy,48051,0.00
1,3020810,Dreux,1,Physicians,83169,10.81
1,3020810,Dreux,2,Nurses,83169,52.40
1,3020810,Dreux,3,OtherCadres,83169,29.94
1,3020810,Dreux,4,CommunityBased,83169,29.11
1,3020810,Dreux,5,Beds,83169,0.00
1,3020810,Dreux,6,CTScanner,83169,0.00
1,3020810,Dreux,7,MRIUnit,83169,0.00
1,3020810,Dreux,8,Mammography,83169,0.00
1,3020810,Dreux,9,Radiotherapy,83169,0.00
1,2969257,Vierzon,1,Physicians,34471,4.48
1,2969257,Vierzon,2,Nurses,34471,21.72
1,2969257,Vierzon,3,OtherCadres,34471,12.41
1,2969257,Vierzon,4,CommunityBased,34471,12.06
1,2969257,Vierzon,5,Beds,34471,0.00
1,2969257,Vierzon,6,CTScanner,34471,0.00
1,2969257,Vierzon,7,MRIUnit,34471,0.00
1,2969257,Vierzon,8,Mammography,34471,0.00
1,2969257,Vierzon,9,Radiotherapy,34471,0.00
1,6434714,Saint-Jean-de-Braye,1,Physicians,34639,4.50
1,6434714,Saint-Jean-de-Braye,2,Nurses,34639,21.82
1,6434714,Saint-Jean-de-Braye,3,OtherCadres,34639,12.47
1,6434714,Saint-Jean-de-Braye,4,CommunityBased,34639,12.12
1,6434714,Saint-Jean-de-Braye,5,Beds,34639,0.00
1,6434714,Saint-Jean-de-Braye,6,CTScanner,34639,0.00
1,6434714,Saint-Jean-de-Braye,7,MRIUnit,34639,0.00
1,6434714,Saint-Jean-de-Braye,8,Mammography,34639,0.00
1,6434714,Saint-Jean-de-Braye,9,Radiotherapy,34639,0.00
1,6448666,Chambray-lès-Tours,1,Physicians,362724,47.15
1,6448666,Chambray-lès-Tours,2,Nurses,362724,228.52
1,6448666,Chambray-lès-Tours,3,OtherCadres,362724,130.58
1,6448666,Chambray-lès-Tours,4,CommunityBased,362724,126.95
1,6448666,Chambray-lès-Tours,5,Beds,362724,0.00
1,6448666,Chambray-lès-Tours,6,CTScanner,362724,0.00
1,6448666,Chambray-lès-Tours,7,MRIUnit,362724,0.00
1,6448666,Chambray-lès-Tours,8,Mammography,362724,0.00
1,6448666,Chambray-lès-Tours,9,Radiotherapy,362724,0.00
1,8290211,Saint-Doulchard,1,Physicians,30735,4.00
1,8290211,Saint-Doulchard,2,Nurses,30735,19.36
1,8290211,Saint-Doulchard,3,OtherCadres,30735,11.06
1,8290211,Saint-Doulchard,4,CommunityBased,30735,10.76
1,8290211,Saint-Doulchard,5,Beds,30735,0.00
1,8290211,Saint-Doulchard,6,CTScanner,30735,0.00
1,8290211,Saint-Doulchard,7,MRIUnit,30735,0.00
1,8290211,Saint-Doulchard,8,Mammography,30735,0.00
1,8290211,Saint-Doulchard,9,Radiotherapy,30735,0.00
1,3026222,Châteauneuf-sur-Loire,1,Physicians,68201,8.87
1,3026222,Châteauneuf-sur-Loire,2,Nurses,68201,42.97
1,3026222,Châteauneuf-sur-Loire,3,OtherCadres,68201,24.55
1,3026222,Châteauneuf-sur-Loire,4,CommunityBased,68201,23.87
1,3026222,Châteauneuf-sur-Loire,5,Beds,68201,0.00
1,3026222,Châteauneuf-sur-Loire,6,CTScanner,68201,0.00
1,3026222,Châteauneuf-sur-Loire,7,MRIUnit,68201,0.00
1,3026222,Châteauneuf-sur-Loire,8,Mammography,68201,0.00
