NIVEL,CODIGO,DESTINO,COD_ESP,RECURSO,POP ATENDIDA,ATEND_FTE
1,3014856,Grasse,1,Physicians,521659,67.82
1,3014856,Grasse,2,Nurses,521659,328.65
1,3014856,Grasse,3,OtherCadres,521659,187.80
1,3014856,Grasse,4,CommunityBased,521659,182.58
1,3014856,Grasse,5,Beds,521659,0.00
1,3014856,Grasse,6,CTScanner,521659,0.00
1,3014856,Grasse,7,MRIUnit,521659,0.00
1,3014856,Grasse,8,Mammography,521659,0.00
1,3014856,Grasse,9,Radiotherapy,521659,0.00
1,6454958,Martigues,1,Physicians,330662,42.99
1,6454958,Martigues,2,Nurses,330662,208.32
1,6454958,Martigues,3,OtherCadres,330662,119.04
1,6454958,Martigues,4,CommunityBased,330662,115.73
1,6454958,Martigues,5,Beds,330662,0.00
1,6454958,Martigues,6,CTScanner,330662,0.00
1,6454958,Martigues,7,MRIUnit,330662,0.00
1,6454958,Martigues,8,Mammography,330662,0.00
1,6454958,Martigues,9,Radiotherapy,330662,0.00
1,3016702,Gap,1,Physicians,58311,7.58
1,3016702,Gap,2,Nurses,58311,36.74
1,3016702,Gap,3,OtherCadres,58311,20.99
1,3016702,Gap,4,CommunityBased,58311,20.41
1,3016702,Gap,5,Beds,58311,0.00
1,3016702,Gap,6,CTScanner,58311,0.00
1,3016702,Gap,7,MRIUnit,58311,0.00
1,3016702,Gap,8,Mammography,58311,0.00
1,3016702,Gap,9,Radiotherapy,58311,0.00
1,6618043,Digne-les-Bains,1,Physicians,28904,3.76
1,6618043,Digne-les-Bains,2,Nurses,28904,18.21
1,6618043,Digne-les-Bains,3,OtherCadres,28904,10.41
1,6618043,Digne-les-Bains,4,CommunityBased,28904,10.12
1,6618043,Digne-les-Bains,5,Beds,28904,0.00
1,6618043,Digne-les-Bains,6,CTScanner,28904,0.00
1,6618043,Digne-les-Bains,7,MRIUnit,28904,0.00
1,6618043,Digne-les-Bains,8,Mammography,28904,0.00
1,6618043,Digne-les-Bains,9,Radiotherapy,28904,0.00
1,3037352,Apt,1,Physicians,11011,1.43
1,3037352,Apt,2,Nurses,11011,6.94
1,3037352,Apt,3,OtherCadres,11011,3.96
1,3037352,Apt,4,CommunityBased,11011,3.85
1,3037352,Apt,5,Beds,11011,0.00
1,3037352,Apt,6,CTScanner,11011,0.00
1,3037352,Apt,7,MRIUnit,11011,0.00
1,3037352,Apt,8,Mammography,11011,0.00
1,3037352,Apt,9,Radiotherapy,11011,0.00
1,3003650,Le Luc,1,Physicians,34344,4.46
1,3003650,Le Luc,2,Nurses,34344,21.64
1,3003650,Le Luc,3,OtherCadres,34344,12.36
1,3003650,Le Luc,4,CommunityBased,34344,12.02
1,3003650,Le Luc,5,Beds,34344,0.00
1,3003650,Le Luc,6,CTScanner,34344,0.00
1,3003650,Le Luc,7,MRIUnit,34344,0.00
1,3003650,Le Luc,8,Mammography,34344,0.00
1,3003650,Le Luc,9,Radiotherapy,34344,0.00
1,3002357,Le Revest-les-Eaux,1,Physicians,536378,69.73
1,3002357,Le Revest-les-Eaux,2,Nurses,536378,337.92
1,3002357,Le Revest-les-Eaux,3,OtherCadres,536378,193.10
1,3002357,Le Revest-les-Eaux,4,CommunityBased,536378,187.73
1,3002357,Le Revest-les-Eaux,5,Beds,536378,0.00
1,3002357,Le Revest-les-Eaux,6,CTScanner,536378,0.00
