NIVEL	CODIGO	DESTINO	POP ATENDIDA	Physicians	Nurses	OtherCadres	CommunityBased	Beds	CTScanner	MRIUnit	Mammography	Radiotherapy
3	270030	Arapiraca	799970.00	1591.94	7183.73	2007.92	0.00	1455.95	15.92	13.44	12.48	8.16
3	270100	Boca_Da_Mata	342522.00	681.62	3075.85	859.73	0.00	623.39	6.82	5.75	5.34	3.49
3	270230	Coruripe	78642.00	156.50	706.21	197.39	0.00	143.13	1.56	1.32	1.23	0.80
3	270240	Delmiro_Gouveia	191956.00	381.99	1723.76	481.81	0.00	349.36	3.82	3.22	2.99	1.96
3	270430	Maceio	1225781.00	2439.30	11007.51	3076.71	0.00	2230.92	24.39	20.59	19.12	12.50
3	270550	Murici	41703.00	82.99	374.49	104.67	0.00	75.90	0.83	0.70	0.65	0.43
3	270670	Penedo	135624.00	269.89	1217.90	340.42	0.00	246.84	2.70	2.28	2.12	1.38
3	270690	Pilar	85742.00	170.63	769.96	215.21	0.00	156.05	1.71	1.44	1.34	0.87
3	270730	Porto_Calvo	244111.00	485.78	2192.12	612.72	0.00	444.28	4.86	4.10	3.81	2.49
3	270800	Santana_Do_Ipanema	153985.00	306.43	1382.79	386.50	0.00	280.25	3.06	2.59	2.40	1.57
3	270840	Sao_Jose_Da_Tapera	159021.00	316.45	1428.01	399.14	0.00	289.42	3.16	2.67	2.48	1.62
3	270930	Uniao_Dos_Palmares	124764.00	248.28	1120.38	313.16	0.00	227.07	2.48	2.10	1.95	1.27
