NIVEL	CODIGO	DESTINO	POP ATENDIDA	Physicians	Nurses	OtherCadres	CommunityBased	Beds	CTScanner	MRIUnit	Mammography	Radiotherapy
2	260005	Abreu_E_Lima	107447.00	179.44	128.94	269.69	0.00	286.88	0.71	0.54	0.33	0.03
2	260010	Afogados_Da_Ingazeira	86486.00	144.43	103.78	217.08	0.00	230.92	0.57	0.43	0.27	0.03
2	260030	Agrestina	74392.00	124.23	89.27	186.72	0.00	198.63	0.49	0.37	0.23	0.02
2	260050	Aguas_Belas	46588.00	77.80	55.91	116.94	0.00	124.39	0.31	0.23	0.14	0.01
2	260070	Alianca	284821.00	475.65	341.79	714.90	0.00	760.47	1.88	1.42	0.88	0.09
2	260110	Araripina	90559.00	151.23	108.67	227.30	0.00	241.79	0.60	0.45	0.28	0.03
2	260190	Bezerros	242987.00	405.79	291.58	609.90	0.00	648.78	1.60	1.21	0.75	0.07
2	260200	Bodoco	40887.00	68.28	49.06	102.63	0.00	109.17	0.27	0.20	0.13	0.01
2	260210	Bom_Conselho	86605.00	144.63	103.93	217.38	0.00	231.24	0.57	0.43	0.27	0.03
2	260220	Bom_Jardim	171698.00	286.74	206.04	430.96	0.00	458.43	1.13	0.86	0.53	0.05
2	260290	Cabo_De_Santo_Agostinho	397195.00	663.32	476.63	996.96	0.00	1060.51	2.62	1.99	1.23	0.12
2	260300	Cabrobo	36599.00	61.12	43.92	91.86	0.00	97.72	0.24	0.18	0.11	0.01
2	260320	Caetes	214717.00	358.58	257.66	538.94	0.00	573.29	1.42	1.07	0.67	0.06
2	260370	Canhotinho	26786.00	44.73	32.14	67.23	0.00	71.52	0.18	0.13	0.08	0.01
2	260410	Caruaru	530469.00	885.88	636.56	1331.48	0.00	1416.35	3.50	2.65	1.64	0.16
2	260470	Correntes	33660.00	56.21	40.39	84.49	0.00	89.87	0.22	0.17	0.10	0.01
2	260510	Custodia	53401.00	89.18	64.08	134.04	0.00	142.58	0.35	0.27	0.17	0.02
2	260515	Dormentes	41190.00	68.79	49.43	103.39	0.00	109.98	0.27	0.21	0.13	0.01
2	260530	Exu	54563.00	91.12	65.48	136.95	0.00	145.68	0.36	0.27	0.17	0.02
2	260570	Floresta	62720.00	104.74	75.26	157.43	0.00	167.46	0.41	0.31	0.19	0.02
2	260620	Goiana	153290.00	255.99	183.95	384.76	0.00	409.28	1.01	0.77	0.48	0.05
2	260650	Iati	20656.00	34.50	24.79	51.85	0.00	55.15	0.14	0.10	0.06	0.01
2	260660	Ibimirim	31337.00	52.33	37.60	78.66	0.00	83.67	0.21	0.16	0.10	0.01
2	260700	Inaja	24634.00	41.14	29.56	61.83	0.00	65.77	0.16	0.12	0.08	0.01
2	260750	Itaiba	51204.00	85.51	61.44	128.52	0.00	136.71	0.34	0.26	0.16	0.02
2	260805	Jatoba	15898.00	26.55	19.08	39.90	0.00	42.45	0.10	0.08	0.05	0.00
2	260870	Lagoa_Dos_Gatos	85008.00	141.96	102.01	213.37	0.00	226.97	0.56	0.43	0.26	0.03
2	260875	Lagoa_Grande	27340.00	45.66	32.81	68.62	0.00	73.00	0.18	0.14	0.08	0.01
2	260890	Limoeiro	429205.00	716.77	515.05	1077.30	0.00	1145.98	2.83	2.15	1.33	0.13
2	260910	Machados	17096.00	28.55	20.52	42.91	0.00	45.65	0.11	0.09	0.05	0.01
2	260930	Mirandiba	30354.00	50.69	36.42	76.19	0.00	81.05	0.20	0.15	0.09	0.01
2	260960	Olinda	1404572.00	2345.64	1685.49	3525.48	0.00	3750.21	9.27	7.02	4.35	0.42
2	260970	Orobo	25705.00	42.93	30.85	64.52	0.00	68.63	0.17	0.13	0.08	0.01
2	260980	Oroco	15992.00	26.71	19.19	40.14	0.00	42.70	0.11	0.08	0.05	0.00
2	260990	Ouricuri	74354.00	124.17	89.22	186.63	0.00	198.53	0.49	0.37	0.23	0.02
2	261000	Palmares	324821.00	542.45	389.79	815.30	0.00	867.27	2.14	1.62	1.01	0.10
2	261070	Paulista	536026.00	895.16	643.23	1345.43	0.00	1431.19	3.54	2.68	1.66	0.16
2	261080	Pedra	139415.00	232.82	167.30	349.93	0.00	372.24	0.92	0.70	0.43	0.04
2	261090	Pesqueira	84500.00	141.12	101.40	212.09	0.00	225.62	0.56	0.42	0.26	0.03
2	261100	Petrolandia	66442.00	110.96	79.73	166.77	0.00	177.40	0.44	0.33	0.21	0.02
2	261110	Petrolina	370875.00	619.36	445.05	930.90	0.00	990.24	2.45	1.85	1.15	0.11
2	261130	Pombos	325810.00	544.10	390.97	817.78	0.00	869.91	2.15	1.63	1.01	0.10
2	261150	Quipapa	44882.00	74.95	53.86	112.65	0.00	119.83	0.30	0.22	0.14	0.01
2	261160	Recife	1766482.00	2950.02	2119.78	4433.87	0.00	4716.51	11.66	8.83	5.48	0.53
2	261190	Rio_Formoso	118796.00	198.39	142.56	298.18	0.00	317.19	0.78	0.59	0.37	0.04
2	261220	Salgueiro	88268.00	147.41	105.92	221.55	0.00	235.68	0.58	0.44	0.27	0.03
2	261245	Santa_Cruz	31953.00	53.36	38.34	80.20	0.00	85.31	0.21	0.16	0.10	0.01
2	261250	Santa_Cruz_Do_Capibaribe	186864.00	312.06	224.24	469.03	0.00	498.93	1.23	0.93	0.58	0.06
2	261260	Santa_Maria_Da_Boa_Vista	45039.00	75.22	54.05	113.05	0.00	120.25	0.30	0.23	0.14	0.01
2	261300	Sao_Bento_Do_Una	281958.00	470.87	338.35	707.71	0.00	752.83	1.86	1.41	0.87	0.08
2	261320	Sao_Joao	44811.00	74.83	53.77	112.48	0.00	119.65	0.30	0.22	0.14	0.01
2	261350	Sao_Jose_Do_Belmonte	36557.00	61.05	43.87	91.76	0.00	97.61	0.24	0.18	0.11	0.01
2	261360	Sao_Jose_Do_Egito	80795.00	134.93	96.95	202.80	0.00	215.72	0.53	0.40	0.25	0.02
2	261390	Serra_Talhada	153104.00	255.68	183.72	384.29	0.00	408.79	1.01	0.77	0.47	0.05
2	261400	Serrita	55038.00	91.91	66.05	138.15	0.00	146.95	0.36	0.28	0.17	0.02
2	261410	Sertania	38570.00	64.41	46.28	96.81	0.00	102.98	0.25	0.19	0.12	0.01
2	261420	Sirinhaem	48922.00	81.70	58.71	122.79	0.00	130.62	0.32	0.24	0.15	0.01
2	261460	Tabira	37063.00	61.90	44.48	93.03	0.00	98.96	0.24	0.19	0.11	0.01
2	261500	Taquaritinga_Do_Norte	62372.00	104.16	74.85	156.55	0.00	166.53	0.41	0.31	0.19	0.02
2	261560	Trindade	65505.00	109.39	78.61	164.42	0.00	174.90	0.43	0.33	0.20	0.02
2	261580	Tupanatinga	91544.00	152.88	109.85	229.78	0.00	244.42	0.60	0.46	0.28	0.03
2	261620	Vertentes	22113.00	36.93	26.54	55.50	0.00	59.04	0.15	0.11	0.07	0.01
