NIVEL,CODIGO,DESTINO,COD_ESP,RECURSO,POP ATENDIDA,ATEND_FTE
1,6455273,Amiens,1,Physicians,203310,26.43
1,6455273,Amiens,2,Nurses,203310,128.09
1,6455273,Amiens,3,OtherCadres,203310,73.19
1,6455273,Amiens,4,CommunityBased,203310,71.16
1,6455273,Amiens,5,Beds,203310,0.00
1,6455273,Amiens,6,CTScanner,203310,0.00
1,6455273,Amiens,7,MRIUnit,203310,0.00
1,6455273,Amiens,8,Mammography,203310,0.00
1,6455273,Amiens,9,Radiotherapy,203310,0.00
1,3003093,Lens,1,Physicians,680244,88.43
1,3003093,Lens,2,Nurses,680244,428.55
1,3003093,Lens,3,OtherCadres,680244,244.89
1,3003093,Lens,4,CommunityBased,680244,238.08
1,3003093,Lens,5,Beds,680244,0.00
1,3003093,Lens,6,CTScanner,680244,0.00
1,3003093,Lens,7,MRIUnit,680244,0.00
1,3003093,Lens,8,Mammography,680244,0.00
1,3003093,Lens,9,Radiotherapy,680244,0.00
1,2974389,Soissons,1,Physicians,64087,8.33
1,2974389,Soissons,2,Nurses,64087,40.37
1,2974389,Soissons,3,OtherCadres,64087,23.07
1,2974389,Soissons,4,CommunityBased,64087,22.43
1,2974389,Soissons,5,Beds,64087,0.00
1,2974389,Soissons,6,CTScanner,64087,0.00
1,2974389,Soissons,7,MRIUnit,64087,0.00
1,2974389,Soissons,8,Mammography,64087,0.00
1,2974389,Soissons,9,Radiotherapy,64087,0.00
1,6453527,Laon,1,Physicians,30328,3.94
1,6453527,Laon,2,Nurses,30328,19.11
1,6453527,Laon,3,OtherCadres,30328,10.92
1,6453527,Laon,4,CommunityBased,30328,10.61
1,6453527,Laon,5,Beds,30328,0.00
1,6453527,Laon,6,CTScanner,30328,0.00
1,6453527,Laon,7,MRIUnit,30328,0.00
1,6453527,Laon,8,Mammography,30328,0.00
1,6453527,Laon,9,Radiotherapy,30328,0.00
1,3038789,Abbeville,1,Physicians,52662,6.85
1,3038789,Abbeville,2,Nurses,52662,33.18
1,3038789,Abbeville,3,OtherCadres,52662,18.96
1,3038789,Abbeville,4,CommunityBased,52662,18.43
1,3038789,Abbeville,5,Beds,52662,0.00
1,3038789,Abbeville,6,CTScanner,52662,0.00
1,3038789,Abbeville,7,MRIUnit,52662,0.00
1,3038789,Abbeville,8,Mammography,52662,0.00
1,3038789,Abbeville,9,Radiotherapy,52662,0.00
1,6454406,Denain,1,Physicians,510189,66.33
1,6454406,Denain,2,Nurses,510189,321.42
1,6454406,Denain,3,OtherCadres,510189,183.67
1,6454406,Denain,4,CommunityBased,510189,178.56
1,6454406,Denain,5,Beds,510189,0.00
1,6454406,Denain,6,CTScanner,510189,0.00
1,6454406,Denain,7,MRIUnit,510189,0.00
1,6454406,Denain,8,Mammography,510189,0.00
1,6454406,Denain,9,Radiotherapy,510189,0.00
1,6438351,Marly,1,Physicians,33072,4.30
1,6438351,Marly,2,Nurses,33072,20.84
1,6438351,Marly,3,OtherCadres,33072,11.91
1,6438351,Marly,4,CommunityBased,33072,11.58
1,6438351,Marly,5,Beds,33072,0.00
1,6438351,Marly,6,CTScanner,33072,0.00
1,6438351,Marly,7,MRIUnit,33072,0.00
1,6438351,Marly,8,Mammography,33072,0.00
1,6438351,Marly,9,Radiotherapy,33072,0.00
1,6439685,Longuenesse,1,Physicians,73370,9.54
1,6439685,Longuenesse,2,Nurses,73370,46.22
1,6439685,Longuenesse,3,OtherCadres,73370,26.41
1,6439685,Longuenesse,4,CommunityBased,73370,25.68
1,6439685,Longuenesse,5,Beds,73370,0.00
1,6439685,Longuenesse,6,CTScanner,73370,0.00
1,6439685,Longuenesse,7,MRIUnit,73370,0.00
1,6439685,Longuenesse,8,Mammography,73370,0.00
1,6439685,Longuenesse,9,Radiotherapy,73370,0.00
1,3024643,Clermont,1,Physicians,228387,29.69
1,3024643,Clermont,2,Nurses,228387,143.88
1,3024643,Clermont,3,OtherCadres,228387,82.22
1,3024643,Clermont,4,CommunityBased,228387,79.93
1,3024643,Clermont,5,Beds,228387,0.00
1,3024643,Clermont,6,CTScanner,228387,0.00
1,3024643,Clermont,7,MRIUnit,228387,0.00
1,3024643,Clermont,8,Mammography,228387,0.00
1,3024643,Clermont,9,Radiotherapy,228387,0.00
1,2984438,Rang-du-Fliers,1,Physicians,62720,8.15
