data;

# ORIGEM	DESTINO	DIST(km)	DUR(h)
# Duracao maxima de 10800 h
param:	K:	dist	dur:= 
   318	    76	72		6523
   318	    43	82		7380
   318	    35	56		5006
   318	    65	77		6957
   318	   941	46		4177
   318	   438	42		3782
   318	   295	39		3472
   318	   766	27		2462
   318	    60	61		5528
   318	   736	67		6004
   318	   771	57		5120
   318	    62	28		2482
   318	   318	0		0
   405	   405	0		0
   405	   153	35		3156
   405	   700	43		3836
   405	   580	89		8004
   405	   831	13		1185
   405	   739	31		2813
   405	   416	21		1850
   405	   689	76		6812
   405	   441	37		3324
   153	   405	35		3156
   153	   153	0		0
   153	   700	11		1006
   153	   580	55		4979
   153	   831	39		3474
   153	   739	59		5271
   153	   416	54		4880
   153	   689	41		3719
   153	   441	72		6479
   700	   405	43		3836
   700	   153	11		1006
   700	   700	0		0
   700	   580	46		4169
   700	   831	43		3879
   700	   739	61		5533
   700	   416	60		5403
   700	   689	33		2996
   700	   441	79		7115
   580	   405	89		8004
   580	   153	55		4979
   580	   700	46		4169
   580	   580	0		0
   580	   831	88		7937
   580	   739	104		9387
   580	   416	106		9504
   580	   689	15		1329
   831	   405	13		1185
   831	   153	39		3474
   831	   700	43		3879
   831	   580	88		7937
   831	   831	0		0
   831	   739	21		1860
   831	   416	18		1581
   831	   689	76		6854
   831	   441	38		3409
   739	   405	31		2813
   739	   153	59		5271
   739	   700	61		5533
   739	   580	104		9387
   739	   831	21		1860
   739	   739	0		0
   739	   416	17		1508
   739	   689	94		8417
   739	   441	32		2891
   416	   405	21		1850
   416	   153	54		4880
   416	   700	60		5403
   416	   580	106		9504
   416	   831	18		1581
   416	   739	17		1508
   416	   416	0		0
   416	   689	93		8395
   416	   441	21		1849
   689	   405	76		6812
   689	   153	41		3719
   689	   700	33		2996
   689	   580	15		1329
   689	   831	76		6854
   689	   739	94		8417
   689	   416	93		8395
   689	   689	0		0
   689	   441	112		10108
   441	   405	37		3324
   441	   153	72		6479
   441	   700	79		7115
   441	   831	38		3409
   441	   739	32		2891
   441	   416	21		1849
   441	   689	112		10108
   441	   441	0		0
   743	   743	0		0
   743	   301	30		2665
   743	   233	36		3275
   743	   408	22		1960
   743	   232	52		4703
   743	   145	15		1308
   743	    10	46		4120
   743	     5	55		4922
   743	   989	68		6138
   743	   846	65		5877
   743	   300	34		3061
   743	   403	62		5584
   743	   934	64		5790
   743	    52	72		6445
   743	   759	70		6308
   743	   151	88		7905
   743	   218	79		7109
   301	   743	30		2665
   301	   301	0		0
   301	   233	64		5720
   301	   408	50		4502
   301	   232	23		2111
   301	   145	16		1439
   301	    10	62		5624
   301	     5	84		7529
   301	   989	86		7721
   301	   846	36		3283
   301	   300	60		5434
   301	   403	91		8224
   301	   934	94		8455
   301	    52	100		8955
   301	   759	96		8681
   301	   151	60		5433
   301	   218	49		4446
   233	   743	36		3275
   233	   301	64		5720
   233	   233	0		0
   233	   408	15		1332
   233	   232	87		7829
   233	   145	48		4285
   233	    10	64		5747
   233	     5	40		3562
   233	   989	80		7181
   233	   846	96		8614
   233	   300	40		3563
   233	   403	31		2820
   233	   934	38		3458
   233	    52	36		3238
   233	   759	63		5673
   233	   218	112		10084
   408	   743	22		1960
   408	   301	50		4502
   408	   233	15		1332
   408	   408	0		0
   408	   232	73		6596
   408	   145	34		3064
   408	    10	53		4763
   408	     5	41		3693
   408	   989	72		6436
   408	   846	84		7543
   408	   300	31		2806
   408	   403	42		3755
   408	   934	46		4138
   408	    52	50		4491
   408	   759	62		5556
   408	   151	109		9846
   408	   218	99		8923
   232	   743	52		4703
   232	   301	23		2111
   232	   233	87		7829
   232	   408	73		6596
   232	   232	0		0
   232	   145	39		3544
   232	    10	76		6829
   232	     5	105		9420
   232	   989	98		8816
   232	   846	23		2072
   232	   300	80		7183
   232	   403	114		10288
   232	   934	116		10461
   232	   759	115		10327
   232	   151	37		3345
   232	   218	28		2512
   145	   743	15		1308
   145	   301	16		1439
   145	   233	48		4285
   145	   408	34		3064
   145	   232	39		3544
   145	   145	0		0
   145	    10	55		4985
   145	     5	69		6230
   145	   989	79		7076
   145	   846	51		4576
   145	   300	48		4301
   145	   403	76		6797
   145	   934	78		7063
   145	    52	84		7519
   145	   759	84		7566
   145	   151	76		6842
   145	   218	65		5866
    10	   743	46		4120
    10	   301	62		5624
    10	   233	64		5747
    10	   408	53		4763
    10	   232	76		6829
    10	   145	55		4985
    10	    10	0		0
    10	     5	47		4239
    10	   989	23		2106
    10	   846	97		8698
    10	   300	25		2281
    10	   403	70		6311
    10	   934	65		5830
    10	    52	87		7839
    10	   759	44		3956
    10	   151	101		9046
    10	   218	103		9273
     5	   743	55		4922
     5	   301	84		7529
     5	   233	40		3562
     5	   408	41		3693
     5	   232	105		9420
     5	   145	69		6230
     5	    10	47		4239
     5	     5	0		0
     5	   989	52		4650
     5	   846	120		10789
     5	   300	26		2378
     5	   403	26		2322
     5	   934	18		1618
     5	    52	44		3981
     5	   759	24		2178
   989	   743	68		6138
   989	   301	86		7721
   989	   233	80		7181
   989	   408	72		6436
   989	   232	98		8816
   989	   145	79		7076
   989	    10	23		2106
   989	     5	52		4650
   989	   989	0		0
   989	   846	119		10743
   989	   300	41		3650
   989	   403	77		6962
   989	   934	69		6229
   989	    52	96		8609
   989	   759	37		3314
   989	   151	119		10737
   846	   743	65		5877
   846	   301	36		3283
   846	   233	96		8614
   846	   408	84		7543
   846	   232	23		2072
   846	   145	51		4576
   846	    10	97		8698
   846	     5	120		10789
   846	   989	119		10743
   846	   846	0		0
   846	   300	97		8716
   846	   151	43		3852
   846	   218	20		1788
   300	   743	34		3061
   300	   301	60		5434
   300	   233	40		3563
   300	   408	31		2806
   300	   232	80		7183
   300	   145	48		4301
   300	    10	25		2281
   300	     5	26		2378
   300	   989	41		3650
   300	   846	97		8716
   300	   300	0		0
   300	   403	46		4126
   300	   934	42		3804
   300	    52	62		5590
   300	   759	36		3266
   300	   151	111		9986
   300	   218	108		9692
   403	   743	62		5584
   403	   301	91		8224
   403	   233	31		2820
   403	   408	42		3755
   403	   232	114		10288
   403	   145	76		6797
   403	    10	70		6311
   403	     5	26		2322
   403	   989	77		6962
   403	   300	46		4126
   403	   403	0		0
   403	   934	11		994
   403	    52	18		1661
   403	   759	48		4301
   934	   743	64		5790
   934	   301	94		8455
   934	   233	38		3458
   934	   408	46		4138
   934	   232	116		10461
   934	   145	78		7063
   934	    10	65		5830
   934	     5	18		1618
   934	   989	69		6229
   934	   300	42		3804
   934	   403	11		994
   934	   934	0		0
   934	    52	28		2564
   934	   759	38		3375
    52	   743	72		6445
    52	   301	100		8955
    52	   233	36		3238
    52	   408	50		4491
    52	   145	84		7519
    52	    10	87		7839
    52	     5	44		3981
    52	   989	96		8609
    52	   300	62		5590
    52	   403	18		1661
    52	   934	28		2564
    52	    52	0		0
    52	   759	66		5935
   759	   743	70		6308
   759	   301	96		8681
   759	   233	63		5673
   759	   408	62		5556
   759	   232	115		10327
   759	   145	84		7566
   759	    10	44		3956
   759	     5	24		2178
   759	   989	37		3314
   759	   300	36		3266
   759	   403	48		4301
   759	   934	38		3375
   759	    52	66		5935
   759	   759	0		0
   151	   743	88		7905
   151	   301	60		5433
   151	   408	109		9846
   151	   232	37		3345
   151	   145	76		6842
   151	    10	101		9046
   151	   989	119		10737
   151	   846	43		3852
   151	   300	111		9986
   151	   151	0		0
   151	   218	25		2268
   218	   743	79		7109
   218	   301	49		4446
   218	   233	112		10084
   218	   408	99		8923
   218	   232	28		2512
   218	   145	65		5866
   218	    10	103		9273
   218	   846	20		1788
   218	   300	108		9692
   218	   151	25		2268
   218	   218	0		0
   491	   491	0		0
   491	   740	87		7825
   491	   593	68		6154
   491	   178	39		3467
   491	   507	37		3287
   491	   213	47		4251
   491	   171	62		5570
   491	   681	68		6152
   491	    90	108		9753
   491	   768	59		5295
   491	    97	27		2392
   491	   623	51		4624
   491	   588	47		4209
   491	    46	98		8797
   740	   491	87		7825
   740	   740	0		0
   740	   593	102		9171
   740	   178	54		4850
   740	   507	117		10530
   740	   213	118		10627
   740	   171	65		5859
   740	   681	38		3395
   740	    90	63		5708
   740	   768	28		2547
   740	    97	114		10215
   740	   623	53		4767
   740	    46	25		2236
   593	   491	68		6154
   593	   740	102		9171
   593	   593	0		0
   593	   178	58		5192
   593	   507	99		8923
   593	   213	44		3932
   593	   171	37		3347
   593	   681	65		5820
   593	    90	77		6960
   593	   768	85		7659
   593	    97	76		6850
   593	   623	102		9136
   593	   588	96		8596
   593	    46	95		8551
   178	   491	39		3467
   178	   740	54		4850
   178	   593	58		5192
   178	   178	0		0
   178	   507	74		6676
   178	   213	64		5795
   178	   171	31		2825
   178	   681	30		2686
   178	    90	71		6408
   178	   768	30		2664
   178	    97	63		5713
   178	   623	45		4034
   178	   588	85		7635
   178	    46	60		5410
   507	   491	37		3287
   507	   740	117		10530
   507	   593	99		8923
   507	   178	74		6676
   507	   507	0		0
   507	   213	65		5833
   507	   171	98		8840
   507	   681	104		9351
   507	   768	89		8004
   507	    97	25		2259
   507	   623	70		6324
   507	   588	23		2092
   213	   491	47		4251
   213	   740	118		10627
   213	   593	44		3932
   213	   178	64		5795
   213	   507	65		5833
   213	   213	0		0
   213	   171	65		5871
   213	   681	87		7821
   213	    90	114		10262
   213	   768	93		8401
   213	    97	40		3574
   213	   623	96		8657
   213	   588	55		4936
   213	    46	120		10797
   171	   491	62		5570
   171	   740	65		5859
   171	   593	37		3347
   171	   178	31		2825
   171	   507	98		8840
   171	   213	65		5871
   171	   171	0		0
   171	   681	28		2480
   171	    90	50		4482
   171	   768	52		4678
   171	    97	81		7320
   171	   623	75		6759
   171	   588	103		9294
   171	    46	58		5249
   681	   491	68		6152
   681	   740	38		3395
   681	   593	65		5820
   681	   178	30		2686
   681	   507	104		9351
   681	   213	87		7821
   681	   171	28		2480
   681	   681	0		0
   681	    90	43		3908
   681	   768	31		2814
   681	    97	93		8353
   681	   623	61		5449
   681	   588	114		10298
   681	    46	33		2976
    90	   491	108		9753
    90	   740	63		5708
    90	   593	77		6960
    90	   178	71		6408
    90	   213	114		10262
    90	   171	50		4482
    90	   681	43		3908
    90	    90	0		0
    90	   768	72		6497
    90	   623	103		9252
    90	    46	40		3642
   768	   491	59		5295
   768	   740	28		2547
   768	   593	85		7659
   768	   178	30		2664
   768	   507	89		8004
   768	   213	93		8401
   768	   171	52		4678
   768	   681	31		2814
   768	    90	72		6497
   768	   768	0		0
   768	    97	85		7686
   768	   623	31		2774
   768	   588	105		9431
   768	    46	45		4014
    97	   491	27		2392
    97	   740	114		10215
    97	   593	76		6850
    97	   178	63		5713
    97	   507	25		2259
    97	   213	40		3574
    97	   171	81		7320
    97	   681	93		8353
    97	   768	85		7686
    97	    97	0		0
    97	   623	75		6777
    97	   588	22		1979
   623	   491	51		4624
   623	   740	53		4767
   623	   593	102		9136
   623	   178	45		4034
   623	   507	70		6324
   623	   213	96		8657
   623	   171	75		6759
   623	   681	61		5449
   623	    90	103		9252
   623	   768	31		2774
   623	    97	75		6777
   623	   623	0		0
   623	   588	90		8137
   623	    46	74		6665
   588	   491	47		4209
   588	   593	96		8596
   588	   178	85		7635
   588	   507	23		2092
   588	   213	55		4936
   588	   171	103		9294
   588	   681	114		10298
   588	   768	105		9431
   588	    97	22		1979
   588	   623	90		8137
   588	   588	0		0
    46	   491	98		8797
    46	   740	25		2236
    46	   593	95		8551
    46	   178	60		5410
    46	   213	120		10797
    46	   171	58		5249
    46	   681	33		2976
    46	    90	40		3642
    46	   768	45		4014
    46	   623	74		6665
    46	    46	0		0
    205	   205	0		0
   205	   765	33		2978
   205	   290	87		7839
   205	   777	92		8324
   205	   578	21		1894
   205	   785	56		5073
   205	   620	72		6441
   205	   105	62		5567
   205	   697	39		3495
   765	   205	33		2978
   765	   765	0		0
   765	   290	55		4950
   765	   777	87		7849
   765	   578	40		3621
   765	   785	88		7906
   765	   620	89		7968
   765	   105	60		5441
   765	   697	42		3798
   290	   205	87		7839
   290	   765	55		4950
   290	   290	0		0
   290	   777	89		8017
   290	   578	87		7810
   290	   105	79		7067
   290	   697	76		6814
   777	   205	92		8324
   777	   765	87		7849
   777	   290	89		8017
   777	   777	0		0
   777	   578	74		6619
   777	   785	106		9508
   777	   620	59		5296
   777	   105	31		2762
   777	   697	54		4830
   578	   205	21		1894
   578	   765	40		3621
   578	   290	87		7810
   578	   777	74		6619
   578	   578	0		0
   578	   785	51		4573
   578	   620	52		4659
   578	   105	43		3865
   578	   697	21		1878
   785	   205	56		5073
   785	   765	88		7906
   785	   777	106		9508
   785	   578	51		4573
   785	   785	0		0
   785	   620	53		4791
   785	   105	80		7224
   785	   697	66		5959
   620	   205	72		6441
   620	   765	89		7968
   620	   777	59		5296
   620	   578	52		4659
   620	   785	53		4791
   620	   620	0		0
   620	   105	44		3999
   620	   697	48		4308
   105	   205	62		5567
   105	   765	60		5441
   105	   290	79		7067
   105	   777	31		2762
   105	   578	43		3865
   105	   785	80		7224
   105	   620	44		3999
   105	   105	0		0
   105	   697	23		2073
   697	   205	39		3495
   697	   765	42		3798
   697	   290	76		6814
   697	   777	54		4830
   697	   578	21		1878
   697	   785	66		5959
   697	   620	48		4308
   697	   105	23		2073
   697	   697	0		0
   109	   109	0		0
   109	   694	34		3104
   109	    61	49		4412
   109	   433	31		2821
   109	   834	43		3846
   109	   169	56		5045
   109	   981	66		5953
   109	   103	59		5274
   109	   165	14		1251
   109	    82	7		618
   109	    86	40		3606
   694	   109	34		3104
   694	   694	0		0
   694	    61	63		5681
   694	   433	18		1598
   694	   834	55		4933
   694	   169	70		6298
   694	   981	81		7288
   694	   103	79		7093
   694	   165	22		1947
   694	    82	41		3720
   694	    86	16		1396
    61	   109	49		4412
    61	   694	63		5681
    61	    61	0		0
    61	   433	46		4151
    61	   834	8		751
    61	   169	7		650
    61	   981	18		1629
    61	   103	18		1630
    61	   165	56		5053
    61	    82	48		4330
    61	    86	77		6924
   433	   109	31		2821
   433	   694	18		1598
   433	    61	46		4151
   433	   433	0		0
   433	   834	38		3400
   433	   169	53		4750
   433	   981	64		5734
   433	   103	63		5639
   433	   165	24		2196
   433	    82	37		3342
   433	    86	33		2965
   834	   109	43		3846
   834	   694	55		4933
   834	    61	8		751
   834	   433	38		3400
   834	   834	0		0
   834	   169	15		1371
   834	   981	26		2361
   834	   103	26		2316
   834	   165	49		4382
   834	    82	43		3844
   834	    86	69		6188
   169	   109	56		5045
   169	   694	70		6298
   169	    61	7		650
   169	   433	53		4750
   169	   834	15		1371
   169	   169	0		0
   169	   981	11		991
   169	   103	15		1342
   169	   165	63		5703
   169	    82	55		4938
   169	    86	84		7558
   981	   109	66		5953
   981	   694	81		7288
   981	    61	18		1629
   981	   433	64		5734
   981	   834	26		2361
   981	   169	11		991
   981	   981	0		0
   981	   103	14		1237
   981	   165	74		6667
   981	    82	64		5797
   981	    86	95		8549
   103	   109	59		5274
   103	   694	79		7093
   103	    61	18		1630
   103	   433	63		5639
   103	   834	26		2316
   103	   169	15		1342
   103	   981	14		1237
   103	   103	0		0
   103	   165	68		6161
   103	    82	56		5012
   103	    86	92		8246
   165	   109	14		1251
   165	   694	22		1947
   165	    61	56		5053
   165	   433	24		2196
   165	   834	49		4382
   165	   169	63		5703
   165	   981	74		6667
   165	   103	68		6161
   165	   165	0		0
   165	    82	21		1859
   165	    86	26		2363
    82	   109	7		618
    82	   694	41		3720
    82	    61	48		4330
    82	   433	37		3342
    82	   834	43		3844
    82	   169	55		4938
    82	   981	64		5797
    82	   103	56		5012
    82	   165	21		1859
    82	    82	0		0
    82	    86	47		4200
    86	   109	40		3606
    86	   694	16		1396
    86	    61	77		6924
    86	   433	33		2965
    86	   834	69		6188
    86	   169	84		7558
    86	   981	95		8549
    86	   103	92		8246
    86	   165	26		2363
    86	    82	47		4200
    86	    86	0		0
    272	   272	0		0
   272	   217	39		3511
   272	   849	55		4978
   272	   924	52		4653
   272	   584	94		8453
   272	    74	66		5929
   272	   421	83		7488
   272	   236	43		3839
   217	   272	39		3511
   217	   217	0		0
   217	   849	22		1947
   217	   924	48		4304
   217	   584	80		7210
   217	    74	50		4527
   217	   421	56		5027
   217	   236	41		3665
   849	   272	55		4978
   849	   217	22		1947
   849	   849	0		0
   849	   924	40		3634
   849	   584	63		5637
   849	    74	35		3141
   849	   421	35		3108
   849	   236	37		3335
   924	   272	52		4653
   924	   217	48		4304
   924	   849	40		3634
   924	   924	0		0
   924	   584	43		3827
   924	    74	19		1694
   924	   421	44		3946
   924	   236	9		829
   584	   272	94		8453
   584	   217	80		7210
   584	   849	63		5637
   584	   924	43		3827
   584	   584	0		0
   584	    74	30		2711
   584	   421	36		3281
   584	   236	51		4618
    74	   272	66		5929
    74	   217	50		4527
    74	   849	35		3141
    74	   924	19		1694
    74	   584	30		2711
    74	    74	0		0
    74	   421	26		2311
    74	   236	25		2250
   421	   272	83		7488
   421	   217	56		5027
   421	   849	35		3108
   421	   924	44		3946
   421	   584	36		3281
   421	    74	26		2311
   421	   421	0		0
   421	   236	48		4311
   236	   272	43		3839
   236	   217	41		3665
   236	   849	37		3335
   236	   924	9		829
   236	   584	51		4618
   236	    74	25		2250
   236	   421	48		4311
   236	   236	0		0
   179	   179	0		0
   179	   182	50		4489
   179	   992	41		3712
   179	   410	23		2094
   179	   249	53		4790
   179	   729	58		5215
   179	   500	12		1080
   179	   931	94		8443
   179	    77	40		3620
   179	   172	58		5237
   179	   226	86		7731
   179	   592	29		2569
   179	   892	33		3003
   179	   275	52		4703
   179	   850	23		2110
   179	   291	80		7157
   179	   495	52		4700
   179	   216	86		7727
   179	   312	108		9726
   179	   265	104		9375
   179	   435	48		4339
   182	   179	50		4489
   182	   182	0		0
   182	   992	87		7819
   182	   410	73		6575
   182	   249	51		4564
   182	   729	94		8429
   182	   500	39		3489
   182	    77	87		7847
   182	   172	50		4542
   182	   226	114		10279
   182	   592	43		3864
   182	   892	72		6469
   182	   275	102		9190
   182	   850	54		4817
   182	   291	33		2974
   182	   495	64		5753
   182	   435	28		2491
   992	   179	41		3712
   992	   182	87		7819
   992	   992	0		0
   992	   410	24		2142
   992	   249	65		5846
   992	   729	26		2385
   992	   500	53		4760
   992	   931	53		4751
   992	    77	44		3924
   992	   172	98		8821
   992	   226	56		5037
   992	   601	85		7662
   992	   592	48		4347
   992	   892	19		1695
   992	   275	29		2575
   992	   850	59		5311
   992	   291	119		10690
   992	   256	93		8376
   992	   495	53		4729
   992	   216	47		4266
   992	   312	77		6894
   992	   265	66		5957
   992	   435	89		8049
   410	   179	23		2094
   410	   182	73		6575
   410	   992	24		2142
   410	   410	0		0
   410	   249	67		5985
   410	   729	48		4310
   410	   500	35		3155
   410	   931	73		6601
   410	    77	25		2271
   410	   172	76		6799
   410	   226	78		7000
   410	   601	107		9660
   410	   592	44		3934
   410	   892	28		2517
   410	   275	29		2618
   410	   850	36		3230
   410	   291	103		9238
   410	   256	117		10511
   410	   495	59		5353
   410	   216	71		6407
   410	   312	99		8927
   410	   265	90		8099
   410	   435	70		6282
   249	   179	53		4790
   249	   182	51		4564
   249	   992	65		5846
   249	   410	67		5985
   249	   249	0		0
   249	   729	57		5136
   249	   500	52		4692
   249	   931	108		9728
   249	    77	90		8141
   249	   172	93		8405
   249	   226	69		6173
   249	   592	25		2222
   249	   892	46		4153
   249	   275	91		8177
   249	   850	74		6624
   249	   291	81		7289
   249	   495	17		1542
   249	   216	85		7608
   249	   312	87		7867
   249	   265	97		8774
   249	   435	73		6549
   729	   179	58		5215
   729	   182	94		8429
   729	   992	26		2385
   729	   410	48		4310
   729	   249	57		5136
   729	   729	0		0
   729	   500	68		6081
   729	   931	51		4607
   729	    77	70		6296
   729	   172	116		10444
   729	   226	30		2692
   729	   601	75		6772
   729	   592	51		4572
   729	   892	25		2218
   729	   275	53		4779
   729	   850	80		7170
   729	   256	75		6746
   729	   495	41		3659
   729	   216	30		2696
   729	   312	51		4627
   729	   265	47		4229
   729	   435	103		9295
   500	   179	12		1080
   500	   182	39		3489
   500	   992	53		4760
   500	   410	35		3155
   500	   249	52		4692
   500	   729	68		6081
   500	   500	0		0
   500	   931	106		9504
   500	    77	49		4406
   500	   172	49		4403
   500	   226	94		8482
   500	   592	29		2583
   500	   892	43		3869
   500	   275	64		5743
   500	   850	22		1946
   500	   291	68		6084
   500	   495	55		4948
   500	   216	96		8669
   500	   312	116		10475
   500	   265	114		10289
   500	   435	37		3297
   931	   179	94		8443
   931	   992	53		4751
   931	   410	73		6601
   931	   249	108		9728
   931	   729	51		4607
   931	   500	106		9504
   931	   931	0		0
   931	    77	82		7357
   931	   226	58		5218
   931	   601	35		3189
   931	   592	98		8822
   931	   892	67		6071
   931	   275	54		4871
   931	   850	109		9812
   931	   256	55		4973
   931	   495	92		8266
   931	   216	32		2872
   931	   312	65		5884
   931	   265	40		3582
    77	   179	40		3620
    77	   182	87		7847
    77	   992	44		3924
    77	   410	25		2271
    77	   249	90		8141
    77	   729	70		6296
    77	   500	49		4406
    77	   931	82		7357
    77	    77	0		0
    77	   172	74		6649
    77	   226	100		8962
    77	   601	117		10544
    77	   592	67		5988
    77	   892	53		4758
    77	   275	28		2498
    77	   850	37		3326
    77	   291	112		10119
    77	   495	85		7612
    77	   216	88		7953
    77	   312	120		10799
    77	   265	107		9613
    77	   435	76		6828
   172	   179	58		5237
   172	   182	50		4542
   172	   992	98		8821
   172	   410	76		6799
   172	   249	93		8405
   172	   729	116		10444
   172	   500	49		4403
   172	    77	74		6649
   172	   172	0		0
   172	   592	75		6712
   172	   892	91		8226
   172	   275	99		8907
   172	   850	40		3589
   172	   291	53		4762
   172	   495	101		9099
   172	   435	23		2051
   226	   179	86		7731
   226	   182	114		10279
   226	   992	56		5037
   226	   410	78		7000
   226	   249	69		6173
   226	   729	30		2692
   226	   500	94		8482
   226	   931	58		5218
   226	    77	100		8962
   226	   226	0		0
   226	   601	67		6042
   226	   592	72		6500
   226	   892	53		4757
   226	   275	80		7231
   226	   850	108		9764
   226	   256	55		4978
   226	   495	52		4671
   226	   216	26		2350
   226	   312	22		1996
   226	   265	31		2752
   601	   992	85		7662
   601	   410	107		9660
   601	   729	75		6772
   601	   931	35		3189
   601	    77	117		10544
   601	   226	67		6042
   601	   601	0		0
   601	   892	97		8696
   601	   275	90		8060
   601	   256	30		2729
   601	   495	114		10230
   601	   216	46		4160
   601	   312	62		5594
   601	   265	37		3342
