NIVEL,CODIGO,DESTINO,POP ATENDIDA,Physicians,Nurses,OtherCadres,CommunityBased,Beds,CTScanner,MRIUnit,Mammography,Radiotherapy
3,272,Kokkola,65348.00,29.51,107.10,34.27,0.00,38.55,0.71,0.57,0.38,0.19
3,153,Imatra,119591.00,14.22,51.61,16.52,0.00,18.58,0.34,0.27,0.18,0.09
3,749,Siilinjärvi,235851.00,12.48,45.31,14.50,0.00,16.31,0.30,0.24,0.16,0.08
3,75,Hamina,148033.00,11.18,40.56,12.98,0.00,14.60,0.27,0.21,0.14,0.07
3,593,Pieksämäki,124860.00,9.23,33.51,10.72,0.00,12.06,0.22,0.18,0.12,0.06
3,305,Kuusamo,17558.00,8.79,31.90,10.21,0.00,11.48,0.21,0.17,0.11,0.06
3,276,Kontiolahti,152697.00,9.18,33.32,10.66,0.00,12.00,0.22,0.18,0.12,0.06
3,10,Alavus,178914.00,9.20,33.38,10.68,0.00,12.02,0.22,0.18,0.12,0.06
3,765,Sotkamo,67751.00,6.07,22.05,7.05,0.00,7.94,0.15,0.12,0.08,0.04
3,249,Keuruu,271186.00,10.22,37.08,11.87,0.00,13.35,0.25,0.20,0.13,0.07
3,224,Karkkila,1836816.00,5.12,18.59,5.95,0.00,6.69,0.12,0.10,0.07,0.03
3,241,Keminmaa,56779.00,4.52,16.41,5.25,0.00,5.91,0.11,0.09,0.06,0.03
3,615,Pudasjärvi,16350.00,4.29,15.57,4.98,0.00,5.61,0.10,0.08,0.06,0.03
3,433,Loppi,164397.00,4.58,16.63,5.32,0.00,5.99,0.11,0.09,0.06,0.03
3,320,Kemijärvi,80063.00,3.87,14.05,4.50,0.00,5.06,0.09,0.07,0.05,0.03
3,563,Oulainen,382142.00,3.95,14.35,4.59,0.00,5.17,0.10,0.08,0.05,0.03
3,893,Nykarleby,177701.00,7.00,25.40,8.13,0.00,9.14,0.17,0.13,0.09,0.05
3,79,Harjavalta,201574.00,3.83,13.91,4.45,0.00,5.01,0.09,0.07,0.05,0.02
3,143,Ikaalinen,544900.00,3.95,14.32,4.58,0.00,5.15,0.10,0.08,0.05,0.03
3,148,Inari,8120.00,4.30,15.59,4.99,0.00,5.61,0.10,0.08,0.06,0.03
3,261,Kittilä,24429.00,3.92,14.23,4.55,0.00,5.12,0.09,0.08,0.05,0.03
3,704,Rusko,491637.00,4.27,15.49,4.96,0.00,5.58,0.10,0.08,0.06,0.03
3,170,Jomala,32197.00,4.04,14.67,4.70,0.00,5.28,0.10,0.08,0.05,0.03
3,16,Asikkala,199927.00,4.72,17.14,5.49,0.00,6.17,0.11,0.09,0.06,0.03
