NIVEL,CODIGO,DESTINO,COD_ESP,RECURSO,POP ATENDIDA,ATEND_FTE
1,286,Kouvola,1,Physicians,73577,9.56
1,286,Kouvola,2,Nurses,73577,46.35
1,286,Kouvola,3,OtherCadres,73577,26.49
1,286,Kouvola,4,CommunityBased,73577,25.75
1,286,Kouvola,5,Beds,73577,0.00
1,286,Kouvola,6,CTScanner,73577,0.00
1,286,Kouvola,7,MRIUnit,73577,0.00
1,286,Kouvola,8,Mammography,73577,0.00
1,286,Kouvola,9,Radiotherapy,73577,0.00
1,698,Rovaniemi,1,Physicians,66467,8.64
1,698,Rovaniemi,2,Nurses,66467,41.87
1,698,Rovaniemi,3,OtherCadres,66467,23.93
1,698,Rovaniemi,4,CommunityBased,66467,23.26
1,698,Rovaniemi,5,Beds,66467,0.00
1,698,Rovaniemi,6,CTScanner,66467,0.00
1,698,Rovaniemi,7,MRIUnit,66467,0.00
1,698,Rovaniemi,8,Mammography,66467,0.00
1,698,Rovaniemi,9,Radiotherapy,66467,0.00
1,491,Mikkeli,1,Physicians,48693,6.33
1,491,Mikkeli,2,Nurses,48693,30.68
1,491,Mikkeli,3,OtherCadres,48693,17.53
1,491,Mikkeli,4,CommunityBased,48693,17.04
1,491,Mikkeli,5,Beds,48693,0.00
1,491,Mikkeli,6,CTScanner,48693,0.00
1,491,Mikkeli,7,MRIUnit,48693,0.00
1,491,Mikkeli,8,Mammography,48693,0.00
1,491,Mikkeli,9,Radiotherapy,48693,0.00
1,734,Salo,1,Physicians,47619,6.19
1,734,Salo,2,Nurses,47619,30.00
1,734,Salo,3,OtherCadres,47619,17.14
1,734,Salo,4,CommunityBased,47619,16.67
1,734,Salo,5,Beds,47619,0.00
1,734,Salo,6,CTScanner,47619,0.00
1,734,Salo,7,MRIUnit,47619,0.00
1,734,Salo,8,Mammography,47619,0.00
1,734,Salo,9,Radiotherapy,47619,0.00
1,272,Kokkola,1,Physicians,47598,6.19
1,272,Kokkola,2,Nurses,47598,29.99
1,272,Kokkola,3,OtherCadres,47598,17.14
1,272,Kokkola,4,CommunityBased,47598,16.66
1,272,Kokkola,5,Beds,47598,0.00
1,272,Kokkola,6,CTScanner,47598,0.00
1,272,Kokkola,7,MRIUnit,47598,0.00
1,272,Kokkola,8,Mammography,47598,0.00
1,272,Kokkola,9,Radiotherapy,47598,0.00
1,543,Nurmijärvi,1,Physicians,224940,29.24
1,543,Nurmijärvi,2,Nurses,224940,141.71
1,543,Nurmijärvi,3,OtherCadres,224940,80.98
1,543,Nurmijärvi,4,CommunityBased,224940,78.73
1,543,Nurmijärvi,5,Beds,224940,0.00
1,543,Nurmijärvi,6,CTScanner,224940,0.00
1,543,Nurmijärvi,7,MRIUnit,224940,0.00
1,543,Nurmijärvi,8,Mammography,224940,0.00
1,543,Nurmijärvi,9,Radiotherapy,224940,0.00
1,205,Kajaani,1,Physicians,34732,4.52
1,205,Kajaani,2,Nurses,34732,21.88
1,205,Kajaani,3,OtherCadres,34732,12.50
1,205,Kajaani,4,CommunityBased,34732,12.16
1,205,Kajaani,5,Beds,34732,0.00
1,205,Kajaani,6,CTScanner,34732,0.00
1,205,Kajaani,7,MRIUnit,34732,0.00
1,205,Kajaani,8,Mammography,34732,0.00
1,205,Kajaani,9,Radiotherapy,34732,0.00
1,740,Savonlinna,1,Physicians,28185,3.66
1,740,Savonlinna,2,Nurses,28185,17.76
1,740,Savonlinna,3,OtherCadres,28185,10.15
1,740,Savonlinna,4,CommunityBased,28185,9.86
1,740,Savonlinna,5,Beds,28185,0.00
1,740,Savonlinna,6,CTScanner,28185,0.00
1,740,Savonlinna,7,MRIUnit,28185,0.00
1,740,Savonlinna,8,Mammography,28185,0.00
1,740,Savonlinna,9,Radiotherapy,28185,0.00
1,710,Raasepori,1,Physicians,26057,3.39
1,710,Raasepori,2,Nurses,26057,16.42
1,710,Raasepori,3,OtherCadres,26057,9.38
1,710,Raasepori,4,CommunityBased,26057,9.12
1,710,Raasepori,5,Beds,26057,0.00
1,710,Raasepori,6,CTScanner,26057,0.00
1,710,Raasepori,7,MRIUnit,26057,0.00
1,710,Raasepori,8,Mammography,26057,0.00
1,710,Raasepori,9,Radiotherapy,26057,0.00
1,153,Imatra,1,Physicians,27216,3.54
1,153,Imatra,2,Nurses,27216,17.15
1,153,Imatra,3,OtherCadres,27216,9.80
1,153,Imatra,4,CommunityBased,27216,9.53
1,153,Imatra,5,Beds,27216,0.00
1,153,Imatra,6,CTScanner,27216,0.00
1,153,Imatra,7,MRIUnit,27216,0.00
1,153,Imatra,8,Mammography,27216,0.00
1,153,Imatra,9,Radiotherapy,27216,0.00
1,790,Sastamala,1,Physicians,21791,2.83
1,790,Sastamala,2,Nurses,21791,13.73
1,790,Sastamala,3,OtherCadres,21791,7.84
1,790,Sastamala,4,CommunityBased,21791,7.63
1,790,Sastamala,5,Beds,21791,0.00
1,790,Sastamala,6,CTScanner,21791,0.00
1,790,Sastamala,7,MRIUnit,21791,0.00
1,790,Sastamala,8,Mammography,21791,0.00
1,790,Sastamala,9,Radiotherapy,21791,0.00
1,678,Raahe,1,Physicians,22491,2.92
1,678,Raahe,2,Nurses,22491,14.17
1,678,Raahe,3,OtherCadres,22491,8.10
1,678,Raahe,4,CommunityBased,22491,7.87
1,678,Raahe,5,Beds,22491,0.00
1,678,Raahe,6,CTScanner,22491,0.00
1,678,Raahe,7,MRIUnit,22491,0.00
1,678,Raahe,8,Mammography,22491,0.00
1,678,Raahe,9,Radiotherapy,22491,0.00
1,749,Siilinjärvi,1,Physicians,145519,18.92
1,749,Siilinjärvi,2,Nurses,145519,91.68
1,749,Siilinjärvi,3,OtherCadres,145519,52.39
1,749,Siilinjärvi,4,CommunityBased,145519,50.93
1,749,Siilinjärvi,5,Beds,145519,0.00
1,749,Siilinjärvi,6,CTScanner,145519,0.00
1,749,Siilinjärvi,7,MRIUnit,145519,0.00
1,749,Siilinjärvi,8,Mammography,145519,0.00
1,749,Siilinjärvi,9,Radiotherapy,145519,0.00
1,182,Jämsä,1,Physicians,17156,2.23
1,182,Jämsä,2,Nurses,17156,10.81
1,182,Jämsä,3,OtherCadres,17156,6.18
1,182,Jämsä,4,CommunityBased,17156,6.00
1,182,Jämsä,5,Beds,17156,0.00
1,182,Jämsä,6,CTScanner,17156,0.00
1,182,Jämsä,7,MRIUnit,17156,0.00
1,182,Jämsä,8,Mammography,17156,0.00
1,182,Jämsä,9,Radiotherapy,17156,0.00
1,75,Hamina,1,Physicians,65436,8.51
1,75,Hamina,2,Nurses,65436,41.22
1,75,Hamina,3,OtherCadres,65436,23.56
1,75,Hamina,4,CommunityBased,65436,22.90
1,75,Hamina,5,Beds,65436,0.00
1,75,Hamina,6,CTScanner,65436,0.00
1,75,Hamina,7,MRIUnit,65436,0.00
1,75,Hamina,8,Mammography,65436,0.00
1,75,Hamina,9,Radiotherapy,65436,0.00
1,111,Heinola,1,Physicians,16672,2.17
1,111,Heinola,2,Nurses,16672,10.50
1,111,Heinola,3,OtherCadres,16672,6.00
1,111,Heinola,4,CommunityBased,16672,5.84
1,111,Heinola,5,Beds,16672,0.00
1,111,Heinola,6,CTScanner,16672,0.00
1,111,Heinola,7,MRIUnit,16672,0.00
1,111,Heinola,8,Mammography,16672,0.00
1,111,Heinola,9,Radiotherapy,16672,0.00
1,604,Pirkkala,1,Physicians,390675,50.79
1,604,Pirkkala,2,Nurses,390675,246.13
1,604,Pirkkala,3,OtherCadres,390675,140.64
1,604,Pirkkala,4,CommunityBased,390675,136.74
1,604,Pirkkala,5,Beds,390675,0.00
1,604,Pirkkala,6,CTScanner,390675,0.00
1,604,Pirkkala,7,MRIUnit,390675,0.00
1,604,Pirkkala,8,Mammography,390675,0.00
1,604,Pirkkala,9,Radiotherapy,390675,0.00
1,410,Laukaa,1,Physicians,18487,2.40
1,410,Laukaa,2,Nurses,18487,11.65
1,410,Laukaa,3,OtherCadres,18487,6.66
1,410,Laukaa,4,CommunityBased,18487,6.47
1,410,Laukaa,5,Beds,18487,0.00
1,410,Laukaa,6,CTScanner,18487,0.00
1,410,Laukaa,7,MRIUnit,18487,0.00
1,410,Laukaa,8,Mammography,18487,0.00
1,410,Laukaa,9,Radiotherapy,18487,0.00
1,593,Pieksämäki,1,Physicians,14892,1.94
1,593,Pieksämäki,2,Nurses,14892,9.38
1,593,Pieksämäki,3,OtherCadres,14892,5.36
1,593,Pieksämäki,4,CommunityBased,14892,5.21
1,593,Pieksämäki,5,Beds,14892,0.00
1,593,Pieksämäki,6,CTScanner,14892,0.00
1,593,Pieksämäki,7,MRIUnit,14892,0.00
1,593,Pieksämäki,8,Mammography,14892,0.00
1,593,Pieksämäki,9,Radiotherapy,14892,0.00
1,244,Kempele,1,Physicians,261786,34.03
1,244,Kempele,2,Nurses,261786,164.93
1,244,Kempele,3,OtherCadres,261786,94.24
1,244,Kempele,4,CommunityBased,261786,91.62
1,244,Kempele,5,Beds,261786,0.00
1,244,Kempele,6,CTScanner,261786,0.00
1,244,Kempele,7,MRIUnit,261786,0.00
1,244,Kempele,8,Mammography,261786,0.00
1,244,Kempele,9,Radiotherapy,261786,0.00
1,560,Orimattila,1,Physicians,135921,17.67
1,560,Orimattila,2,Nurses,135921,85.63
1,560,Orimattila,3,OtherCadres,135921,48.93
1,560,Orimattila,4,CommunityBased,135921,47.57
1,560,Orimattila,5,Beds,135921,0.00
1,560,Orimattila,6,CTScanner,135921,0.00
1,560,Orimattila,7,MRIUnit,135921,0.00
1,560,Orimattila,8,Mammography,135921,0.00
1,560,Orimattila,9,Radiotherapy,135921,0.00
1,305,Kuusamo,1,Physicians,14178,1.84
1,305,Kuusamo,2,Nurses,14178,8.93
1,305,Kuusamo,3,OtherCadres,14178,5.10
1,305,Kuusamo,4,CommunityBased,14178,4.96
1,305,Kuusamo,5,Beds,14178,0.00
1,305,Kuusamo,6,CTScanner,14178,0.00
1,305,Kuusamo,7,MRIUnit,14178,0.00
1,305,Kuusamo,8,Mammography,14178,0.00
1,305,Kuusamo,9,Radiotherapy,14178,0.00
1,445,Pargas,1,Physicians,221352,28.78
1,445,Pargas,2,Nurses,221352,139.45
1,445,Pargas,3,OtherCadres,221352,79.69
1,445,Pargas,4,CommunityBased,221352,77.47
1,445,Pargas,5,Beds,221352,0.00
1,445,Pargas,6,CTScanner,221352,0.00
1,445,Pargas,7,MRIUnit,221352,0.00
1,445,Pargas,8,Mammography,221352,0.00
1,445,Pargas,9,Radiotherapy,221352,0.00
1,276,Kontiolahti,1,Physicians,93431,12.15
1,276,Kontiolahti,2,Nurses,93431,58.86
1,276,Kontiolahti,3,OtherCadres,93431,33.64
1,276,Kontiolahti,4,CommunityBased,93431,32.70
1,276,Kontiolahti,5,Beds,93431,0.00
1,276,Kontiolahti,6,CTScanner,93431,0.00
1,276,Kontiolahti,7,MRIUnit,93431,0.00
1,276,Kontiolahti,8,Mammography,93431,0.00
1,276,Kontiolahti,9,Radiotherapy,93431,0.00
1,408,Lapua,1,Physicians,26818,3.49
1,408,Lapua,2,Nurses,26818,16.90
1,408,Lapua,3,OtherCadres,26818,9.65
1,408,Lapua,4,CommunityBased,26818,9.39
1,408,Lapua,5,Beds,26818,0.00
1,408,Lapua,6,CTScanner,26818,0.00
1,408,Lapua,7,MRIUnit,26818,0.00
1,408,Lapua,8,Mammography,26818,0.00
1,408,Lapua,9,Radiotherapy,26818,0.00
1,232,Kauhajoki,1,Physicians,11592,1.51
1,232,Kauhajoki,2,Nurses,11592,7.30
1,232,Kauhajoki,3,OtherCadres,11592,4.17
1,232,Kauhajoki,4,CommunityBased,11592,4.06
1,232,Kauhajoki,5,Beds,11592,0.00
1,232,Kauhajoki,6,CTScanner,11592,0.00
1,232,Kauhajoki,7,MRIUnit,11592,0.00
1,232,Kauhajoki,8,Mammography,11592,0.00
1,232,Kauhajoki,9,Radiotherapy,11592,0.00
1,145,Ilmajoki,1,Physicians,98726,12.83
1,145,Ilmajoki,2,Nurses,98726,62.20
1,145,Ilmajoki,3,OtherCadres,98726,35.54
1,145,Ilmajoki,4,CommunityBased,98726,34.55
1,145,Ilmajoki,5,Beds,98726,0.00
1,145,Ilmajoki,6,CTScanner,98726,0.00
1,145,Ilmajoki,7,MRIUnit,98726,0.00
1,145,Ilmajoki,8,Mammography,98726,0.00
1,145,Ilmajoki,9,Radiotherapy,98726,0.00
1,426,Liperi,1,Physicians,11314,1.47
1,426,Liperi,2,Nurses,11314,7.13
1,426,Liperi,3,OtherCadres,11314,4.07
1,426,Liperi,4,CommunityBased,11314,3.96
1,426,Liperi,5,Beds,11314,0.00
1,426,Liperi,6,CTScanner,11314,0.00
1,426,Liperi,7,MRIUnit,11314,0.00
1,426,Liperi,8,Mammography,11314,0.00
1,426,Liperi,9,Radiotherapy,11314,0.00
1,10,Alavus,1,Physicians,10100,1.31
1,10,Alavus,2,Nurses,10100,6.36
1,10,Alavus,3,OtherCadres,10100,3.64
1,10,Alavus,4,CommunityBased,10100,3.54
1,10,Alavus,5,Beds,10100,0.00
1,10,Alavus,6,CTScanner,10100,0.00
1,10,Alavus,7,MRIUnit,10100,0.00
1,10,Alavus,8,Mammography,10100,0.00
1,10,Alavus,9,Radiotherapy,10100,0.00
1,422,Lieksa,1,Physicians,9068,1.18
1,422,Lieksa,2,Nurses,9068,5.71
1,422,Lieksa,3,OtherCadres,9068,3.26
1,422,Lieksa,4,CommunityBased,9068,3.17
1,422,Lieksa,5,Beds,9068,0.00
1,422,Lieksa,6,CTScanner,9068,0.00
1,422,Lieksa,7,MRIUnit,9068,0.00
1,422,Lieksa,8,Mammography,9068,0.00
1,422,Lieksa,9,Radiotherapy,9068,0.00
1,535,Nivala,1,Physicians,9405,1.22
1,535,Nivala,2,Nurses,9405,5.93
1,535,Nivala,3,OtherCadres,9405,3.39
1,535,Nivala,4,CommunityBased,9405,3.29
1,535,Nivala,5,Beds,9405,0.00
1,535,Nivala,6,CTScanner,9405,0.00
1,535,Nivala,7,MRIUnit,9405,0.00
1,535,Nivala,8,Mammography,9405,0.00
1,535,Nivala,9,Radiotherapy,9405,0.00
1,765,Sotkamo,1,Physicians,9798,1.27
1,765,Sotkamo,2,Nurses,9798,6.17
1,765,Sotkamo,3,OtherCadres,9798,3.53
1,765,Sotkamo,4,CommunityBased,9798,3.43
1,765,Sotkamo,5,Beds,9798,0.00
1,765,Sotkamo,6,CTScanner,9798,0.00
1,765,Sotkamo,7,MRIUnit,9798,0.00
1,765,Sotkamo,8,Mammography,9798,0.00
1,765,Sotkamo,9,Radiotherapy,9798,0.00
1,102,Huittinen,1,Physicians,9044,1.18
1,102,Huittinen,2,Nurses,9044,5.70
1,102,Huittinen,3,OtherCadres,9044,3.26
1,102,Huittinen,4,CommunityBased,9044,3.17
1,102,Huittinen,5,Beds,9044,0.00
1,102,Huittinen,6,CTScanner,9044,0.00
1,102,Huittinen,7,MRIUnit,9044,0.00
1,102,Huittinen,8,Mammography,9044,0.00
1,102,Huittinen,9,Radiotherapy,9044,0.00
1,249,Keuruu,1,Physicians,9723,1.26
1,249,Keuruu,2,Nurses,9723,6.13
1,249,Keuruu,3,OtherCadres,9723,3.50
1,249,Keuruu,4,CommunityBased,9723,3.40
1,249,Keuruu,5,Beds,9723,0.00
1,249,Keuruu,6,CTScanner,9723,0.00
1,249,Keuruu,7,MRIUnit,9723,0.00
1,249,Keuruu,8,Mammography,9723,0.00
1,249,Keuruu,9,Radiotherapy,9723,0.00
1,402,Lapinlahti,1,Physicians,8388,1.09
1,402,Lapinlahti,2,Nurses,8388,5.28
1,402,Lapinlahti,3,OtherCadres,8388,3.02
1,402,Lapinlahti,4,CommunityBased,8388,2.94
1,402,Lapinlahti,5,Beds,8388,0.00
1,402,Lapinlahti,6,CTScanner,8388,0.00
1,402,Lapinlahti,7,MRIUnit,8388,0.00
1,402,Lapinlahti,8,Mammography,8388,0.00
1,402,Lapinlahti,9,Radiotherapy,8388,0.00
1,139,Ii,1,Physicians,9430,1.23
1,139,Ii,2,Nurses,9430,5.94
1,139,Ii,3,OtherCadres,9430,3.39
1,139,Ii,4,CommunityBased,9430,3.30
1,139,Ii,5,Beds,9430,0.00
1,139,Ii,6,CTScanner,9430,0.00
1,139,Ii,7,MRIUnit,9430,0.00
1,139,Ii,8,Mammography,9430,0.00
1,139,Ii,9,Radiotherapy,9430,0.00
1,420,Leppävirta,1,Physicians,26401,3.43
1,420,Leppävirta,2,Nurses,26401,16.63
1,420,Leppävirta,3,OtherCadres,26401,9.50
1,420,Leppävirta,4,CommunityBased,26401,9.24
1,420,Leppävirta,5,Beds,26401,0.00
1,420,Leppävirta,6,CTScanner,26401,0.00
1,420,Leppävirta,7,MRIUnit,26401,0.00
1,420,Leppävirta,8,Mammography,26401,0.00
1,420,Leppävirta,9,Radiotherapy,26401,0.00
1,729,Saarijärvi,1,Physicians,8084,1.05
1,729,Saarijärvi,2,Nurses,8084,5.09
1,729,Saarijärvi,3,OtherCadres,8084,2.91
1,729,Saarijärvi,4,CommunityBased,8084,2.83
1,729,Saarijärvi,5,Beds,8084,0.00
1,729,Saarijärvi,6,CTScanner,8084,0.00
1,729,Saarijärvi,7,MRIUnit,8084,0.00
1,729,Saarijärvi,8,Mammography,8084,0.00
1,729,Saarijärvi,9,Radiotherapy,8084,0.00
1,500,Muurame,1,Physicians,162702,21.15
1,500,Muurame,2,Nurses,162702,102.50
1,500,Muurame,3,OtherCadres,162702,58.57
1,500,Muurame,4,CommunityBased,162702,56.95
1,500,Muurame,5,Beds,162702,0.00
1,500,Muurame,6,CTScanner,162702,0.00
1,500,Muurame,7,MRIUnit,162702,0.00
1,500,Muurame,8,Mammography,162702,0.00
1,500,Muurame,9,Radiotherapy,162702,0.00
1,235,Kauniainen,1,Physicians,1358351,176.59
1,235,Kauniainen,2,Nurses,1358351,855.76
1,235,Kauniainen,3,OtherCadres,1358351,489.01
1,235,Kauniainen,4,CommunityBased,1358351,475.42
1,235,Kauniainen,5,Beds,1358351,0.00
1,235,Kauniainen,6,CTScanner,1358351,0.00
1,235,Kauniainen,7,MRIUnit,1358351,0.00
1,235,Kauniainen,8,Mammography,1358351,0.00
1,235,Kauniainen,9,Radiotherapy,1358351,0.00
1,224,Karkkila,1,Physicians,37816,4.92
1,224,Karkkila,2,Nurses,37816,23.82
1,224,Karkkila,3,OtherCadres,37816,13.61
1,224,Karkkila,4,CommunityBased,37816,13.24
1,224,Karkkila,5,Beds,37816,0.00
1,224,Karkkila,6,CTScanner,37816,0.00
1,224,Karkkila,7,MRIUnit,37816,0.00
1,224,Karkkila,8,Mammography,37816,0.00
