name,lat,lon
Le Mans,48.0077,0.1984,
Allonnes,47.9686,0.1606,
Coulaines,48.0267,0.2042,
Changé,47.9878,0.2819,
Arnage,47.9261,0.1878,
Mulsanne,47.9117,0.2489,
Parigné-l’Évêque,47.9364,0.3644,
La Suze-sur-Sarthe,47.8897,0.0253,
Yvré-l’Évêque,48.0144,0.2664,
Savigné-l’Évêque,48.0764,0.2969,
Champagné,48.0228,0.3328,
Moncé-en-Belin,47.8947,0.1981,
Sargé-lès-le-Mans,48.0336,0.2403,
La Bazoge,48.0986,0.1553,
Ruaudin,47.9447,0.2664,
Guécélard,47.8758,0.1294,
Teloché,47.8878,0.2708,
Montfort-le-Gesnois,48.0483,0.4183,
Spay,47.9233,0.1508,
Saint-Mars-la-Brière,48.0292,0.3728,
La Milesse,48.0647,0.1356,
Roézé-sur-Sarthe,47.8958,0.0669,
Saint-Saturnin,48.0575,0.1511,
Neuville-sur-Sarthe,48.0758,0.1908,
Saint-Mars-d’Outillé,47.8708,0.3322,
La Chapelle-Saint-Aubin,48.0353,0.1606,
Laigné-en-Belin,47.8781,0.2297,
Rouillon,48.0075,0.1361,
Saint-Georges-du-Bois,47.9731,0.1,
Brette-les-Pins,47.9111,0.3369,
Saint-Gervais-en-Belin,47.8772,0.2186,
Sainte-Jamme-sur-Sarthe,48.1428,0.1683,
Étival-lès-le-Mans,47.9564,0.0894,
Saint-Pavace,48.0383,0.1878,
Lombron,48.0781,0.4181,
Conlie,48.1233,-0.0175,
Montbizot,48.1472,0.1825,
Saint-Jean-d’Assé,48.1506,0.1206,
Aigné,48.0669,0.1189,
Coulans-sur-Gée,48.0217,0.0097,
Beaufay,48.1469,0.3622,
Fillé,47.8986,0.1244,
Saint-Corneille,48.0664,0.3422,
Trangé,48.0267,0.1111,
Louplande,47.9433,0.0417,
Torcé-en-Vallée,48.1333,0.3961,
Ballon,48.1758,0.2353,
Voivres-lès-le-Mans,47.9297,0.0722,
Pruillé-le-Chétif,47.9928,0.1086,
Saint-Ouen-en-Belin,47.8336,0.2106,
Joué-l’Abbé,48.1103,0.2172,
Challes,47.9311,0.4142,
Souligné-sous-Ballon,48.1389,0.2361,
La Guierche,48.1142,0.1944,
Parigné-le-Pôlin,47.8506,0.1081,
Chaufour-Notre-Dame,48.0253,0.075,
Sillé-le-Philippe,48.1078,0.3522,
Domfront-en-Champagne,48.1047,0.0281,
Cholet,47.06,-0.8783,
Beaupréau,47.2019,-0.9944,
Chemillé,47.2131,-0.7258,
Saint-Macaire-en-Mauges,47.1239,-0.9917,
Mortagne-sur-Sèvre,46.9917,-0.9539,
La Séguinière,47.0631,-0.9397,
La Verrie,46.9611,-0.995,
Le May-sur-Èvre,47.1353,-0.8928,
Saint-Laurent-sur-Sèvre,46.9586,-0.8931,
Jallais,47.1969,-0.8689,
La Tessoualle,47.0047,-0.8508,
Maulévrier,47.0092,-0.745,
La Gaubretière,46.9433,-1.0647,
Trémentines,47.1222,-0.7864,
Saint-Léger-sous-Cholet,47.0931,-0.9097,
Saint-Germain-sur-Moine,47.1178,-1.1228,
Saint-André-de-la-Marche,47.1,-0.995,
Les Epesses,46.8831,-0.9006,
Saint-Christophe-du-Bois,47.0286,-0.9453,
Villedieu-la-Blouère,47.1469,-1.0642,
Torfou,47.0375,-1.1158,
Montfaucon,47.1,-1.125,
Le Longeron,47.0181,-1.0592,
Bégrolles-en-Mauges,47.1406,-0.9414,
Le Puy-Saint-Bonnet,46.9974,-0.8922,
Andrezé,47.1714,-0.9533,
La Romagne,47.0611,-1.0219,
Yzernay,47.0217,-0.7028,
Vezins,47.1203,-0.7114,
Saint-Malô-du-Bois,46.9286,-0.9006,
Melay,47.1825,-0.6964,
Coron,47.1275,-0.6442,
Tiffauges,47.0136,-1.1114,
Chambretaud,46.9217,-0.9647,
Saint-Georges-du-Puy-de-la-Garde,47.15,-0.7592,
Nuaillé,47.0944,-0.7958,
La Tourlandry,47.1428,-0.6978,
Saint-Aubin-des-Ormeaux,46.9914,-1.0433,
Toutlemonde,47.055,-0.7669,
Treize-Vents,46.9208,-0.8478,
Roussay,47.0906,-1.0647,
La Jubaudière,47.1722,-0.8922,
La Chapelle-du-Genêt,47.1831,-1.0194,
Mazières-en-Mauges,47.0458,-0.8175,
La Poitevinière,47.2278,-0.8975,
Saint-Martin-des-Tilleuls,46.9739,-1.0511,
La Renaudière,47.1206,-1.0597,
La Plaine,47.0681,-0.635,
Nantes,47.2181,-1.5528,
Saint-Herblain,47.2122,-1.6497,
Rezé,47.1833,-1.55,
Saint-Sébastien-sur-Loire,47.2081,-1.5014,
Orvault,47.2717,-1.6225,
Vertou,47.1689,-1.4697,
Couëron,47.2156,-1.7228,
Carquefou,47.2969,-1.4928,
Bouguenais,47.1775,-1.6214,
La Chapelle-sur-Erdre,47.2989,-1.5528,
Sainte-Luce-sur-Loire,47.2494,-1.4867,
Thouaré-sur-Loire,47.2675,-1.4406,
Treillières,47.3308,-1.6267,
Basse-Goulaine,47.2153,-1.4656,
Saint-Philbert-de-Grand-Lieu,47.035,-1.64,
Les Sorinières,47.1464,-1.53,
Sautron,47.2636,-1.6683,
Bouaye,47.1436,-1.6889,
Saint-Étienne-de-Montluc,47.2764,-1.7803,
Saint-Julien-de-Concelles,47.2533,-1.3856,
Sainte-Pazanne,47.1031,-1.8108,
La Montagne,47.19,-1.6839,
Pont-Saint-Martin,47.1236,-1.5844,
Grandchamps-des-Fontaines,47.365,-1.6053,
Vigneux-de-Bretagne,47.3261,-1.7383,
Saint-Jean-de-Boiseau,47.1942,-1.7247,
Haute-Goulaine,47.1989,-1.4286,
La Chevrolière,47.0908,-1.6119,
Le Pellerin,47.1983,-1.7539,
La Haie-Fouassière,47.1556,-1.3992,
Basse Indre,47.1986,-1.6711,
Saint-Aignan-Grandlieu,47.1239,-1.6306,
Le Bignon,47.0983,-1.4906,
Cordemais,47.2903,-1.8789,
Geneston,47.0556,-1.5128,
Château-Thébaud,47.125,-1.4197,
Rouans,47.1853,-1.8597,
