NIVEL	CODIGO	DESTINO	POP ATENDIDA	Physicians	Nurses	OtherCadres	CommunityBased	Beds	CTScanner	MRIUnit	Mammography	Radiotherapy
2	130010	Anori	71121.00	118.77	85.35	178.51	0.00	189.89	0.47	0.36	0.22	0.02
2	130014	Apui	23278.00	38.87	27.93	58.43	0.00	62.15	0.15	0.12	0.07	0.01
2	130020	Atalaia_Do_Norte	20965.00	35.01	25.16	52.62	0.00	55.98	0.14	0.10	0.06	0.01
2	130030	Autazes	41880.00	69.94	50.26	105.12	0.00	111.82	0.28	0.21	0.13	0.01
2	130040	Barcelos	29513.00	49.29	35.42	74.08	0.00	78.80	0.19	0.15	0.09	0.01
2	130050	Barreirinha	34075.00	56.91	40.89	85.53	0.00	90.98	0.22	0.17	0.11	0.01
2	130060	Benjamin_Constant	45321.00	75.69	54.39	113.76	0.00	121.01	0.30	0.23	0.14	0.01
2	130070	Boca_Do_Acre	36645.00	61.20	43.97	91.98	0.00	97.84	0.24	0.18	0.11	0.01
2	130080	Borba	43751.00	73.06	52.50	109.82	0.00	116.82	0.29	0.22	0.14	0.01
2	130100	Carauari	46945.00	78.40	56.33	117.83	0.00	125.34	0.31	0.23	0.15	0.01
2	130110	Careiro	40320.00	67.33	48.38	101.20	0.00	107.65	0.27	0.20	0.12	0.01
2	130115	Careiro_Da_Varzea	31920.00	53.31	38.30	80.12	0.00	85.23	0.21	0.16	0.10	0.01
2	130120	Coari	90891.00	151.79	109.07	228.14	0.00	242.68	0.60	0.45	0.28	0.03
2	130130	Codajas	30307.00	50.61	36.37	76.07	0.00	80.92	0.20	0.15	0.09	0.01
2	130140	Eirunepe	46085.00	76.96	55.30	115.67	0.00	123.05	0.30	0.23	0.14	0.01
2	130150	Envira	42060.00	70.24	50.47	105.57	0.00	112.30	0.28	0.21	0.13	0.01
2	130170	Humaita	58243.00	97.27	69.89	146.19	0.00	155.51	0.38	0.29	0.18	0.02
2	130180	Ipixuna	48911.00	81.68	58.69	122.77	0.00	130.59	0.32	0.24	0.15	0.01
2	130185	Iranduba	51308.00	85.68	61.57	128.78	0.00	136.99	0.34	0.26	0.16	0.02
2	130190	Itacoatiara	107806.00	180.04	129.37	270.59	0.00	287.84	0.71	0.54	0.33	0.03
2	130240	Labrea	48799.00	81.49	58.56	122.49	0.00	130.29	0.32	0.24	0.15	0.01
2	130250	Manacapuru	103795.00	173.34	124.55	260.53	0.00	277.13	0.69	0.52	0.32	0.03
2	130255	Manaquiri	33594.00	56.10	40.31	84.32	0.00	89.70	0.22	0.17	0.10	0.01
2	130260	Manaus	2313964.00	3864.32	2776.76	5808.05	0.00	6178.28	15.27	11.57	7.17	0.69
2	130270	Manicore	59220.00	98.90	71.06	148.64	0.00	158.12	0.39	0.30	0.18	0.02
2	130280	Maraa	100490.00	167.82	120.59	252.23	0.00	268.31	0.66	0.50	0.31	0.03
2	130290	Maues	67684.00	113.03	81.22	169.89	0.00	180.72	0.45	0.34	0.21	0.02
2	130300	Nhamunda	22541.00	37.64	27.05	56.58	0.00	60.18	0.15	0.11	0.07	0.01
2	130310	Nova_Olinda_Do_Norte	39605.00	66.14	47.53	99.41	0.00	105.75	0.26	0.20	0.12	0.01
2	130320	Novo_Airao	20464.00	34.17	24.56	51.36	0.00	54.64	0.14	0.10	0.06	0.01
2	130330	Novo_Aripuana	27219.00	45.46	32.66	68.32	0.00	72.67	0.18	0.14	0.08	0.01
2	130340	Parintins	122057.00	203.84	146.47	306.36	0.00	325.89	0.81	0.61	0.38	0.04
2	130353	Presidente_Figueiredo	38129.00	63.68	45.75	95.70	0.00	101.80	0.25	0.19	0.12	0.01
2	130356	Rio_Preto_Da_Eva	35136.00	58.68	42.16	88.19	0.00	93.81	0.23	0.18	0.11	0.01
2	130370	Santo_Antonio_Do_Ica	55985.00	93.49	67.18	140.52	0.00	149.48	0.37	0.28	0.17	0.02
2	130380	Sao_Gabriel_Da_Cachoeira	48336.00	80.72	58.00	121.32	0.00	129.06	0.32	0.24	0.15	0.01
2	130390	Sao_Paulo_De_Olivenca	41540.00	69.37	49.85	104.27	0.00	110.91	0.27	0.21	0.13	0.01
2	130406	Tabatinga	69553.00	116.15	83.46	174.58	0.00	185.71	0.46	0.35	0.22	0.02
2	130420	Tefe	115082.00	192.19	138.10	288.86	0.00	307.27	0.76	0.58	0.36	0.03
2	130440	Urucurituba	96595.00	161.31	115.91	242.45	0.00	257.91	0.64	0.48	0.30	0.03
