NIVEL,CODIGO,DESTINO,COD_ESP,RECURSO,POP ATENDIDA,ATEND_FTE
1,2990474,Nevers,1,Physicians,67464,8.77
1,2990474,Nevers,2,Nurses,67464,42.50
1,2990474,Nevers,3,OtherCadres,67464,24.29
1,2990474,Nevers,4,CommunityBased,67464,23.61
1,2990474,Nevers,5,Beds,67464,0.00
1,2990474,Nevers,6,CTScanner,67464,0.00
1,2990474,Nevers,7,MRIUnit,67464,0.00
1,2990474,Nevers,8,Mammography,67464,0.00
1,2990474,Nevers,9,Radiotherapy,67464,0.00
1,11962198,Sens,1,Physicians,65832,8.56
1,11962198,Sens,2,Nurses,65832,41.47
1,11962198,Sens,3,OtherCadres,65832,23.70
1,11962198,Sens,4,CommunityBased,65832,23.04
1,11962198,Sens,5,Beds,65832,0.00
1,11962198,Sens,6,CTScanner,65832,0.00
1,11962198,Sens,7,MRIUnit,65832,0.00
1,11962198,Sens,8,Mammography,65832,0.00
1,11962198,Sens,9,Radiotherapy,65832,0.00
1,3021263,Dole,1,Physicians,55890,7.27
1,3021263,Dole,2,Nurses,55890,35.21
1,3021263,Dole,3,OtherCadres,55890,20.12
1,3021263,Dole,4,CommunityBased,55890,19.56
1,3021263,Dole,5,Beds,55890,0.00
1,3021263,Dole,6,CTScanner,55890,0.00
1,3021263,Dole,7,MRIUnit,55890,0.00
1,3021263,Dole,8,Mammography,55890,0.00
1,3021263,Dole,9,Radiotherapy,55890,0.00
1,6454607,Vesoul,1,Physicians,32990,4.29
1,6454607,Vesoul,2,Nurses,32990,20.78
1,6454607,Vesoul,3,OtherCadres,32990,11.88
1,6454607,Vesoul,4,CommunityBased,32990,11.55
1,6454607,Vesoul,5,Beds,32990,0.00
1,6454607,Vesoul,6,CTScanner,32990,0.00
1,6454607,Vesoul,7,MRIUnit,32990,0.00
1,6454607,Vesoul,8,Mammography,32990,0.00
1,6454607,Vesoul,9,Radiotherapy,32990,0.00
1,2977229,Saint-Rémy,1,Physicians,122527,15.93
1,2977229,Saint-Rémy,2,Nurses,122527,77.19
1,2977229,Saint-Rémy,3,OtherCadres,122527,44.11
1,2977229,Saint-Rémy,4,CommunityBased,122527,42.88
1,2977229,Saint-Rémy,5,Beds,122527,0.00
1,2977229,Saint-Rémy,6,CTScanner,122527,0.00
1,2977229,Saint-Rémy,7,MRIUnit,122527,0.00
1,2977229,Saint-Rémy,8,Mammography,122527,0.00
1,2977229,Saint-Rémy,9,Radiotherapy,122527,0.00
1,3035768,Avallon,1,Physicians,7665,1.00
1,3035768,Avallon,2,Nurses,7665,4.83
1,3035768,Avallon,3,OtherCadres,7665,2.76
1,3035768,Avallon,4,CommunityBased,7665,2.68
1,3035768,Avallon,5,Beds,7665,0.00
1,3035768,Avallon,6,CTScanner,7665,0.00
1,3035768,Avallon,7,MRIUnit,7665,0.00
1,3035768,Avallon,8,Mammography,7665,0.00
1,3035768,Avallon,9,Radiotherapy,7665,0.00
1,2997439,Louhans,1,Physicians,26358,3.43
1,2997439,Louhans,2,Nurses,26358,16.61
1,2997439,Louhans,3,OtherCadres,26358,9.49
1,2997439,Louhans,4,CommunityBased,26358,9.22
1,2997439,Louhans,5,Beds,26358,0.00
1,2997439,Louhans,6,CTScanner,26358,0.00
1,2997439,Louhans,7,MRIUnit,26358,0.00
1,2997439,Louhans,8,Mammography,26358,0.00
1,2997439,Louhans,9,Radiotherapy,26358,0.00
1,3026046,Châtillon-sur-Seine,1,Physicians,5354,0.70
1,3026046,Châtillon-sur-Seine,2,Nurses,5354,3.37
1,3026046,Châtillon-sur-Seine,3,OtherCadres,5354,1.93
1,3026046,Châtillon-sur-Seine,4,CommunityBased,5354,1.87
1,3026046,Châtillon-sur-Seine,5,Beds,5354,0.00
1,3026046,Châtillon-sur-Seine,6,CTScanner,5354,0.00
1,3026046,Châtillon-sur-Seine,7,MRIUnit,5354,0.00
1,3026046,Châtillon-sur-Seine,8,Mammography,5354,0.00
1,3026046,Châtillon-sur-Seine,9,Radiotherapy,5354,0.00
1,3031090,Bourbon-Lancy,1,Physicians,6031,0.78
1,3031090,Bourbon-Lancy,2,Nurses,6031,3.80
1,3031090,Bourbon-Lancy,3,OtherCadres,6031,2.17
1,3031090,Bourbon-Lancy,4,CommunityBased,6031,2.11
1,3031090,Bourbon-Lancy,5,Beds,6031,0.00
1,3031090,Bourbon-Lancy,6,CTScanner,6031,0.00
1,3031090,Bourbon-Lancy,7,MRIUnit,6031,0.00
1,3031090,Bourbon-Lancy,8,Mammography,6031,0.00
1,3031090,Bourbon-Lancy,9,Radiotherapy,6031,0.00
1,6428942,Venarey-les-Laumes,1,Physicians,13067,1.70
1,6428942,Venarey-les-Laumes,2,Nurses,13067,8.23
1,6428942,Venarey-les-Laumes,3,OtherCadres,13067,4.70
1,6428942,Venarey-les-Laumes,4,CommunityBased,13067,4.57
1,6428942,Venarey-les-Laumes,5,Beds,13067,0.00
1,6428942,Venarey-les-Laumes,6,CTScanner,13067,0.00
1,6428942,Venarey-les-Laumes,7,MRIUnit,13067,0.00
1,6428942,Venarey-les-Laumes,8,Mammography,13067,0.00
1,6428942,Venarey-les-Laumes,9,Radiotherapy,13067,0.00
1,6454608,Charolles,1,Physicians,16820,2.19
1,6454608,Charolles,2,Nurses,16820,10.60
1,6454608,Charolles,3,OtherCadres,16820,6.06
1,6454608,Charolles,4,CommunityBased,16820,5.89
1,6454608,Charolles,5,Beds,16820,0.00
1,6454608,Charolles,6,CTScanner,16820,0.00
1,6454608,Charolles,7,MRIUnit,16820,0.00
1,6454608,Charolles,8,Mammography,16820,0.00
1,6454608,Charolles,9,Radiotherapy,16820,0.00
1,2975819,Saulieu,1,Physicians,2385,0.31
1,2975819,Saulieu,2,Nurses,2385,1.50
1,2975819,Saulieu,3,OtherCadres,2385,0.86
1,2975819,Saulieu,4,CommunityBased,2385,0.83
1,2975819,Saulieu,5,Beds,2385,0.00
1,2975819,Saulieu,6,CTScanner,2385,0.00
1,2975819,Saulieu,7,MRIUnit,2385,0.00
1,2975819,Saulieu,8,Mammography,2385,0.00
1,2975819,Saulieu,9,Radiotherapy,2385,0.00
1,2989425,Orchamps-Vennes,1,Physicians,35218,4.58
1,2989425,Orchamps-Vennes,2,Nurses,35218,22.19
1,2989425,Orchamps-Vennes,3,OtherCadres,35218,12.68
1,2989425,Orchamps-Vennes,4,CommunityBased,35218,12.33
1,2989425,Orchamps-Vennes,5,Beds,35218,0.00
1,2989425,Orchamps-Vennes,6,CTScanner,35218,0.00
1,2989425,Orchamps-Vennes,7,MRIUnit,35218,0.00
1,2989425,Orchamps-Vennes,8,Mammography,35218,0.00
1,2989425,Orchamps-Vennes,9,Radiotherapy,35218,0.00
1,2978666,Saint-Lupicin,1,Physicians,22086,2.87
1,2978666,Saint-Lupicin,2,Nurses,22086,13.91
1,2978666,Saint-Lupicin,3,OtherCadres,22086,7.95
1,2978666,Saint-Lupicin,4,CommunityBased,22086,7.73
1,2978666,Saint-Lupicin,5,Beds,22086,0.00
1,2978666,Saint-Lupicin,6,CTScanner,22086,0.00
1,2978666,Saint-Lupicin,7,MRIUnit,22086,0.00
1,2978666,Saint-Lupicin,8,Mammography,22086,0.00
1,2978666,Saint-Lupicin,9,Radiotherapy,22086,0.00
1,3019443,Étang-sur-Arroux,1,Physicians,18122,2.36
1,3019443,Étang-sur-Arroux,2,Nurses,18122,11.42
1,3019443,Étang-sur-Arroux,3,OtherCadres,18122,6.52
1,3019443,Étang-sur-Arroux,4,CommunityBased,18122,6.34
1,3019443,Étang-sur-Arroux,5,Beds,18122,0.00
1,3019443,Étang-sur-Arroux,6,CTScanner,18122,0.00
1,3019443,Étang-sur-Arroux,7,MRIUnit,18122,0.00
1,3019443,Étang-sur-Arroux,8,Mammography,18122,0.00
1,3019443,Étang-sur-Arroux,9,Radiotherapy,18122,0.00
1,6456379,La Clayette,1,Physicians,8213,1.07
1,6456379,La Clayette,2,Nurses,8213,5.17
1,6456379,La Clayette,3,OtherCadres,8213,2.96
1,6456379,La Clayette,4,CommunityBased,8213,2.87
1,6456379,La Clayette,5,Beds,8213,0.00
1,6456379,La Clayette,6,CTScanner,8213,0.00
1,6456379,La Clayette,7,MRIUnit,8213,0.00
1,6456379,La Clayette,8,Mammography,8213,0.00
1,6456379,La Clayette,9,Radiotherapy,8213,0.00
1,3012026,Jussey,1,Physicians,1581,0.21
1,3012026,Jussey,2,Nurses,1581,1.00
1,3012026,Jussey,3,OtherCadres,1581,0.57
1,3012026,Jussey,4,CommunityBased,1581,0.55
1,3012026,Jussey,5,Beds,1581,0.00
1,3012026,Jussey,6,CTScanner,1581,0.00
1,3012026,Jussey,7,MRIUnit,1581,0.00
