# =========================================================
# Problema: Projeto de rede de especialistas 3 niveis
# Joao Flavio F. Almeida, 	<joao.flavio@dep.ufmg.br>
# Horacio Faria <horaciofaria@gmail.com>
# Leonardo <leomarie@gmail.com>
# Hugo Rodrigues <hugonr@gmail.com>
# Virginia 			<vmmagalhaes@nescon.medicina.ufmg.br>
# Data   : 01/02/2021
# Versao: 12.0: Estado (11 - Rondonia)
# =============================================================

data;

# Populacao minima de destino (j) por estado...(analise dos dados - pareto)
# Estado (11 - Rondonia)

param Distmax:=
1 80  # 80
2 120 # + 120
3 250; # + 200

# Minimal population on destination municipality (j) 
param POPmin:=
1	0
2	10000
3	30000
;

# param DurUpper:=
# 1 0.51 
# 2 1.6 
# 3 2.6; 


param DurUpper:=
1 0.51 
2 1.6 
3 5.3;


# Municipios selecionados que já possuem infraestrutura de nível 3
set S3:=
#	co_municipio	#	no_municipio	qtd_realizado
	110020	#	PORTO VELHO	325
	110002	#	ARIQUEMES	1
	110004	#	CACOAL	1
;

# CODIGO	REGIAO	ESTADO	LAT	LONG	POPULACAO 2030	CAP	MUNICIPIO
param: I :	RE	ES	lat	lng	POP	INFR	Mun :=
110001	1	11	-11.928300	-61.995300	24987	0	'Alta_Floresta_Doeste'
110002	1	11	-9.905710	-63.032500	114507	0	'Ariquemes'
110003	1	11	-13.494500	-60.552000	5865	1	'Cabixi'
110004	1	11	-11.434300	-61.456200	91475	0	'Cacoal'
110005	1	11	-13.187000	-60.816800	17736	0	'Cerejeiras'
110006	1	11	-13.117400	-60.545400	17502	0	'Colorado_Do_Oeste'
110007	1	11	-12.955100	-60.894700	8161	1	'Corumbiara'
110008	1	11	-12.436700	-64.228000	19257	1	'Costa_Marques'
110009	1	11	-11.526600	-61.025200	34564	0	'Espigao_Doeste'
110010	1	11	-10.788900	-65.329600	49379	0	'Guajara_Mirim'
110011	1	11	-10.431800	-62.478800	56012	0	'Jaru'
110012	1	11	-10.877700	-61.932200	137954	0	'Ji_Parana'
110013	1	11	-9.443630	-61.981800	42168	0	'Machadinho_Doeste'
110014	1	11	-11.724700	-62.312700	22066	0	'Nova_Brasilandia_Doeste'
110015	1	11	-10.716700	-62.256500	39194	0	'Ouro_Preto_Do_Oeste'
110018	1	11	-11.672000	-61.198000	39296	0	'Pimenta_Bueno'
110020	1	11	-8.760770	-63.899900	560339	0	'Porto_Velho'
110025	1	11	-11.169000	-61.898600	20934	0	'Presidente_Medici'
110026	1	11	-9.699650	-62.901100	4015	0	'Rio_Crespo'
110028	1	11	-11.727100	-61.771400	58999	0	'Rolim_De_Moura'
110029	1	11	-11.907400	-61.777700	7314	0	'Santa_Luzia_Doeste'
110030	1	11	-12.750200	-60.148800	105102	0	'Vilhena'
110032	1	11	-11.695300	-62.719200	24732	0	'Sao_Miguel_Do_Guapore'
110033	1	11	-10.407700	-65.334600	32094	0	'Nova_Mamore'
110034	1	11	-11.346300	-62.284700	15878	1	'Alvorada_Doeste'
110037	1	11	-12.132000	-61.835000	14266	0	'Alto_Alegre_Dos_Parecis'
110040	1	11	-9.714290	-63.318800	22648	0	'Alto_Paraiso'
110045	1	11	-10.194300	-63.832400	41995	0	'Buritis'
110050	1	11	-11.696100	-61.995100	9438	0	'Novo_Horizonte_Do_Oeste'
110060	1	11	-10.349000	-62.904300	6676	0	'Cacaulandia'
110070	1	11	-10.571200	-63.626600	15109	1	'Campo_Novo_De_Rondonia'
110080	1	11	-8.790700	-63.700500	28024	1	'Candeias_Do_Jamari'
110090	1	11	-11.425300	-61.948200	3364	1	'Castanheiras'
110092	1	11	-12.561100	-60.887700	11741	0	'Chupinguaia'
110094	1	11	-9.360650	-62.584600	26129	0	'Cujubim'
110100	1	11	-10.610000	-62.737100	8731	1	'Governador_Jorge_Teixeira'
110110	1	11	-9.196870	-63.180900	11079	0	'Itapua_Do_Oeste'
110120	1	11	-11.196000	-61.517400	10529	0	'Ministro_Andreazza'
110130	1	11	-11.029000	-62.669600	11950	0	'Mirante_Da_Serra'
110140	1	11	-10.245800	-63.290000	16928	0	'Monte_Negro'
110143	1	11	-10.906800	-62.556400	7601	0	'Nova_Uniao'
110145	1	11	-12.175400	-61.603200	6414	1	'Parecis'
110146	1	11	-13.482300	-61.047100	2363	1	'Pimenteiras_Do_Oeste'
110147	1	11	-11.829500	-61.315300	3170	1	'Primavera_De_Rondonia'
110148	1	11	-11.902300	-61.502600	5695	0	'Sao_Felipe_Doeste'
110149	1	11	-12.052000	-63.568000	21401	0	'Sao_Francisco_Do_Guapore'
110150	1	11	-11.805500	-63.018200	12792	0	'Seringueiras'
110155	1	11	-10.905600	-62.242000	4728	1	'Teixeiropolis'
110160	1	11	-10.248300	-62.353800	11318	0	'Theobroma'
110170	1	11	-11.126100	-62.363900	12581	0	'Urupa'
110175	1	11	-9.862150	-62.187600	11894	0	'Vale_Do_Anari'
110180	1	11	-10.446500	-62.135200	7548	1	'Vale_Do_Paraiso'


# CODIGO	REGIAO	ESTADO	LAT	LONG	POPULACAO 2018	CAP	MUNICIPIO
# 110001	1	11	-11.94	-62.00	23167	0	'Alta_Floresta_Doeste'
# 110002	1	11	-9.91	-63.03	106168	0	'Ariquemes'
# 110003	1	11	-13.50	-60.54	5438	0	'Cabixi'
# 110004	1	11	-11.43	-61.44	84813	0	'Cacoal'
# 110005	1	11	-13.20	-60.82	16444	0	'Cerejeiras'
# 110006	1	11	-13.13	-60.56	16227	0	'Colorado_Do_Oeste'
# 110007	1	11	-13.00	-60.95	7567	0	'Corumbiara'
# 110008	1	11	-12.44	-64.23	17855	0	'Costa_Marques'
# 110009	1	11	-11.53	-61.02	32047	0	'Espigao_Doeste'
# 110010	1	11	-10.77	-65.32	45783	0	'Guajara_Mirim'
# 110011	1	11	-10.44	-62.48	51933	0	'Jaru'
# 110012	1	11	-10.88	-61.95	127907	0	'Ji_Parana'
# 110013	1	11	-9.43	-62.00	39097	0	'Machadinho_Doeste'
# 110014	1	11	-11.72	-62.31	20459	0	'Nova_Brasilandia_Doeste'
# 110015	1	11	-10.72	-62.26	36340	0	'Ouro_Preto_Do_Oeste'
# 110018	1	11	-11.68	-61.18	36434	0	'Pimenta_Bueno'
# 110020	1	11	-8.77	-63.83	519531	1	'Porto_Velho'
# 110025	1	11	-11.17	-61.91	19409	0	'Presidente_Medici'
# 110026	1	11	-9.71	-62.90	3723	0	'Rio_Crespo'
