# =========================================================
# Problema: Projeto de rede de especialistas 3 niveis
# Joao Flavio F. Almeida, 	<joao.flavio@dep.ufmg.br>
# Horacio Faria <horaciofaria@gmail.com>
# Leonardo <leomarie@gmail.com>
# Hugo Rodrigues <hugonr@gmail.com>
# Virginia 			<vmmagalhaes@nescon.medicina.ufmg.br>
# Data   : 01/02/2021
# Versao: 12.0: Estado (15 - Para)
# ===========================================================

data;

param Distmax:=
1 80  # 80
2 120 # + 120
3 200; # + 200

# Minimal population on destination municipality (j) 
param POPmin:=
1	0
# 2	10000
# 3	30000
# 2	2000
# 3	4000
2	19568	# Q1
3	33570	# Q2 
;

# param DurUpper:=
# 1 0.51 
# 2 1.7 
# 3 3.2;

param DurUpper:=
1 0.51 
# 2 1.7 
# 3 3.2;
2 9.98 
3 8.96;

# Municipios selecionados que já possuem infraestrutura de nível 3
set S3:=
150140 # 'Belem': Hospital Universitário João de Barros Barreto, vinculado à UFPA
	   # Hospital Universitário Bettina Ferro de Souza, vinculado à UFPA
150420 # 'Maraba': Hospital Regional Público do Sudeste do Pará Dr. Geraldo Veloso, vinculado à UEPA
;

# CODIGO	REGIAO	ESTADO	LAT	LONG	POPULACAO 2030	CAP	MUNICIPIO
param: I :	RE	ES	lat	lng	POP	INFR	Mun :=
150010	1	15	-1.721830	-48.878800	168568	0	'Abaetetuba'
150013	1	15	-4.953330	-48.393300	7962	0	'Abel_Figueiredo'
150020	1	15	-1.953830	-48.198500	59873	0	'Acara'
150030	1	15	-0.154874	-50.386100	41916	1	'Afua'
150034	1	15	-6.790530	-50.479100	29381	0	'Agua_Azul_Do_Norte'
150040	1	15	-1.946230	-54.738400	60916	0	'Alenquer'
150050	1	15	-1.529040	-52.578800	36824	0	'Almeirim'
150060	1	15	-3.204070	-52.210000	122086	0	'Altamira'
150070	1	15	-0.996811	-49.935400	31126	0	'Anajas'
150080	1	15	-1.363910	-48.374300	566848	0	'Ananindeua'
150085	1	15	-3.469850	-51.200300	29294	0	'Anapu'
150090	1	15	-1.051090	-46.614700	49091	0	'Augusto_Correa'
150095	1	15	-2.148980	-47.567700	33323	0	'Aurora_Do_Para'
150100	1	15	-3.608410	-55.319900	17657	1	'Aveiro'
150110	1	15	-1.900570	-50.198700	32366	0	'Bagre'
150120	1	15	-2.790210	-49.669400	50062	0	'Baiao'
150125	1	15	-7.347790	-50.395900	3570	0	'Bannach'
150130	1	15	-1.511870	-48.619500	131900	0	'Barcarena'
150140	1	15	-1.455400	-48.489800	1602433	0	'Belem'
150145	1	15	-2.636090	-54.937400	19008	0	'Belterra'
150150	1	15	-1.361830	-48.243400	66535	1	'Benevides'
150157	1	15	-5.042400	-48.604700	18164	0	'Bom_Jesus_Do_Tocantins'
150160	1	15	-1.367450	-47.306600	17298	1	'Bonito'
150170	1	15	-1.061260	-46.782600	136367	0	'Braganca'
150172	1	15	-3.297920	-52.534000	16383	0	'Brasil_Novo'
150175	1	15	-5.698220	-48.410300	7973	0	'Brejo_Grande_Do_Araguaia'
150178	1	15	-3.771910	-49.573500	69823	0	'Breu_Branco'
150180	1	15	-1.680360	-50.479100	109894	0	'Breves'
150190	1	15	-1.517620	-48.038100	31097	0	'Bujaru'
150195	1	15	-1.759740	-46.545900	35784	1	'Cachoeira_Do_Piria'
150200	1	15	-1.012260	-48.950300	25309	1	'Cachoeira_Do_Arari'
150210	1	15	-2.242950	-49.497900	147103	0	'Cameta'
150215	1	15	-6.496590	-49.877600	38882	0	'Canaa_Dos_Carajas'
150220	1	15	-1.205290	-47.177800	74006	0	'Capanema'
150230	1	15	-1.747850	-47.062900	58435	0	'Capitao_Poco'
150240	1	15	-1.297970	-47.916700	213870	0	'Castanhal'
150250	1	15	-0.164154	-49.987000	25326	0	'Chaves'
150260	1	15	-0.936423	-48.280300	12986	1	'Colares'
150270	1	15	-8.261360	-49.268900	51483	0	'Conceicao_Do_Araguaia'
150275	1	15	-1.992380	-47.942200	35427	0	'Concordia_Do_Para'
150276	1	15	-7.810970	-50.769800	14214	0	'Cumaru_Do_Norte'
150277	1	15	-6.099650	-49.606800	19429	0	'Curionopolis'
150280	1	15	-1.811790	-49.795200	36555	0	'Curralinho'
150285	1	15	-1.887750	-55.116800	15312	1	'Curua'
150290	1	15	-0.733214	-47.851500	42646	0	'Curuca'
150293	1	15	-4.199440	-47.824500	63587	0	'Dom_Eliseu'
150295	1	15	-6.103890	-49.355300	36319	1	'Eldorado_Do_Carajas'
150300	1	15	-2.168050	-56.740500	7894	1	'Faro'
150304	1	15	-7.553350	-49.712500	21657	0	'Floresta_Do_Araguaia'
150307	1	15	-1.929860	-47.050500	28064	0	'Garrafao_Do_Norte'
150309	1	15	-3.843380	-49.097400	42988	1	'Goianesia_Do_Para'
150310	1	15	-1.414120	-51.633800	35582	0	'Gurupa'
150320	1	15	-1.125390	-47.626000	41619	1	'Igarape_Acu'
150330	1	15	-1.975330	-48.957500	67253	1	'Igarape_Miri'
150340	1	15	-1.434900	-47.911400	12467	0	'Inhangapi'
