# =========================================================
# Problema: Projeto de rede de especialistas 3 niveis
# Joao Flavio F. Almeida, 	<joao.flavio@dep.ufmg.br>
# Horacio Faria <horaciofaria@gmail.com>
# Leonardo <leomarie@gmail.com>
# Hugo Rodrigues <hugonr@gmail.com>
# Virginia 			<vmmagalhaes@nescon.medicina.ufmg.br>
# Data   : 01/02/2021
# Versao: 12.0: Estado (52 - Goias) + (53 - Brasilia)
# ===========================================================

data;

param Distmax:=
1 80  # 80
2 150 # + 120
3 200; # + 200

# Minimal population on destination municipality (j) 
param POPmin:=
1	0
# 2	10000
# 3	30000
# 2	2000
# 3	4000
2	3855	# Q1
3	8152	# Q2 
;

# param DurUpper:=
# 1 0.51 
# 2 4.1 
# 3 4.0; 

param DurUpper:=
1 0.51 
# 2 2.3 
# 3 4.1;
2 1.15 
3 1.52; 

# Municipios selecionados que já possuem infraestrutura de nível 3
set S3:=
530010 # 'Brasilia': Hospital Universitário de Brasília, vinculado à UnB
520870 # 'Goiania': Hospital das Clínicas da UFG
	   # Santa Casa de Misericórdia de Goiânia, vinculado à PUC-GO
521190 # 'Jatai': Hospital das Clínicas Doutor Serafim de Carvalho, vinculado à UF
522160 # 'Uruacu': +255 leitos
522140 # 'Trindade': Hospital Especializado: +363 leitos
520110 # 'Anapolis': Hospital Especializado: +200 leitos
520140 # 'Aparecida_De_Goiania': Hospital Especializado: +200 leitos
;

# CODIGO	REGIAO	ESTADO	LAT	LONG	POPULACAO 2030	CAP	MUNICIPIO
param: I :	RE	ES	lat	lng	POP	INFR	Mun :=
520005	5	52	-16.757300	-49.441200	9257	1	'Abadia_De_Goias'
520010	5	52	-16.197000	-48.705700	21155	1	'Abadiania'
520013	5	52	-17.396000	-50.374900	23924	0	'Acreuna'
520015	5	52	-16.412700	-50.165700	2715	1	'Adelandia'
520017	5	52	-14.977800	-47.782300	6122	1	'Agua_Fria_De_Goias'
520020	5	52	-18.077100	-48.760300	2019	1	'Agua_Limpa'
520025	5	52	-15.761700	-48.281600	223335	0	'Aguas_Lindas_De_Goias'
520030	5	52	-16.083400	-48.507600	29431	0	'Alexania'
520050	5	52	-17.729200	-49.476900	2162	0	'Aloandia'
520055	5	52	-14.197800	-49.337800	6706	0	'Alto_Horizonte'
520060	5	52	-14.130500	-47.510000	8152	0	'Alto_Paraiso_De_Goias'
520080	5	52	-14.479700	-46.491000	9291	0	'Alvorada_Do_Norte'
520082	5	52	-13.923600	-49.296200	4075	1	'Amaralina'
520085	5	52	-16.251400	-49.983100	6533	0	'Americano_Do_Brasil'
520090	5	52	-16.615100	-51.091900	3435	0	'Amorinopolis'
520110	5	52	-16.328100	-48.953000	411973	0	'Anapolis'
520120	5	52	-18.333900	-48.220400	1226	1	'Anhanguera'
520130	5	52	-16.464200	-49.961700	23423	0	'Anicuns'
520140	5	52	-16.819800	-49.246900	610412	0	'Aparecida_De_Goiania'
520145	5	52	-18.294100	-51.151600	2668	1	'Aparecida_Do_Rio_Doce'
520150	5	52	-18.960700	-51.923200	4490	0	'Apore'
520160	5	52	-16.356300	-49.680400	3840	0	'Aracu'
520170	5	52	-15.895500	-52.237200	21527	0	'Aragarcas'
520180	5	52	-16.908700	-49.447600	10911	0	'Aragoiania'
520215	5	52	-15.090900	-50.631500	8365	0	'Araguapaz'
520235	5	52	-16.383700	-51.556300	2900	0	'Arenopolis'
520250	5	52	-14.916600	-51.075000	10392	0	'Aruana'
520260	5	52	-16.677300	-50.464100	3434	1	'Aurilandia'
520280	5	52	-16.467200	-49.757900	2615	0	'Avelinopolis'
520310	5	52	-16.196600	-52.539300	5384	1	'Baliza'
520320	5	52	-14.965800	-48.908600	11780	0	'Barro_Alto'
520330	5	52	-16.969300	-48.951300	31761	0	'Bela_Vista_De_Goias'
520340	5	52	-16.206300	-52.172800	9505	0	'Bom_Jardim_De_Goias'
520350	5	52	-18.217300	-49.740000	26722	0	'Bom_Jesus_De_Goias'
520355	5	52	-16.617300	-48.961600	10233	1	'Bonfinopolis'
520357	5	52	-13.632900	-49.810600	4655	1	'Bonopolis'
520360	5	52	-16.428100	-49.386300	3946	1	'Brazabrantes'
520380	5	52	-15.242800	-51.160200	6214	0	'Britania'
520390	5	52	-18.137800	-49.040400	10174	0	'Buriti_Alegre'
520393	5	52	-16.179200	-50.430200	2697	0	'Buriti_De_Goias'
520396	5	52	-14.477200	-46.407600	3561	1	'Buritinopolis'
520400	5	52	-15.799500	-46.926500	8563	0	'Cabeceiras'
520410	5	52	-18.761800	-50.943200	13263	0	'Cachoeira_Alta'
520420	5	52	-16.663500	-50.646000	1468	1	'Cachoeira_De_Goias'
520425	5	52	-18.485900	-49.476600	8738	0	'Cachoeira_Dourada'
520430	5	52	-18.559400	-51.132800	16980	0	'Cacu'
520440	5	52	-16.953900	-51.809100	20185	0	'Caiaponia'
520450	5	52	-17.744100	-48.624600	96085	0	'Caldas_Novas'
520455	5	52	-16.711700	-49.001300	4054	1	'Caldazinha'
520460	5	52	-16.762400	-49.695000	3894	1	'Campestre_De_Goias'
520465	5	52	-13.787000	-48.570400	3936	0	'Campinacu'
520470	5	52	-14.313700	-49.151100	13467	0	'Campinorte'
520480	5	52	-17.636300	-47.776800	8021	0	'Campo_Alegre_De_Goias'
520485	5	52	-16.297100	-49.089500	8236	1	'Campo_Limpo_De_Goias'
520490	5	52	-13.035000	-46.768100	21316	0	'Campos_Belos'
520495	5	52	-14.244200	-49.652800	2652	1	'Campos_Verdes'
520500	5	52	-15.354900	-49.708000	10760	0	'Carmo_Do_Rio_Verde'
520505	5	52	-18.092100	-50.203000	3736	0	'Castelandia'
520510	5	52	-18.165600	-47.944000	114993	0	'Catalao'
520520	5	52	-16.444700	-49.493600	5434	0	'Caturai'
520530	5	52	-13.797600	-47.456600	10454	0	'Cavalcante'
520540	5	52	-15.306100	-49.600000	23808	0	'Ceres'
520545	5	52	-16.971800	-49.775800	9175	0	'Cezarina'
520547	5	52	-18.407300	-52.549000	10615	0	'Chapadao_Do_Ceu'
520549	5	52	-16.076500	-47.925200	75314	0	'Cidade_Ocidental'
520551	5	52	-15.791400	-48.774700	21540	0	'Cocalzinho_De_Goias'
520552	5	52	-14.152800	-48.076000	3671	0	'Colinas_Do_Sul'
520570	5	52	-16.291800	-50.550300	2550	0	'Corrego_Do_Ouro'
520580	5	52	-15.924500	-48.811700	11918	0	'Corumba_De_Goias'
520590	5	52	-18.141500	-48.562600	10326	0	'Corumbaiba'
520620	5	52	-16.767600	-47.613100	62296	0	'Cristalina'
520630	5	52	-17.198700	-48.703400	3201	0	'Cristianopolis'
520640	5	52	-14.541200	-49.974000	18176	0	'Crixas'
520650	5	52	-17.288300	-49.379800	3775	0	'Crominia'
520660	5	52	-18.264400	-48.151100	3097	0	'Cumari'
520670	5	52	-14.560400	-46.178000	3575	0	'Damianopolis'
