NIVEL	CODIGO	DESTINO	POP ATENDIDA	Physicians	Nurses	OtherCadres	CommunityBased	Beds	CTScanner	MRIUnit	Mammography	Radiotherapy
3	160010	Amapa	9738.00	19.38	87.45	24.44	0.00	17.72	0.19	0.16	0.15	0.10
3	160015	Pedra_Branca_Do_Amapari	22905.00	45.58	205.69	57.49	0.00	41.69	0.46	0.38	0.36	0.23
3	160020	Calcoene	11784.00	23.45	105.82	29.58	0.00	21.45	0.23	0.20	0.18	0.12
3	160021	Cutias	12135.00	24.15	108.97	30.46	0.00	22.09	0.24	0.20	0.19	0.12
3	160027	Laranjal_Do_Jari	53330.00	106.13	478.90	133.86	0.00	97.06	1.06	0.90	0.83	0.54
3	160030	Macapa	684285.00	1361.73	6144.88	1717.56	0.00	1245.40	13.62	11.50	10.67	6.98
3	160050	Oiapoque	28718.00	57.15	257.89	72.08	0.00	52.27	0.57	0.48	0.45	0.29
3	160053	Porto_Grande	31359.00	62.40	281.60	78.71	0.00	57.07	0.62	0.53	0.49	0.32
3	160070	Tartarugalzinho	23564.00	46.89	211.60	59.15	0.00	42.89	0.47	0.40	0.37	0.24
3	160080	Vitoria_Do_Jari	16831.00	33.49	151.14	42.25	0.00	30.63	0.33	0.28	0.26	0.17
